exchange,year,fqtr,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT
CN,2010,4,    Imperial Oil Ltd,IMO,302,250,6,275,74.14,3.6,,,201.1465353,,201.1465,4.022930705,,,13.0745,
CN,2010,3,    Imperial Oil Ltd,IMO,277.8333333,227,7,263,65.32,3.44,,,194.3256899,,194.3257,,,,,
CN,2010,2,    Imperial Oil Ltd,IMO,253.1666667,204,5,265,67.64,3.69,,,188.3239171,,188.3239,,,,,
CN,2010,1,    Imperial Oil Ltd,IMO,240,195,5,237,71.65,5,,,,,,,,,,
CN,2009,4,    Imperial Oil Ltd,IMO,247,198,6,264,66.21,4.01,,,,,,,,,,
CN,2009,3,    Imperial Oil Ltd,IMO,257.1666667,202,6,295,59.45,2.64,,,,,,,,,,
CN,2009,2,    Imperial Oil Ltd,IMO,236,184,6,276,51.46,2.98,,,,,,,,,,
CN,2009,1,    Imperial Oil Ltd,IMO,283.6666667,234,6,262,37.44,4.67,,,,,,,,,,
CN,2008,4,    Imperial Oil Ltd,IMO,280.5,217,7,339,46.86,6.04,,,,,,,,,,
CN,2008,3,    Imperial Oil Ltd,IMO,251.3333333,203,7,248,110.02,8.83,,,,,,,,,,
CN,2008,2,    Imperial Oil Ltd,IMO,244.8333333,193,10,251,117.7,10.25,,,,,,,,,,
CN,2008,1,    Imperial Oil Ltd,IMO,259.1666667,208,8,259,92.85,7.97,,,,,,,,,,
CN,2007,4,    Imperial Oil Ltd,IMO,291.5,225,9,345,82.82,6.45,,,,,,,,,,
CN,2007,3,    Imperial Oil Ltd,IMO,299.1666667,225,11,379,72.4,5.48,,,,,,,,,,
CN,2007,2,    Imperial Oil Ltd,IMO,293.3333333,208,13,434,61.7,6.93,,,,,,,,,,
CN,2007,1,    Imperial Oil Ltd,IMO,298,208,14,456,53.85,6.61,,,,,,,,,,
CN,2006,4,    Imperial Oil Ltd,IMO,306,212,16,468,53.31,5.86,,,,,,,,,,
CN,2006,3,    Imperial Oil Ltd,IMO,310.8333333,210,17,503,66.3,5.61,,,,,,,,,,
CN,2006,2,    Imperial Oil Ltd,IMO,298.1666667,196,20,493,67.49,5.81,,,,,,,,,,
CN,2006,1,    Imperial Oil Ltd,IMO,324.6666667,214,24,520,55.08,8.14,,,,,,,,,,
CN,2005,4,    Imperial Oil Ltd,IMO,341.5,221,24,579,56.27,10.52,,,,,,,,,,
CN,2005,3,    Imperial Oil Ltd,IMO,293.5,182,26,513,60.95,7.32,,,,,,,,,,
CN,2005,2,    Imperial Oil Ltd,IMO,331,210,25,576,49.401,6.197,,,,,,,,,,
CN,2005,1,    Imperial Oil Ltd,IMO,281,170,24,522,47.540001,5.73,,,,,,,,,,
CN,2004,4,    Imperial Oil Ltd,IMO,338.3333333,216,26,578,53.22,7.12,,,,,,,,,,
CN,2004,3,    Imperial Oil Ltd,IMO,307.799988,193,26,533,40.43,5.03,,,,,,,,,,
HB,2019,2,    MOL Hungarian Oil & Gas PLC,MOL,102.4,47.8,6.5,288.6,64.8,27.2,,,,,,,,,,
HB,2019,1,    MOL Hungarian Oil & Gas PLC,MOL,105.8,48.7,6.6,303,58.8,33,,,,,,,,,,
HB,2018,4,    MOL Hungarian Oil & Gas PLC,MOL,105.9,48.3,6.8,304.8,64.6,6.03,,,,,6689.663,,,,,
HB,2018,3,    MOL Hungarian Oil & Gas PLC,MOL,100.3,45.7,6,291,68.8,6.33,,,,,,,,,,
HB,2018,2,    MOL Hungarian Oil & Gas PLC,MOL,101.2,43.8,6.7,304.2,66.8,5.83,,,,,,,,,,
HB,2018,1,    MOL Hungarian Oil & Gas PLC,MOL,101.5,40.1,6.8,327.6,60.7,5.92,,,,,,,,,,
HB,2017,4,    MOL Hungarian Oil & Gas PLC,MOL,95.6,35.3,6.7,321.6,53.3,5.86,,,,,3807.1592,687.4850045,,,1012.077706,2760.168
HB,2017,3,    MOL Hungarian Oil & Gas PLC,MOL,96.2,36,7,319.2,46.3,4.92,,,,,,,,,,
HB,2017,2,    MOL Hungarian Oil & Gas PLC,MOL,100.7,38.6,7.4,328.2,47.4,4.65,,,,,,,,,,
HB,2017,1,    MOL Hungarian Oil & Gas PLC,MOL,102.4,40.4,7.4,327.6,48.6,29,,,,,,,,,,
HB,2016,4,    MOL Hungarian Oil & Gas PLC,MOL,104.2,40.1,7.5,339.6,44.6,4.6,,,,,3480.3846,1620.10297,,,845.8010843,3320.1302
HB,2016,3,    MOL Hungarian Oil & Gas PLC,MOL,100.9,39.5,7.5,323.4,41.1,27.2,,,,,,,,,,
HB,2016,2,    MOL Hungarian Oil & Gas PLC,MOL,105.1,42.3,7.5,331.8,38.1,26.9,,,,,,,,,,
HB,2016,1,    MOL Hungarian Oil & Gas PLC,MOL,106.8,42,7.6,343.8,31.9,4.83,,,,,,,,,,
HB,2015,4,    MOL Hungarian Oil & Gas PLC,MOL,103.2,38.1,7.6,345,40.6,5.08,,,,,3425.9761,749.1524841,,,40.33006704,
HB,2015,3,    MOL Hungarian Oil & Gas PLC,MOL,100.5,38.8,7,292.645,43.2,35.7,,,,,,,,,,
HB,2015,2,    MOL Hungarian Oil & Gas PLC,MOL,103.6,40.1,6.9,303.345,52.6,37.7,,,,,,,,,,
HB,2015,1,    MOL Hungarian Oil & Gas PLC,MOL,103.3,37.8,7,313.51,46,6.65,,,,,,,,,,
HB,2014,4,    MOL Hungarian Oil & Gas PLC,MOL,103.44,34.9,9.88,314.58,86.3,19.82,,,,,4850.5347,,,,54.26101591,
HB,2014,3,    MOL Hungarian Oil & Gas PLC,MOL,94.9,34.1,7.3,286.225,86.2,43.5,,,,,,,,,,
HB,2014,2,    MOL Hungarian Oil & Gas PLC,MOL,92.4,32.6,7.4,279.805,91.4,7.2,,,,,,,,,,
HB,2014,1,    MOL Hungarian Oil & Gas PLC,MOL,99.2,36.3,7.8,294.785,89.9,9.17,,,,,,,,,,
HB,2013,4,    MOL Hungarian Oil & Gas PLC,MOL,96.9,35.2,7.1,327.2152174,89.1,,,,,,4910.8245,,,,523.8335961,
HB,2013,3,    MOL Hungarian Oil & Gas PLC,MOL,101.3,36.3,8,342,87.7,8.51667,,,,,,,,,,
HB,2013,2,    MOL Hungarian Oil & Gas PLC,MOL,106.7,40.9,7.3,351,81.2,9.05,,,,,,,,,,
HB,2013,1,    MOL Hungarian Oil & Gas PLC,MOL,109.9,40.6,8.1,366.6,90.3,9.36,,,,,,,,,,
HB,2012,4,    MOL Hungarian Oil & Gas PLC,MOL,114.2,42.9,8.4,377.4,86.4,10.15,,,,,3089.0157,,,,1098.22035,
HB,2012,3,    MOL Hungarian Oil & Gas PLC,MOL,112,42.3,8.4,367.8,83.9,10.333,,,,,,,,,,
HB,2012,2,    MOL Hungarian Oil & Gas PLC,MOL,113.7,42.3,8.5,376.8,84,11.266,,,,,,,,,,
HB,2012,1,    MOL Hungarian Oil & Gas PLC,MOL,134.1,43.7,10.7,478.2,91.6,12.38,,,,,,,,,,
HB,2011,4,    MOL Hungarian Oil & Gas PLC,MOL,143.4,44.2,14.1,510.6,85.1,10.633,,,,,2215.5709,,,,1102.4551,
HB,2011,3,    MOL Hungarian Oil & Gas PLC,MOL,147.27,45.7,13.57,512.23,89.2,,,,,,,,,,,
HB,2011,2,    MOL Hungarian Oil & Gas PLC,MOL,151.165,46.2,11.87,525.62,94.9,,,,,,,,,,,
HB,2011,1,    MOL Hungarian Oil & Gas PLC,MOL,151.16,47.37,13.54,525.97,80.9,,,,,,,,,,,
HB,2010,4,    MOL Hungarian Oil & Gas PLC,MOL,,,,,,,,,,,2026.185,,,,1235.736948,
HB,2010,3,    MOL Hungarian Oil & Gas PLC,MOL,142.001,49,10.32,484.7,62.4,,,,,,,,,,,
HB,2010,2,    MOL Hungarian Oil & Gas PLC,MOL,145.018,49.58,10.99,490.87,63.2,,,,,,,,,,,
HB,2010,1,    MOL Hungarian Oil & Gas PLC,MOL,142.228,48.91,11.36,478.77,60.8,,,,,,,,,,,
HB,2009,4,    MOL Hungarian Oil & Gas PLC,MOL,142.498,54.35,11.1,447,62.3,,,,,,,,,,1090.338857,
HB,2009,3,    MOL Hungarian Oil & Gas PLC,MOL,130,48.08,10.13,412.1,55.7,,,,2.4472,,,,,,,
HB,2009,2,    MOL Hungarian Oil & Gas PLC,MOL,75.027,34.57,5.85,198.84,47,,,,,,,,,,,
HB,2009,1,    MOL Hungarian Oil & Gas PLC,MOL,83.726,35.53,6.64,246.7,32.8,,,,,,,,,,,
HB,2008,4,    MOL Hungarian Oil & Gas PLC,MOL,86.485,37.45,3.8,256.87,41.7,,,,,,,,,,,
HB,2008,3,    MOL Hungarian Oil & Gas PLC,MOL,88.083,38,7.2,252.1,89.6,,,,,,,,,,,
HB,2008,2,    MOL Hungarian Oil & Gas PLC,MOL,84.406,38.06,6.56,230.56,95.5,,,,,,,,,,,
HB,2008,1,    MOL Hungarian Oil & Gas PLC,MOL,85.816,39.66,6.89,242,75.7,,,,,,,,,,,
HB,2007,4,    MOL Hungarian Oil & Gas PLC,MOL,90.348,44.62,3.88,256.09,69.3,,,,,,12.1626,,,,,
HB,2007,3,    MOL Hungarian Oil & Gas PLC,MOL,91.197,46.52,3.56,248.36,59.2,,,,,,,,,,,
HB,2007,2,    MOL Hungarian Oil & Gas PLC,MOL,87.499,45.73,3.8,226.31,53.6,,,,,,,,,,,
HB,2007,1,    MOL Hungarian Oil & Gas PLC,MOL,92.982,44.7,4.43,253.77,43.5,,,,,,,,,,,
HB,2006,4,    MOL Hungarian Oil & Gas PLC,MOL,101.905,46.21,4.83,307.93,45.5,,,,,,,,,,,
HB,2006,3,    MOL Hungarian Oil & Gas PLC,MOL,97.503,46.6,3.88,280.46,54.4,,,,,,,,,,,
HB,2006,2,    MOL Hungarian Oil & Gas PLC,MOL,99.148,46.99,4.51,268.86,52.1,,,,,,,,,,,
HB,2006,1,    MOL Hungarian Oil & Gas PLC,MOL,112.845,48.73,6.09,333.46,47.2,,,,,,,,,,,
HB,2005,4,    MOL Hungarian Oil & Gas PLC,MOL,,,,,,,,,,,,,,,,
HB,2005,3,    MOL Hungarian Oil & Gas PLC,MOL,100,45.65,4.98,277,48.6,,,,,,,,,,,
HB,2005,2,    MOL Hungarian Oil & Gas PLC,MOL,86.36333333,45.1,,247.58,,,,,,,,,,,,
HB,2005,1,    MOL Hungarian Oil & Gas PLC,MOL,92.37333333,45.5,,281.24,,,,,,,,,,,,
HB,2004,4,    MOL Hungarian Oil & Gas PLC,MOL,,,,,,,,,,,,,,,,
HB,2004,3,    MOL Hungarian Oil & Gas PLC,MOL,,,,,,,,,,,,,,,,
AV,2019,2,    OMV AG,OMV,490,214.28,,1588.93,65.91,4.16,,,,,,,,,,
AV,2019,1,    OMV AG,OMV,474,195,,1680.84,60,4.72,,,,,,,,,,
AV,2018,4,    OMV AG,OMV,447,199,,1423.52,62.28,4.8,,,,,,964.4763,1615.8772,1450.7188,2553.796,6465.3091
AV,2018,3,    OMV AG,OMV,406,177,,1314.46,67.7,4.56,,,,,,,,,,
AV,2018,2,    OMV AG,OMV,419,175.82,,1409.81,60.61,4.63,,,,,,,,,,
AV,2018,1,    OMV AG,OMV,437,177.78,,1505.56,58.02,4.86,,,,,,,,,,
AV,2017,4,    OMV AG,OMV,377,180.43,,283.29,55.6,5.1,,,,,,1084.3844,1589.3084,1981.2256,2190.4084,6821.2828
AV,2017,3,    OMV AG,OMV,341,181,,906.52,47.3,5.21,,,,,,,,,,
AV,2017,2,    OMV AG,OMV,339,181.32,,887.91,46.02,5.09,,,,,,,,,,
AV,2017,1,    OMV AG,OMV,335,176.67,,845.3,50.4,5.02,,,,,,,,,,
AV,2016,4,    OMV AG,OMV,315,158,,904.58,45.35,3.98,,,,,,274.222,2015.5317,1205.5221,1774.0054,5165.9206
AV,2016,3,    OMV AG,OMV,,,,,,,,,,,,,,,,
AV,2016,2,    OMV AG,OMV,316,161.54,,873.63,38.7,4.6,,,,,,,,,,
AV,2016,1,    OMV AG,OMV,312,160.44,,852.75,30.93,4.8,,,,,,,,,,
AV,2015,4,    OMV AG,OMV,309,154.35,,873.91,40.61,5.32,,,,,,539.0034,1353.9036,1274.4048,2366.6148,5513.3283
AV,2015,3,    OMV AG,OMV,292,148.913,,805.435,50.54,5.57,,,,,,,,,,
AV,2015,2,    OMV AG,OMV,307,153.85,,857.14,56.6,5.68,,,,,,,,,,
AV,2015,1,    OMV AG,OMV,303,150,,855.56,47.87,5.38,,,,,,,,,,
AV,2014,4,    OMV AG,OMV,318,164.13,,868.48,69.84,7,,,,,,726.9886,543.29,1675.2346,3406.15,5924.1061
AV,2014,3,    OMV AG,OMV,311,163.043,,834.782,94.15,6.81,,,,,,,,,,
AV,2014,2,    OMV AG,OMV,297,145.05,,853.85,101.48,7.26,,,,,,,,,,
AV,2014,1,    OMV AG,OMV,311,162.22,,836.67,101.69,,,,,,,,,,,
AV,2013,4,    OMV AG,OMV,277,138,,777.17,100.21,,,,,,,1373.1,595.6848,,4780.6463,6670.92
AV,2013,3,    OMV AG,OMV,275,142.39,,742.39,101.79,,,,,,,,,,,
AV,2013,2,    OMV AG,OMV,297,158.24,,773.63,96.38,,,,,,,,,,,
AV,2013,1,    OMV AG,OMV,302,163.333,,775.555,104.72,,,,,,,,,,,
AV,2012,4,    OMV AG,OMV,301,158.7,,796.74,99.12,,,,,,,496.8061,1417.600625,687.6022,3720.242218,6217.5014
AV,2012,3,    OMV AG,OMV,309,168.48,,792.39,96.66,,,,,,,,,,,
AV,2012,2,    OMV AG,OMV,305,163.736,,791.209,98.16,,,,,,,,,,,
AV,2012,1,    OMV AG,OMV,299,158.89,,804.44,104.87,,,,,,,,,,,
AV,2011,4,    OMV AG,OMV,289,142.39,,820.65,93.81,,,,,,,724.1023,2949.732288,872.2701,1730.802816,
AV,2011,3,    OMV AG,OMV,283,135.87,,825,97.49,,,,,,,,,,,
AV,2011,2,    OMV AG,OMV,275,134.1,,792.3,100.22,,,,,,,,,,,
AV,2011,1,    OMV AG,OMV,304,158.24,,801.1,94.13,,,,,,,,,,,
AV,2010,4,    OMV AG,OMV,,,,,,,,,1989.45,,,1284.0308,2691.147865,2400.4743,1579.662047,
AV,2010,3,    OMV AG,OMV,316,171.74,,809.78,72.65,,,,,,,,,,,
AV,2010,2,    OMV AG,OMV,318,173.63,,808.79,71.82,,,,,,,,,,,
AV,2010,1,    OMV AG,OMV,317,175.56,,794.44,73.79,,,,,,,,,,,
AV,2009,4,    OMV AG,OMV,327,181.52,,823.91,72.49,,,,,,,1604.2115,744.696084,2926.0966,911.9689491,4583.6865
AV,2009,3,    OMV AG,OMV,317,175,,795.65,73.38,,,,,,,,,,,
AV,2009,2,    OMV AG,OMV,315,168.13,,823.1,48.78,,,,,,,,,,,
AV,2009,1,    OMV AG,OMV,308,161.11,,823.33,45.88,,,,,,,,,,,
AV,2008,4,    OMV AG,OMV,318,169.56,,834.78,56.54,,,,2117.1,,,0,2385.402089,778.8938,369.5647392,
AV,2008,3,    OMV AG,OMV,316,166.3,,842.4,107.42,,,,,,,,,,,
AV,2008,2,    OMV AG,OMV,310,163.74,,818.68,111.62,,,,,,,,,,,
AV,2008,1,    OMV AG,OMV,322,168.89,,878.89,89.71,,,,,,,,,,,
AV,2007,4,    OMV AG,OMV,324.472,,,,82.95,,,,1250.52,,,59.0319,417.3100446,360.085,561.2661291,
AV,2007,3,    OMV AG,OMV,317,,,,68.04,,,,,,,,,,,
AV,2007,2,    OMV AG,OMV,322,,,,62.2,,,,,,,,,,,
AV,2007,1,    OMV AG,OMV,322,,,,51.89,,,,,,,,,,,
AV,2006,4,    OMV AG,OMV,328.518,,,,54.35,,,,,,,380.4276,105.7955635,559.3957,628.1933889,
AV,2006,3,    OMV AG,OMV,310,,,,61.84,,,,,,,,,,,
AV,2006,2,    OMV AG,OMV,322,,,,61.09,,,,,,,,,,,
AV,2006,1,    OMV AG,OMV,337,,,,55,,,,,,,,,,,
AV,2005,4,    OMV AG,OMV,121.1855,,,,50.31,,,,,,,454.5161,641.5249117,373.9277,463.001624,
AV,2005,3,    OMV AG,OMV,112,,,,57.88,,,,,,,,,,,
AV,2005,2,    OMV AG,OMV,126,,,,48.63,,,,,,,,,,,
AV,2005,1,    OMV AG,OMV,125,,,,47.5,,,,,,,,,,,
AV,2004,4,    OMV AG,OMV,120.739,,,,,,,,,,,324.4829,414.9234036,827.7891,1075.851606,
AV,2004,3,    OMV AG,OMV,119,,,,36.8,,,,,,,,,,,
HK,2019,2,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2019,1,    PetroChina Co Ltd,857,4334.44,2482.22,,11110,59.53,6.63,,,,,,,,,,
HK,2018,4,    PetroChina Co Ltd,857,4181.15942,2467.391304,,10282.6087,,,,,,,,21959.5842,14383.8046,,6379.152431,
HK,2018,3,    PetroChina Co Ltd,857,4073.626374,2479.120879,,9565.934066,,,,,,,,,,,,
HK,2018,2,    PetroChina Co Ltd,857,3993.936474,2461.539,,9589.011,,,,,,,,,,,,
HK,2018,1,    PetroChina Co Ltd,857,4075.555,2374.44,,10205.555,63.22,6.36,,,,,,,,,,
HK,2017,4,    PetroChina Co Ltd,857,4160,2466.304348,,9610.869565,,,,,24897.4134,,24159.7123,,8694.4227,,5766.056526,
HK,2017,3,    PetroChina Co Ltd,857,3952.876712,2476.977367,,8856.420488,,,,,,,,,,,,
HK,2017,2,    PetroChina Co Ltd,857,3856.800576,2354.254489,,9009.86609,,,,,22468.2562,,14160.9141,,10332.7371,,5555.276345,
HK,2017,1,    PetroChina Co Ltd,857,4075.555556,2408.888889,,9997.777778,51.34,5.082,,,,,,,,,,
HK,2016,4,    PetroChina Co Ltd,857,,,,,,,,,24784.9331,,17205.3547,,7848.0338,,10469.04045,
HK,2016,3,    PetroChina Co Ltd,857,3970.411,2511.111,,8488.889,,,,,,,,,,,,
HK,2016,2,    PetroChina Co Ltd,857,3911.23,2532.22,,8594.44,,,,,,,,,,,,
HK,2016,1,    PetroChina Co Ltd,857,4288.22,2696.67,,9904.44,27.27,4.886,,,,,,,,,,
HK,2015,4,    PetroChina Co Ltd,857,4267.4,2766.67,,9355.56,48.35,6.23,,,,,,19325.9345,17691.2524,,16560.92486,
HK,2015,3,    PetroChina Co Ltd,857,4039.45,2726.67,,8215.56,,,,,,,,,,,,
HK,2015,2,    PetroChina Co Ltd,857,3887.12,2645.56,,7764.44,,,,,,,,31784.1413,11722.8362,,15269.98467,
HK,2015,1,    PetroChina Co Ltd,857,4235.555556,2660,,9453.333333,48.87,6.24,,,,,,,,,,
HK,2014,4,    PetroChina Co Ltd,857,4214.79,2727.78,,9276.67,94.83,,,,,,,30517.608,12404.3883,,20713.98653,
HK,2014,3,    PetroChina Co Ltd,857,3878.708152,2519.580543,,7506.069348,,,,,,,,,,,,
HK,2014,2,    PetroChina Co Ltd,857,3852.05,2598.89,,7842.22,100.1,7.0845,,,,,,32833.7255,9675.22,,16034.29935,
HK,2014,1,    PetroChina Co Ltd,857,3982.47,2574.44,,8774.44,100.06,6.29,,,,,,,,,,
HK,2013,4,    PetroChina Co Ltd,857,3951.78,2610,,8376.67,,,,,,,,34533.4082,12060.0093,,9885.499967,
HK,2013,3,    PetroChina Co Ltd,857,3750.14,2597.78,,7227.78,,,,,,,,,,,,
HK,2013,2,    PetroChina Co Ltd,857,3746.85,2591.11,,7246.67,,,,,,,,30011.2422,15170.5879,,23779.16449,
HK,2013,1,    PetroChina Co Ltd,857,3893.7,2566.67,,8281.11,103.08,5.07,,,,,,,,,,
HK,2012,4,    PetroChina Co Ltd,857,3792.877,2556.712,,7446.575,,,,,,,,26638.1716,14805.2927,,13441.21893,
HK,2012,3,    PetroChina Co Ltd,857,3605.479,2529.315,,6431.781,103.62,5.02,,,,,,,,,,
HK,2012,2,    PetroChina Co Ltd,857,3533.151,2470.137,,6372.603,,,,,,,,25097.9528,2927.7273,,12435.20952,
HK,2012,1,    PetroChina Co Ltd,857,3786.301,2487.671,,7790.685,105.48,4.87,,,,,,,,,,
HK,2011,4,    PetroChina Co Ltd,857,3575.89,2367.123,,7250.411,,,,,,,,23404.6066,3453.974,,4028.445799,
HK,2011,3,    PetroChina Co Ltd,857,3460.822,2458.082,,6015.342,,,,,,,,,,,,
HK,2011,2,    PetroChina Co Ltd,857,3482.74,2484.384,,5990.137,,,,,,,,30771.0515,2013.9544,,3935.704451,
HK,2011,1,    PetroChina Co Ltd,857,3569.32,2401.096,,7006.03,91.85,4.43,,,0,,0,,,,,
HK,2010,4,    PetroChina Co Ltd,857,3369,2389,,5881,,,,,,,,16750.3832,6302.7148,,4042.97616,
HK,2010,3,    PetroChina Co Ltd,857,3327.123,2356.164,,5823.562,,,,,0,,0,,,,,
HK,2010,2,    PetroChina Co Ltd,857,3344.658,2351.781,,5952.877,,,,,0,,0,912.0536,5616.097,,5983.277789,
HK,2010,1,    PetroChina Co Ltd,857,3415.89,2302.466,,6683.836,70.01,3.28,,,0,,0,,,,,
HK,2009,4,    PetroChina Co Ltd,857,,,,,,,,,,,,22769.5508,2145.7134,,2168.709994,
HK,2009,3,    PetroChina Co Ltd,857,3260.274,2339.726,,5454.247,,,,,,,,,,,,
HK,2009,2,    PetroChina Co Ltd,857,,,,,,,,,0,,0,1736.4253,836.2247,,1432.064064,
HK,2009,1,    PetroChina Co Ltd,857,3210.231667,2254.25,,5735.89,,,,,,,,,,,,
HK,2008,4,    PetroChina Co Ltd,857,,,,,,,,,0,,0,864.1125,2262.3984,,1461.870925,
HK,2008,3,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2008,2,    PetroChina Co Ltd,857,3288.889,2475.556,,4875.556,,,,,0,,0,1960.8129,1957.7492,,2036.094131,
HK,2008,1,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2007,4,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2007,3,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2007,2,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2007,1,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2006,4,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2006,3,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2006,2,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2006,1,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2005,4,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2005,3,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2005,2,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2005,1,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2004,4,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
HK,2004,3,    PetroChina Co Ltd,857,,,,,,,,,,,,,,,,
BZ,2019,2,    Petroleo Brasileiro SA,PETR4,2553,2052,,2900,64.79,,,,3776.37516,91.2861,3685.0891,4702.0161,5961.2425,15130.7999,49694.8436,75488.9022
BZ,2019,1,    Petroleo Brasileiro SA,PETR4,2460,1971,,2715,,,,,3872.1255,184.0695,3688.056,2374.445612,9239.3673,16861.5889,50253.8006,78729.2025
BZ,2018,4,    Petroleo Brasileiro SA,PETR4,2659,2115,,3264,,,,,3287.3706,,2934.6451,3659.711489,10938.8799,22279.8048,47219.9897,
BZ,2018,3,    Petroleo Brasileiro SA,PETR4,2514,2014,,3000,,,,,99.4654,,99.4654,1976.12831,7962.4518,19302.4991,58300.38543,87541.4646
BZ,2018,2,    Petroleo Brasileiro SA,PETR4,2659,2101,,3222,,,,,103.5357,,103.5357,3951.441735,9012.269,21441.2176,58242.22188,91336.6465
BZ,2018,1,    Petroleo Brasileiro SA,PETR4,2680,2125,,3204,,,,,121.0874,,121.0874,3722.365039,11057.0927,26775.4435,61376.07742,102992.0688
BZ,2017,4,    Petroleo Brasileiro SA,PETR4,2740.293478,2180.163043,,3286.945652,,,,,120.9848,,120.9848,6992.331381,16126.9736,30779.1422,55094.19721,109105.3173
BZ,2017,3,    Petroleo Brasileiro SA,PETR4,2749,2175,,13182,,,,,126.4382,,126.4382,2821.785308,19124.7313,24415.5393,66997.40802,113359.4639
BZ,2017,2,    Petroleo Brasileiro SA,PETR4,2776,2202,,3306,,,,,120.9738,,120.9738,4220.777257,25901.4063,31147.7393,52383.78951,113653.7124
BZ,2017,1,    Petroleo Brasileiro SA,PETR4,2805,2224,,3342,,,,,127.8364,,127.8364,8173.218281,29814.9569,33122.0837,45209.01246,116319.2713
BZ,2016,4,    Petroleo Brasileiro SA,PETR4,2790,2199,,3396,,,,,123.0731,,123.0731,9769.556935,32204.8552,35187.5327,41221.96276,
BZ,2016,3,    Petroleo Brasileiro SA,PETR4,2869,2271,,3432,,,,,,,,5134.83527,21457.7619,37629.673,58375.81286,122598.083
BZ,2016,2,    Petroleo Brasileiro SA,PETR4,2804,2196,,3486,,,,,,,,6797.073691,22344.1866,40102.672,55521.99441,124765.9267
BZ,2016,1,    Petroleo Brasileiro SA,PETR4,2616,2042,,3120,28.88,,,,,,,13153.65621,28429.766,37245.9173,47388.74235,126218.0818
BZ,2015,4,    Petroleo Brasileiro SA,PETR4,2787,2197,,3360,,,,,,,,14475.10604,27137.6198,37647.8471,45213.34074,
BZ,2015,3,    Petroleo Brasileiro SA,PETR4,2771,2205,,3396,,,,,,,,4398.645404,24022.3407,38641.1079,60912.33036,127974.4244
BZ,2015,2,    Petroleo Brasileiro SA,PETR4,2734,2182,,3312,,,,,,,,7285.718884,23883.6139,41877.4341,60635.03814,133681.805
BZ,2015,1,    Petroleo Brasileiro SA,PETR4,2803,2218,,3846,,,,,,,,9355.624239,23687.9898,40540.7262,51429.86482,125014.205
BZ,2014,4,    Petroleo Brasileiro SA,PETR4,2799,2225,,3046.23,,,,,,,,11909.85341,24602.1075,42114.2879,53905.47076,132509.3477
BZ,2014,3,    Petroleo Brasileiro SA,PETR4,2746,2176,,3222,,,,,,,,5417.311924,20707.0666,30486.9998,78485.61415,135096.9924
BZ,2014,2,    Petroleo Brasileiro SA,PETR4,2569,2063,,3036,,,,,,,,7647.431546,19863.3175,30888.8889,80770.31002,139169.948
BZ,2014,1,    Petroleo Brasileiro SA,PETR4,2803,2218,,3846,,,,,,,,7463.354147,20007.0856,30778.9735,78120.98667,136370.3999
BZ,2013,4,    Petroleo Brasileiro SA,PETR4,2534,2033,,2631.09,,,,,,,,7934.304098,19804.2788,24540.9871,61035.38774,113370.4724
BZ,2013,3,    Petroleo Brasileiro SA,PETR4,2522,2006,,2892,,,,,,,,,8830.1887,19461.3657,76153.18958,104444.7439
BZ,2013,2,    Petroleo Brasileiro SA,PETR4,2555,2070,,2874,,,,,,,,,9323.3692,19377.8418,75133.93058,103835.1416
BZ,2013,1,    Petroleo Brasileiro SA,PETR4,2552,2053,,2958,,,,,,,,,10792.6194,23219.5824,56186.33172,90368.5333
BZ,2012,4,    Petroleo Brasileiro SA,PETR4,2548.166667,2113,,2611,,,,,,,,7460.580913,11298.9237,23047.9452,53997.07103,95939.8239
BZ,2012,3,    Petroleo Brasileiro SA,PETR4,2523,2046,,2826,,,,,,,,,5654.2978,20507.747,58230.04046,84392.0853
BZ,2012,2,    Petroleo Brasileiro SA,PETR4,2579,2113,,2754,,,,,,,,,6333.5157,19764.6883,54180.88652,80279.0906
