exchange,year,fqtr,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT
US,2019,2,    Anadarko Petroleum Corp,APC,743.5,434,115,1167,,,62.45,1.93,5000,1862,3100,,,,,19433
US,2019,1,    Anadarko Petroleum Corp,APC,714.8333333,412,111,1151,,,56.51,3.09,5000,640,0,,,,,17674
US,2018,4,    Anadarko Petroleum Corp,APC,701.3333333,407,108,1118,,,59.86,3.14,2000,28,220,928,1177,890,14666,17661
US,2018,3,    Anadarko Petroleum Corp,APC,681.5,397,106,1071,,,70.37,2.35,6820,278,6502,,,,,16467
US,2018,2,    Anadarko Petroleum Corp,APC,636.8333333,364,100,1037,,,68.43,2.15,6760,278,6502,,,,,16064
US,2018,1,    Anadarko Petroleum Corp,APC,,,,,,,,,6500,28,0,,,,,16174
US,2017,4,    Anadarko Petroleum Corp,APC,637.3333333,367,93,1064,,,56.32,2.63,1500,28,222,481,1298,1970,13283,17032
US,2017,3,    Anadarko Petroleum Corp,APC,626,353,92,1086,,,48.31,2.69,2700,28,945,,,,,16921
US,2017,2,    Anadarko Petroleum Corp,APC,631.3333333,331,94,1238,,,47.19,2.84,6450,528,6257,,,,,15237
US,2017,1,    Anadarko Petroleum Corp,APC,794.8333333,367,118,1859,,,50.34,3,6450,528,6417,,,,,15083
US,2016,4,    Anadarko Petroleum Corp,APC,773.5,336,124,1881,,,47.01,2.56,6200,5,6190,34,1409,1300,13963,16706
US,2016,3,    Anadarko Petroleum Corp,APC,782.6086957,317,129,2003,,,42.49,2.36,6200,20,6175,,,,,18573
US,2016,2,    Anadarko Petroleum Corp,APC,791.6666667,296,131,2188,,,41.77,1.61,6450,568,5877,,,,,15653
US,2016,1,    Anadarko Petroleum Corp,APC,826.8333333,315,128,2303,,,29.65,1.75,6450,658,5787,,,,,18731
US,2015,4,    Anadarko Petroleum Corp,APC,778.6666667,316,118,2068,,,39.71,2.08,6200,550,5644,2033,2516,1200,,33043
US,2015,3,    Anadarko Petroleum Corp,APC,787,301,122,2186,,,44.45,2.41,6200,727,5460,,,,,33401
US,2015,2,    Anadarko Petroleum Corp,APC,846,318,136,2354,,,55.78,2.28,6200,862,5325,,,,,16037
US,2015,1,    Anadarko Petroleum Corp,APC,934.3333333,335,143,2738,,,47.12,2.6,6200,1120,5067,,,,,35294
US,2014,4,    Anadarko Petroleum Corp,APC,853.8333333,300,129,2549,,,71.67,3.46,6200,523,5677,0,3750,1874,,31758
US,2014,3,    Anadarko Petroleum Corp,APC,849,303,130,2494,,,94.56,3.62,6200,183,6004,,,,,29448
US,2014,2,    Anadarko Petroleum Corp,APC,848,291,120,2620,,,102.04,4.16,6200,123,6064,,,,,15037
US,2014,1,    Anadarko Petroleum Corp,APC,819,270,99,2697,,,99.37,5.01,6200,,6200,,,,,15202
US,2013,4,    Anadarko Petroleum Corp,APC,805.5,265,100,2643,,,99.2,3.46,5800,,5800,775,1750,2364,,26622
US,2013,3,    Anadarko Petroleum Corp,APC,775,245,92,2629,,,106.05,3.33,5800,113,5687,,,,,15302
US,2013,2,    Anadarko Petroleum Corp,APC,750,226,83,2647,,,97.21,3.88,5800,263,5537,,,,,15202
US,2013,1,    Anadarko Petroleum Corp,APC,793,257,88,2689,,,102.97,3.33,5800,398,5402,,,,,15337
US,2012,4,    Anadarko Petroleum Corp,APC,741.1666667,234,87,2521,,,97.74,3.28,5800,,5800,0,775,3750,10427,14952
US,2012,3,    Anadarko Petroleum Corp,APC,739,234,88,2502,,,99.93,2.67,5800,1000,4800,,,,,14141
US,2012,2,    Anadarko Petroleum Corp,APC,742,241,77,2544,,,101.22,2.15,5800,1850,4000,,,,,14832
US,2012,1,    Anadarko Petroleum Corp,APC,703.6666667,221,80,2416,,,111.07,2.6,5000,2900,2100,,,,,15386
US,2011,4,    Anadarko Petroleum Corp,APC,683,220,75,2328,,,104.82,3.43,5800,400,5400,170,775,4250,11757,15230
US,2011,3,    Anadarko Petroleum Corp,APC,659.5,207,74,2271,,,99.92,4.02,5800,400,5400,,,,,
US,2011,2,    Anadarko Petroleum Corp,APC,684.6666667,225,72,2326,,,108.99,4.11,5800,361,5439,,,,,
US,2011,1,    Anadarko Petroleum Corp,APC,690,212,76,2412,,,94.58,3.93,5800,834,4966,,,,,14707
US,2010,4,    Anadarko Petroleum Corp,APC,607.5,194,57,2139,,,81.64,3.7,5450,426,5024,285,469,775,13007,14536
US,2010,3,    Anadarko Petroleum Corp,APC,629.3333333,192,65,2234,,,73.67,3.94,5450,719,4731,,,,,15229
US,2010,2,    Anadarko Petroleum Corp,APC,651,198,66,2322,,,74.49,3.79,1650,306,1344,,,,,14008
US,2010,1,    Anadarko Petroleum Corp,APC,685.8333333,222,65,2393,,,46.64,5.02,1650,210,1440,,,,,14480
US,2009,4,    Anadarko Petroleum Corp,APC,583,190,47,2076,,,71.55,4.06,1650,,1650,0,3476,775,10257,29016
US,2009,3,    Anadarko Petroleum Corp,APC,616.3333333,205,54,2144,66.37,2.26,64.6,3.11,1300,,1300,,,,,14548
US,2009,2,    Anadarko Petroleum Corp,APC,617,182,46,2334,45.84,3.07,55.44,3.12,1300,,1300,,,,,14648
US,2009,1,    Anadarko Petroleum Corp,APC,599.8333333,174,40,2315,40.06,3.26,40.68,4.18,1300,,1300,,,,,14768
US,2008,4,    Anadarko Petroleum Corp,APC,569.1666667,165,38,2197,105.06,5.76,51.79,5.38,1300,,1300,1472,1625,1991,9032,14120
US,2008,3,    Anadarko Petroleum Corp,APC,552.3333333,182,38,1994,192.85,13.06,114.34,8.36,1300,,1300,,,,,14487
US,2008,2,    Anadarko Petroleum Corp,APC,547.5,195,41,1869,19.32,8.79,119.81,9.88,1300,,1300,,,,,14831
US,2008,1,    Anadarko Petroleum Corp,APC,585.1666667,190,39,2137,78.21,6.17,93.01,7.58,1300,,1300,,,,,27939
US,2007,4,    Anadarko Petroleum Corp,APC,575.5,203,37,2013,66.58,5.46,87.81,5.46,750,,750,1396,2052,1877,9032,16558
US,2007,3,    Anadarko Petroleum Corp,APC,509.8333333,198,39,1637,,,72.63,4.7,,,,,,,,16507
US,2007,2,    Anadarko Petroleum Corp,APC,573.6666667,227,47,1798,,,60.69,6.14,,,,,,,,18707
US,2007,1,    Anadarko Petroleum Corp,APC,652.3333333,236,49,2204,50.35,5.42,54.18,6.24,750,,750,,,,,23108
US,2006,4,    Anadarko Petroleum Corp,APC,593.6,244,51,1791.5,57.89,6.2,53.94,6.2,750,,717,11475,2449,1625,9284,
US,2006,3,    Anadarko Petroleum Corp,APC,530.1666667,203,45,1693,80.34,9.93,64.58,6.03,750,,750,,,,,27811
US,2006,2,    Anadarko Petroleum Corp,APC,391.8333333,172,38,1091,,,64.17,6.2,,,,,,,,3742
US,2006,1,    Anadarko Petroleum Corp,APC,364.8333333,152,31,1091,58.44,7.58,58.61,7.48,750,,750,,,,,3766
US,2005,4,    Anadarko Petroleum Corp,APC,374.7,157,32,1114,52.2,10.23,54.05,9.83,750,,750,123,547,52,3074,
US,2005,3,    Anadarko Petroleum Corp,APC,402.6666667,154,33,1294,50.88,6.94,57.58,7.58,750,,750,,,,,3796
US,2005,2,    Anadarko Petroleum Corp,APC,428,149,40,1434,46.55,6.25,48.28,6.07,750,,750,,,,,3796
US,2005,1,    Anadarko Petroleum Corp,APC,455.3333333,177,36,1454,42.04,5.65,45.08,6.01,750,,750,,,,,3966
US,2004,4,    Anadarko Petroleum Corp,APC,497,177,46,1641,35.55,5.63,36.45,5.24,750,,749,170,265,457,3074,
US,2004,3,    Anadarko Petroleum Corp,APC,534.17,186,46,1813,34.42,4.93,40.32,5.26,750,,750,,,,,4615
US,2019,2,    Antero Resources Corp,AR,537.7743333,10.331,146.11,2288,53.49,2.86,52.19,2.66,2500,175,2325,,,,,3602.379
US,2019,1,    Antero Resources Corp,AR,516.504,11.305,136.699,2211,47.23,3.79,47.23,3.3,2500,50,2450,,,,,3475.95
US,2018,4,    Antero Resources Corp,AR,535.4103333,12.229,149.848,2240,50.92,3.73,51.83,3.83,4500,1395,2420,,,,,5461.688
US,2018,3,    Antero Resources Corp,AR,453.0186667,10.632,118.72,1942,54,3.51,61.06,2.95,4000,1422,1886,,,,,5487.004
US,2018,2,    Antero Resources Corp,AR,419.9143333,6.94,106.641,1838,52.11,3.5,61.55,2.83,4000,1225,1400,,,,,5288.344
US,2018,1,    Antero Resources Corp,AR,395.3925926,5.888888889,96.91111111,1755.555556,51.12,3.85,57.14,3.14,4000,815,2493,,,,,4876.706
US,2017,4,    Antero Resources Corp,AR,391.8550725,6.206521739,101.2282609,1706.521739,49.06,3.67,49.37,2.8,4000,740,2555,,,,,4800.09
US,2017,3,    Antero Resources Corp,AR,,,,,,,,,4000,452,2848,,,,,4510.521
US,2017,2,    Antero Resources Corp,AR,366.6003333,6.738,96.029,1583,46.12,3.53,43.24,3.15,4000,305,4000,,,,,5291.973
US,2017,1,    Antero Resources Corp,AR,356.5296296,7.144444444,91.97777778,1544.444444,43.17,3.89,41.96,3.35,5500,720,4000,,,,,4775.302
US,2016,4,    Antero Resources Corp,AR,331.4130435,5.434782609,81.41304348,1467.391304,39.18,4.43,39.18,3.05,5400,650,4000,,,,,4703.973
US,2016,3,    Antero Resources Corp,AR,313.3405797,4.597826087,76.85869565,1391.304348,34.93,4.3,34.93,2.86,5500,775,3016,,,,,4759.904
US,2016,2,    Antero Resources Corp,AR,292.992674,5.241758242,69.8021978,1307.692308,35.08,4.31,35.08,1.93,5500,900,2892,,,,,4244.014
US,2016,1,    Antero Resources Corp,AR,293.7802198,5.186813187,63.31868132,1351.648352,21.56,4.54,21.56,2.08,5500,680,3118,,,,,4702.809
US,2015,4,    Antero Resources Corp,AR,248.6014493,5.75,49.01086957,1163.043478,40.85,4.4,28.59,2.13,5500,707,3091,,,,,4708.513
US,2015,3,    Antero Resources Corp,AR,251.5253623,7.173913043,45.07608696,1195.652174,38.18,3.99,30.49,2.32,5500,500,2965,,,,,4406.777
US,2015,2,    Antero Resources Corp,AR,247.3772894,5.747252747,40.16483517,1208.791209,47.33,3.86,44.06,2.2,5000,1120,2405,,,,,4500.038
US,2015,1,    Antero Resources Corp,AR,247.4851852,4.066666667,36.01111111,1244.444444,45.08,4.37,34.03,2.81,5000,316,3900,,,,,4172.295
US,2014,4,    Antero Resources Corp,AR,211.6050725,3.27173913,27.17391304,1086.956522,78.24,4.39,59.85,3.66,4000,1730,1883,,,,,4362.55
US,2014,3,    Antero Resources Corp,AR,180.01,3.78,21.23,930,82.47,4.31,84.17,3.63,3500,1505,1163,,,,,4137.866
US,2014,2,    Antero Resources Corp,AR,150.0893333,4.334,16.122,777.8,87.31,4.52,91.2,4.49,3500,1240,1523,,,,,3370.636
US,2014,1,    Antero Resources Corp,AR,131.1553333,3.011,13.311,689,90.78,5.02,88.87,5.05,2500,745,1182,,,,,2078.999
US,2013,4,    Antero Resources Corp,AR,,,,,,,,,2500,,1680,,,,,
US,2013,3,    Antero Resources Corp,AR,94.53666667,0.95,6.92,520,94.71,4.81,97.1,3.82,2500,1500,468,,,,,2995.455
US,2013,2,    Antero Resources Corp,AR,75.82666667,0.27,3.89,430,80.7,4.74,85.07,4.37,2500,960,758,,,,,2443.217
US,2013,1,    Antero Resources Corp,AR,64.05666667,0.11,2.28,370,75.41,5.13,86.12,3.67,2500,404,,,,,,1887.53
US,2012,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2012,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2012,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2012,1,    Antero Resources Corp,AR,30.01,0.01,,180,102.13,5.7,102.13,2.8,,,,,,,,
US,2011,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2011,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2011,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2011,1,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2010,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2010,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2010,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2010,1,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2009,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2009,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2009,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2009,1,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2008,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2008,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2008,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2008,1,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2007,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2007,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2007,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2007,1,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2006,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2006,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2006,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2006,1,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2005,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2005,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2005,2,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2005,1,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2004,4,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2004,3,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,
US,2019,2,    Apache Corp,APA,455.023,236.826,64.545,921.911,63.71,1.41,,,5000,0,3996,,,,,8332
US,2019,1,    Apache Corp,APA,502.877,254.922,61.837,1116.707,57.7,2.34,,,5000,0,3837,,,,,8433
US,2018,4,    Apache Corp,APA,482.298,249.27,61.479,1029.293,58.37,2.57,,,4000,0,3857,150,393,1090,6666,8204
US,2018,3,    Apache Corp,APA,476.255,243.436,62,1024.918,69.12,2.56,,,3500,,3500,,,,,8203
US,2018,2,    Apache Corp,APA,464.109,247.498,61.267,932.065,69.35,2.5,,,3500,,3500,,,,,8337
US,2018,1,    Apache Corp,APA,440.336,241.365,53.389,873.484,64.27,2.77,,,5000,0,3819,,,,,8336
US,2017,4,    Apache Corp,APA,440.201,242.58,52.462,870.956,58.36,2.9,,,3500,,3500,550,150,1307,6573,8484
US,2017,3,    Apache Corp,APA,448.235,238.018,53.467,940.493,49.34,2.75,,,3500,,3500,,,,,8483
US,2017,2,    Apache Corp,APA,460.293,242.761,53.015,987.104,46.89,2.6,,,3500,,3500,,,,,8479
US,2017,1,    Apache Corp,APA,481.11,253.885,54.947,1033.663,51.2,2.74,,,3500,0,3500,,,,,8477
US,2016,4,    Apache Corp,APA,420.846,214.051,57.023,898.624,47.39,2.85,,,3500,,3500,2016,700,493,7457,8544
US,2016,3,    Apache Corp,APA,520.115,217.55,64.665,934.816,44.35,2.59,,,3500,,3500,,,,,8722
US,2016,2,    Apache Corp,APA,477.111,249.648,62.92,987.258,43.14,2.04,,,3500,,3500,,,,,8720
US,2016,1,    Apache Corp,APA,541.208,285.543,64.9,1144.592,31.62,2.14,,,3500,0,3500,,,,,8719
US,2015,4,    Apache Corp,APA,493.071,253.714,67.218,1032.834,38.86,2.66,,,3500,,3500,0,551,150,8130,8778
US,2015,3,    Apache Corp,APA,553.988,260.039,63.596,1070.435,46.3,2.89,,,3500,,3500,,,,,8777
US,2015,2,    Apache Corp,APA,579.397,271.647,62.454,1105.448,58.06,2.74,,,3500,,3500,,,,,
US,2015,1,    Apache Corp,APA,541.81,318.089,54.991,1368.499,47.87,2.93,,,5300,2577,2700,,,,,
US,2014,4,    Apache Corp,APA,606.718,313.948,72.008,1324.574,70.81,3.83,,,5300,,3700,0,901,2270,8130,11245
US,2014,3,    Apache Corp,APA,581.224,294.031,69.113,1308.476,94.38,3.75,,,3300,1200,2100,,,,,10922
US,2014,2,    Apache Corp,APA,586.181,313.187,64.797,1546.978,103.53,4.18,,,3300,,3300,,,,,
US,2014,1,    Apache Corp,APA,639.804,309.55,62.151,1608.617,101.03,4.46,,,3300,,3300,,,,,
US,2013,4,    Apache Corp,APA,645.182,305.522,62.098,1665.371,100.59,3.71,,,3300,,3300,53,1,1450,8280,9725
US,2013,3,    Apache Corp,APA,742.065,348.205,65.619,1969.441,108.27,3.56,,,3300,,3300,,,,,
US,2013,2,    Apache Corp,APA,747.452,349.35,64.905,1999.182,98.47,3.97,,,3300,,1900,,,,,
US,2013,1,    Apache Corp,APA,738.324,346.217,57.456,2007.905,102.42,3.77,,,3300,,2700,,,,,
US,2012,4,    Apache Corp,APA,800.005,372.084,53.773,2244.885,98.93,4.14,,,3300,500,2800,991,350,1390,9680,12411
US,2012,3,    Apache Corp,APA,770.783,340.994,49.588,2281.208,102.62,3.76,,,3300,1800,1500,,,,,
US,2012,2,    Apache Corp,APA,774.486,347.953,40.533,2315.997,97.66,3.51,,,3300,,2900,,,,,
US,2012,1,    Apache Corp,APA,769.296,346.976,33.589,2332.383,111.22,3.82,,,3300,,2600,,,,,
US,2011,4,    Apache Corp,APA,759.327,348.653,33.586,2262.525,102.71,4.18,,,3300,,3300,431,900,351,5580,7262
US,2011,3,    Apache Corp,APA,752.496,343.368,31.057,2268.427,101.71,4.44,,,3300,,3300,,,,,
US,2011,2,    Apache Corp,APA,748.519,338.892,30.791,2273.023,106.31,4.54,,,3300,,2700,,,,,
US,2011,1,    Apache Corp,APA,731.9053333,328.608,29.08,2245.304,97.83,4.32,,,3300,,2400,,,,,
US,2010,4,    Apache Corp,APA,728.657,334.316,28.947,2192.356,82.81,4.06,,,3300,900,2400,46,2213,350,5581,8190
US,2010,3,    Apache Corp,APA,667.46,336.795,21.68,1853.909,74.14,4.01,,,3300,,3300,,,,,
US,2010,2,    Apache Corp,APA,646.8645,331.28,16.992,1791.555,74.89,4.01,,,2300,,2300,,,,,
US,2010,1,    Apache Corp,APA,585.8773333,288.689,11.868,1711.922,74.55,4.6,,,2300,,2300,,,,,
US,2009,4,    Apache Corp,APA,589.8005,279.951,12.564,1783.713,72.63,4,,,2300,,2300,117,580,960,3431,5088
US,2009,3,    Apache Corp,APA,607.118,285.521,12.476,1854.726,64.89,3.46,,,2300,,2300,,,,,
US,2009,2,    Apache Corp,APA,587.3991667,281.836,10.626,1769.623,58.15,3.48,,,2300,,2300,,,,,
US,2009,1,    Apache Corp,APA,548.2788333,267.387,10.16,1624.391,42.49,3.84,,,2300,,2300,,,,,
US,2008,4,    Apache Corp,APA,518.1616667,252.478,9.131,1539.316,50.69,4.76,,,2300,,2300,112.598,0,1381,3413.058,4944
US,2008,3,    Apache Corp,APA,510.6716667,242.41,10.489,1546.636,101.04,7.43,,,2300,,2300,,,,,
US,2008,2,    Apache Corp,APA,551.6001667,259.685,12.004,1679.467,110.32,8.09,,,2300,,2300,,,,,
US,2008,1,    Apache Corp,APA,557.6311667,260.993,12.195,1706.659,89.25,6.42,,,2200,,2200,,,,,
US,2007,4,    Apache Corp,APA,574.6455,261.671,13.114,1799.163,83,5.65,,,2250,,2100,215,100,399,3513,4246
US,2007,3,    Apache Corp,APA,561.4116667,251.152,12.813,1784.68,70.43,4.99,,,2250,,1700,,,,,
US,2007,2,    Apache Corp,APA,572.1773333,252.548,12.989,1839.842,64.12,5.51,,,2250,,1500,,,,,
US,2007,1,    Apache Corp,APA,536.2963333,230.664,12.062,1761.422,55.87,5.22,,,2250,,1000,,,,,
US,2006,4,    Apache Corp,APA,532.9738333,233.596,12.596,1720.691,54.51,4.77,,,2185,,690,1802.094,100.162,0,1919.669,3821.925
US,2006,3,    Apache Corp,APA,513.0063333,216.468,12.083,1706.732,63.66,4.83,,,2185,,839,,,,,
US,2006,2,    Apache Corp,APA,500.8878333,227.73,12.392,1564.595,64.35,4.97,,,2185,,970,,,,,
US,2006,1,    Apache Corp,APA,456.6863333,220.46,9.731,1358.972,57.41,6.37,,,1500,,1300,,,,,
US,2005,4,    Apache Corp,APA,432.9025,220.085,7.033,1234.707,53.63,7.86,,,1500,,1500,0.274,173.031,99.733,1919.19,
US,2005,3,    Apache Corp,APA,453.8446667,233.692,9.329,1264.942,58.66,6.54,,,1500,,1500,,,,,
US,2005,2,    Apache Corp,APA,469.8871,242.189,11.321,1296.643,48.55,5.71,,,1500,,1200,,,,,
US,2005,1,    Apache Corp,APA,461.9423333,240.543,11.523,1259.258,46.05,5.3,,,1500,,1160,,,,,
US,2004,4,    Apache Corp,APA,460.807,242.835,10.784,1243.133,39.42,5.26,,,1500,,1100,0,172.804,496.845,1918.741,
US,2004,3,    Apache Corp,APA,458.412,241.072,11.728,1233.672,38.04,4.77,,,,,,,,,,
US,2019,2,    Approach Resources Inc,AREX,,,,,,,,,,,7.2,,,,,
US,2019,1,    Approach Resources Inc,AREX,10.1,2.444444444,3.6,24.13333333,,,51.64,1.25,1000,,0,,,,,405.755
US,2018,4,    Approach Resources Inc,AREX,10.5,2.72826087,3.673913043,24.34782609,,,55.23,0.79,1000,301.5,23.175,5.967,307.467,88.223,0,384.993
US,2018,3,    Approach Resources Inc,AREX,11.3,2.923913043,4.097826087,25.95652174,,,67.28,1.59,1000,295.5,29.175,,,,,
US,2018,2,    Approach Resources Inc,AREX,11.6,3.054945055,4.142857143,26.41758242,,,65.09,1.4,1000,297.5,27.175,,,,,
US,2018,1,    Approach Resources Inc,AREX,11.3,3.022222222,3.911111111,26.4,,,60.04,2.15,1000,292,32.675,,,,,374.709
US,2017,4,    Approach Resources Inc,AREX,11.6,2.934782609,4.097826087,27.15217391,,,52.09,2.32,1000,291,33.675,5.967,302.934,88.223,0,373.46
US,2017,3,    Approach Resources Inc,AREX,11.5,3.02173913,4.065217391,26.68478261,,,44.91,2.46,1000,292,32.675,,,,,
US,2017,2,    Approach Resources Inc,AREX,11.9,3.087912088,4.208791209,27.46153846,,,44.5,2.58,1000,287,38.325,,,,,
US,2017,1,    Approach Resources Inc,AREX,11.4,3.088888889,3.911111111,26.41111111,,,49.17,2.78,1000,275,49.675,,,,,
US,2016,4,    Approach Resources Inc,AREX,12.02173913,3.304347826,4.130434783,27.5,,,46.02,2.65,1000,273,52.575,0,0,273,230.32,498.349
US,2016,3,    Approach Resources Inc,AREX,12.1,3.239130435,4.282608696,27.7826087,,,40.53,2.52,1000,275,49.675,,,,,
US,2016,2,    Approach Resources Inc,AREX,12.6,3.461538462,4.307692308,29.05494505,,,39.84,1.66,1000,275,49.675,,,,,
US,2016,1,    Approach Resources Inc,AREX,12.8,3.923076923,3.978021978,29.37362637,,,27.1,1.76,1000,272,177.675,,,,,
US,2015,4,    Approach Resources Inc,AREX,14.5,4.347826087,4.652173913,32.72826087,,,37.6,2.02,1000,273,176.675,0,0,273,230.32,496.587
US,2015,3,    Approach Resources Inc,AREX,16.6,5.326086957,5.304347826,35.70652174,,,41.27,2.56,1000,278,172,,,,,
US,2015,2,    Approach Resources Inc,AREX,15.3,5.48,4.48,31.84,,,51.31,2.55,1000,257,268,,,,,
US,2015,1,    Approach Resources Inc,AREX,14.3,5.477777778,4.111111111,28.21111111,,,43.17,2.7,1000,210,389.7,,,,,
US,2014,4,    Approach Resources Inc,AREX,15.1,5.891304348,4.391304348,28.86956522,,,68.17,3.61,1000,150,449.675,,,,,391.311
US,2014,3,    Approach Resources Inc,AREX,14.2,5.57,4.3,26.86,,,93.14,3.8,1000,89.5,360.5,,,,,
US,2014,2,    Approach Resources Inc,AREX,14.1,5.77,4.07,25.8,,,98.28,4.38,1000,46,404,,,,,
US,2014,1,    Approach Resources Inc,AREX,11.9,5,3.278,21.489,,,92.77,5.11,500,0,349.7,,,,,
US,2013,4,    Approach Resources Inc,AREX,11.3,5.163,2.913,19.391,,,91.34,3.77,500,0,350,0,,,250,250
US,2013,3,    Approach Resources Inc,AREX,8.8,3.41,2.63,16.72,,,101.02,3.42,500,,315,,,,,
US,2013,2,    Approach Resources Inc,AREX,9,3.78,2.49,16.23,,,88.25,3.84,500,,315,,,,,
US,2013,1,    Approach Resources Inc,AREX,8.4,3.44,2.38,15.31,,,82.01,3.32,300,152.3,127.7,,,,,
US,2012,4,    Approach Resources Inc,AREX,8.5,3.25,2.52,16.54,,,78.27,3.22,300,106,174,,106,,,106
US,2012,3,    Approach Resources Inc,AREX,8.1,2.72,2.54,17.17,,,86.38,2.73,300,47.95,252.05,,,,,
US,2012,2,    Approach Resources Inc,AREX,7.7,2.53,2.46,16.43,,,83.21,2.19,300,145.75,154.25,,,,,
US,2012,1,    Approach Resources Inc,AREX,7.183333333,2.1,2.35,16.4,,,94.39,2.35,300,85.75,214.25,,,,,
US,2011,4,    Approach Resources Inc,AREX,7.1,1.86,2.45,16.48,,,85.56,3.19,300,44.15,255.85,,43.8,,,43.8
US,2011,3,    Approach Resources Inc,AREX,6.7,1.27,2.53,17.05,,,81.51,3.99,200,122.35,77.65,,,,,
US,2011,2,    Approach Resources Inc,AREX,6.675,1.14,2.59,17.67,,,97.89,4.16,200,93.95,106.05,,,,,
US,2011,1,    Approach Resources Inc,AREX,5.221666667,0.97,1.16,18.55,,,90.67,4.3,200,77.05,122.95,,,,,
US,2010,4,    Approach Resources Inc,AREX,4.728333333,0.8,0.95,17.87,,,80.91,3.9,150,67,83,,,,,
US,2010,3,    Approach Resources Inc,AREX,4.545,0.77,0.76,18.09,,,72.19,4.34,200,51.45,148.55,,,,,
US,2010,2,    Approach Resources Inc,AREX,4.083333333,0.59,0.64,17.12,,,73.26,4.41,200,42.55,157.45,,,,,
US,2010,1,    Approach Resources Inc,AREX,3.666666667,0.52,0.51,15.82,,,75.42,5.39,200,37.55,162.45,,,,,
US,2009,4,    Approach Resources Inc,AREX,3.611666667,0.55,0.49,15.43,,,53.33,3.59,200,32.3,167.7,1.034,32.922,,,33.956
US,2009,3,    Approach Resources Inc,AREX,3.626666667,0.42,0.48,16.36,,,63.49,3.32,200,,162.7,,,,,
US,2009,2,    Approach Resources Inc,AREX,4.172,0.626,0.571,17.85,,,55.6,3.28,100,,46.2,,,,,
US,2009,1,    Approach Resources Inc,AREX,4.687166667,0.6555,0.755,19.66,,,34.37,3.73,200,48.1,151.9,,,,,
US,2008,4,    Approach Resources Inc,AREX,4.812666667,0.598,0.293,23.53,,,58,5.04,100,43.5,56.5,,43.537,,0,43.537
US,2008,3,    Approach Resources Inc,AREX,3.76666667,0.59,0.3,17.26,,,110.61,9.1,200,23.5,176.5,,,,,
US,2008,2,    Approach Resources Inc,AREX,3.72666667,0.37,0.29,18.4,,,121.29,11.1,200,7.6,192.4,,,,,
US,2008,1,    Approach Resources Inc,AREX,3.63366667,0.352,0.23,18.31,,,97.91,8.93,200,7.7,192.3,,,,,
US,2007,4,    Approach Resources Inc,AREX,2.892833333,0.239,0.076,15.467,,,69.87,6.85,150,,150,,,,,
US,2007,3,    Approach Resources Inc,AREX,2.22666667,0.17,,12.34,,,68.1,6.34,100,3,53.3,,,,,
US,2007,2,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
