date,comnam,ticker,permno,permco,vol,shrout,mv_permco,ret1,F1ret,prc,year,month,logsize,L1ret_1,L1ret_6,L1ret_11
30apr1986,"CHEVRON CORP","CHV",14541,20440,147655,342109,13171.2,.0547945,.0545455,38.5,1986,4,9.485787,-.0068027,.0183193,.0483797
30may1986,"CHEVRON CORP","CHV",14541,20440,152464,342109,13684.36,.0545455,-.040625,40,1986,5,9.524009,.0547945,.015779,.1294019
30jun1986,"CHEVRON CORP","CHV",14541,20440,92266,342109,13128.43,-.040625,-.0586319,38.375,1986,6,9.482535,.0545455,.0787675,.1392228
31jul1986,"CHEVRON CORP","CHV",14541,20440,128357,342109,12358.69,-.0586319,.2415225,36.125,1986,7,9.422114,-.040625,.0383358,.1115293
29aug1986,"CHEVRON CORP","CHV",14541,20440,181637,342109,15138.32,.2415225,-.0056497,44.25,1986,8,9.624985,-.0586319,.0209731,.0059821
30sep1986,"CHEVRON CORP","CHV",14541,20440,163847,342109,15052.8,-.0056497,.0142045,44,1986,9,9.619319,.2415225,.2387143,.2700465
31oct1986,"CHEVRON CORP","CHV",14541,20440,142943,342109,15266.61,.0142045,.07507,44.625,1986,10,9.633424,-.0056497,.2401523,.1942806
28nov1986,"CHEVRON CORP","CHV",14541,20440,132867,342109,16207.41,.07507,-.0422164,47.375,1986,11,9.693224,.0142045,.1924295,.2198186
31dec1986,"CHEVRON CORP","CHV",14541,20440,161580,342109,15523.2,-.0422164,.1680441,45.375,1986,12,9.650091,.07507,.2156377,.3156901
30jan1987,"CHEVRON CORP","CHV",14541,20440,219068,342109,18131.78,.1680441,-.054717,53,1987,1,9.805421,-.0422164,.2136213,.3162489
27feb1987,"CHEVRON CORP","CHV",14541,20440,168556,342109,16934.39,-.054717,.1338384,49.5,1987,2,9.737102,.1680441,.5058542,.5024482
31mar1987,"CHEVRON CORP","CHV",14541,20440,181302,342109,19200.87,.1338384,.0334076,56.125,1987,3,9.862711,-.054717,.1465426,.4299664
30apr1987,"CHEVRON CORP","CHV",14541,20440,189338,342109,19842.32,.0334076,.0168103,58,1987,4,9.895573,.1338384,.3073803,.5371248
29may1987,"CHEVRON CORP","CHV",14541,20440,128367,342109,19970.61,.0168103,.0620985,58.375,1987,5,9.902018,.0334076,.3321345,.5063139
30jun1987,"CHEVRON CORP","CHV",14541,20440,129149,342109,21210.76,.0620985,-.0241935,62,1987,6,9.962264,.0168103,.259944,.5964929
31jul1987,"CHEVRON CORP","CHV",14541,20440,125141,342109,20697.59,-.0241935,-.0231405,60.5,1987,7,9.937773,.0620985,.397168,.8012431
31aug1987,"CHEVRON CORP","CHV",14541,20440,183438,342109,20013.38,-.0231405,-.0790598,58.5,1987,8,9.904156,-.0241935,.167221,.4157332
30sep1987,"CHEVRON CORP","CHV",14541,20440,183119,342109,18431.12,-.0790598,-.1763341,53.875,1987,9,9.821796,-.0231405,.2062112,.3908303
30oct1987,"CHEVRON CORP","CHV",14541,20440,199559,342109,15181.09,-.1763341,-.1639437,44.375,1987,10,9.627806,-.0790598,-.0202763,.2629321
30nov1987,"CHEVRON CORP","CHV",14541,20440,118765,342109,12486.98,-.1639437,.0856164,36.5,1987,11,9.432442,-.1763341,-.2191222,-.0324034
31dec1987,"CHEVRON CORP","CHV",14541,20440,166096,342109,13556.07,.0856164,.1324921,39.625,1987,12,9.514589,-.1639437,-.3579355,-.1553778
29jan1988,"CHEVRON CORP","CHV",14541,20440,104655,342109,15352.14,.1324921,-.0005571,44.875,1988,1,9.63901,.0856164,-.3437183,-.2149819
29feb1988,"CHEVRON CORP","CHV",14541,20440,121132,342109,15138.32,-.0005571,.0508475,44.25,1988,2,9.624985,.1324921,-.238339,-.0595126
31mar1988,"CHEVRON CORP","CHV",14541,20440,111306,342109,15908.07,.0508475,.0349462,46.5,1988,3,9.674582,-.0005571,-.2207306,-.1709899
29apr1988,"CHEVRON CORP","CHV",14541,20440,136678,342109,16464,.0349462,.0368831,48.125,1988,4,9.708931,.0508475,-.1108073,-.1569995
31may1988,"CHEVRON CORP","CHV",14541,20440,95246,342109,16848.87,.0368831,-.0786802,49.25,1988,5,9.732038,.0349462,.1172815,-.1419636
30jun1988,"CHEVRON CORP","CHV",14541,20440,146774,342109,15523.2,-.0786802,.0688705,45.375,1988,6,9.650091,.0368831,.3856605,-.1623344
29jul1988,"CHEVRON CORP","CHV",14541,20440,92504,342109,16592.29,.0688705,-.0690722,48.5,1988,7,9.716693,-.0786802,.1759554,-.2091076
31aug1988,"CHEVRON CORP","CHV",14541,20440,89908,342109,15223.85,-.0690722,-.0196629,44.5,1988,8,9.630619,.0688705,.1098921,-.134613
30sep1988,"CHEVRON CORP","CHV",14541,20440,103981,342109,14924.5,-.0196629,.0744986,43.625,1988,9,9.61076,-.0690722,.0338054,-.1252277
31oct1988,"CHEVRON CORP","CHV",14541,20440,101571,342109,16036.36,.0744986,-.0101333,46.875,1988,10,9.682614,-.0196629,-.0355615,.0411645
30nov1988,"CHEVRON CORP","CHV",14541,20440,94262,342109,15651.49,-.0101333,0,45.75,1988,11,9.658321,.0744986,.0012963,.3381033
30dec1988,"CHEVRON CORP","CHV",14541,20440,99579,342109,15651.49,0,.1,45.75,1988,12,9.658321,-.0101333,-.0441065,.2200845
31jan1989,"CHEVRON CORP","CHV",14541,20440,146991,342109,16977.16,.1,-.02267,49.625,1989,1,9.739624,0,.0375262,.0773449
28feb1989,"CHEVRON CORP","CHV",14541,20440,91958,342109,16592.29,-.02267,.0876289,48.5,1989,2,9.716693,.1,.0677429,.1857399
31mar1989,"CHEVRON CORP","CHV",14541,20440,162616,342109,18046.25,.0876289,.028436,52.75,1989,3,9.800694,-.02267,.1209645,.1027853
28apr1989,"CHEVRON CORP","CHV",14541,20440,125362,342109,18559.41,.028436,.0313364,54.25,1989,4,9.828732,.0876289,.2436471,.1589212
31may1989,"CHEVRON CORP","CHV",14541,20440,115231,342109,18901.52,.0313364,-.0226244,55.25,1989,5,9.846997,.028436,.1903334,.1494799
30jun1989,"CHEVRON CORP","CHV",14541,20440,129081,342109,18473.89,-.0226244,.0092593,54,1989,6,9.824114,.0313364,.2402015,.2867415
31jul1989,"CHEVRON CORP","CHV",14541,20440,93747,342109,18644.94,.0092593,.0449541,54.5,1989,7,9.83333,-.0226244,.2121426,.1765969
31aug1989,"CHEVRON CORP","CHV",14541,20440,131713,342109,19243.63,.0449541,.0844444,56.25,1989,8,9.864936,.0092593,.1121511,.2755997
29sep1989,"CHEVRON CORP","CHV",14541,20440,115344,342109,20868.65,.0844444,.1303279,61,1989,9,9.946003,.0449541,.1891039,.3596785
31oct1989,"CHEVRON CORP","CHV",14541,20440,410171,342109,23348.94,.1303279,.0054945,68.25,1989,10,10.05831,.0844444,.1856224,.3722641
30nov1989,"CHEVRON CORP","CHV",14541,20440,294496,342109,23477.23,.0054945,-.0127505,68.625,1989,11,10.06379,.1303279,.3030873,.5669871
29dec1989,"CHEVRON CORP","CHV",14541,20440,214231,342109,23177.88,-.0127505,-.0129151,67.75,1989,12,10.05095,.0054945,.2704363,.575597
31jan1990,"CHEVRON CORP","CHV",14541,20440,121664,342109,22878.54,-.0129151,.0142056,66.875,1990,1,10.03795,-.0127505,.2832709,.4140976
28feb1990,"CHEVRON CORP","CHV",14541,20440,111418,342109,22964.07,.0142056,.0055866,67.125,1990,2,10.04169,-.0129151,.2550762,.428212
30mar1990,"CHEVRON CORP","CHV",14541,20440,91983,342109,23092.36,.0055866,-.0240741,67.5,1990,3,10.04726,.0142056,.2181447,.3317968
30apr1990,"CHEVRON CORP","CHV",14541,20440,74027,342109,22536.43,-.0240741,.0732448,65.875,1990,4,10.02289,.0055866,.1295646,.3022074
31may1990,"CHEVRON CORP","CHV",14541,20440,92460,342109,23947.63,.0732448,.0053571,70,1990,5,10.08362,-.0240741,-.0247331,.2322439
29jun1990,"CHEVRON CORP","CHV",14541,20440,102174,354538,24950.61,.0053571,.1388988,70.375,1990,6,10.12465,.0732448,.0409804,.3531128
31jul1990,"CHEVRON CORP","CHV",14541,20440,135165,354538,28141.45,.1388988,-.0440945,79.375,1990,7,10.245,.0053571,.0600735,.3478812
31aug1990,"CHEVRON CORP","CHV",14541,20440,142391,354538,26900.57,-.0440945,-.0247117,75.875,1990,8,10.1999,.1388988,.2231131,.4690599
28sep1990,"CHEVRON CORP","CHV",14541,20440,85356,353539,26161.89,-.0247117,-.0793919,74,1990,9,10.17206,-.0440945,.1528042,.2949325
31oct1990,"CHEVRON CORP","CHV",14541,20440,112470,353539,24084.84,-.0793919,.0370642,68.125,1990,10,10.08934,-.0247117,.1180703,.1173152
30nov1990,"CHEVRON CORP","CHV",14541,20440,89790,353539,24703.54,.0370642,.039356,69.875,1990,11,10.1147,-.0793919,.0546954,.0229887
31dec1990,"CHEVRON CORP","CHV",14541,20440,81946,353315,25659.5,.039356,-.0172117,72.625,1990,12,10.15267,.0370642,.0191402,.0746067
31jan1991,"CHEVRON CORP","CHV",14541,20440,88453,353315,25217.86,-.0172117,.0651489,71.375,1991,1,10.13531,.039356,.0536051,.1315125
28feb1991,"CHEVRON CORP","CHV",14541,20440,117326,353315,26586.95,.0651489,.0232558,75.25,1991,2,10.18818,-.0172117,-.090814,.0964614
28mar1991,"CHEVRON CORP","CHV",14541,20440,81261,353315,27205.26,.0232558,.0155844,77,1991,3,10.21117,.0651489,.0130901,.1614062
30apr1991,"CHEVRON CORP","CHV",14541,20440,87401,353315,27337.75,.0155844,-.0452342,77.375,1991,4,10.21602,.0232558,.0629168,.2177315
31may1991,"CHEVRON CORP","CHV",14541,20440,82933,353315,26101.15,-.0452342,-.0473773,73.875,1991,5,10.16973,.0155844,.1725747,.1523085
28jun1991,"CHEVRON CORP","CHV",14541,20440,87515,350856,24691.49,-.0473773,.0248668,70.375,1991,6,10.11421,-.0452342,.0795225,.0943223
31jul1991,"CHEVRON CORP","CHV",14541,20440,82165,350856,25305.49,.0248668,.0062392,72.125,1991,7,10.13878,-.0473773,-.0105627,-.084663
30aug1991,"CHEVRON CORP","CHV",14541,20440,85417,350856,25173.92,.0062392,.0243902,71.75,1991,8,10.13356,.0248668,.0318005,-.0186284
30sep1991,"CHEVRON CORP","CHV",14541,20440,67937,350580,25767.63,.0243902,.0170068,73.5,1991,9,10.15687,.0062392,-.0252648,.0125155
31oct1991,"CHEVRON CORP","CHV",14541,20440,82848,350580,26205.86,.0170068,-.0959866,74.75,1991,10,10.17374,.0243902,-.0241842,.1266586
29nov1991,"CHEVRON CORP","CHV",14541,20440,81878,350580,23401.21,-.0959866,.0337079,66.75,1991,11,10.06054,.0170068,-.0228175,.1048683
31dec1991,"CHEVRON CORP","CHV",14541,20440,91061,349853,24139.86,.0337079,-.0778985,69,1991,12,10.09162,-.0959866,-.0747615,-.0390051
31jan1992,"CHEVRON CORP","CHV",14541,20440,126511,349853,22259.4,-.0778985,-.0184676,63.625,1992,1,10.01052,.0337079,.0039928,.0107853
28feb1992,"CHEVRON CORP","CHV",14541,20440,109128,349853,21559.69,-.0184676,.0385396,61.625,1992,2,9.97858,-.0778985,-.0966794,-.1249612
31mar1992,"CHEVRON CORP","CHV",14541,20440,94876,349853,22390.59,.0385396,.0898438,64,1992,3,10.0164,-.0184676,-.1188592,-.160641
30apr1992,"CHEVRON CORP","CHV",14541,20440,105630,349853,24402.25,.0898438,.0351254,69.75,1992,4,10.10243,.0385396,-.1066885,-.1416691
29may1992,"CHEVRON CORP","CHV",14541,20440,90714,349853,24970.76,.0351254,-.061296,71.375,1992,5,10.12546,.0898438,-.0427105,-.0202345
30jun1992,"CHEVRON CORP","CHV",14541,20440,81253,346722,23230.37,-.061296,.0652985,67,1992,6,10.05322,.0351254,.0961284,.064619
31jul1992,"CHEVRON CORP","CHV",14541,20440,82437,346722,24747.28,.0652985,.041331,71.375,1992,7,10.11647,-.061296,-.0046122,-.0248858
31aug1992,"CHEVRON CORP","CHV",14541,20440,92676,346722,25484.07,.041331,.0085034,73.5,1992,8,10.14581,.0652985,.1499658,.0323467
30sep1992,"CHEVRON CORP","CHV",14541,20440,93079,341322,25300.49,.0085034,-.0421585,74.125,1992,9,10.13858,.041331,.2200259,.0494191
30oct1992,"CHEVRON CORP","CHV",14541,20440,85288,341322,24233.86,-.0421585,-.0200704,71,1992,10,10.09551,.0085034,.1847409,.0406447
30nov1992,"CHEVRON CORP","CHV",14541,20440,92856,341322,23465.89,-.0200704,.0109091,68.75,1992,11,10.0633,-.0421585,.0412447,.1026083
31dec1992,"CHEVRON CORP","CHV",14541,20440,90493,340906,23692.97,.0109091,.0467626,69.5,1992,12,10.07293,-.0200704,-.0142775,.0452455
29jan1993,"CHEVRON CORP","CHV",14541,20440,114387,340906,24800.91,.0467626,.0704467,72.75,1993,1,10.11864,.0109091,.0615442,.1459131
26feb1993,"CHEVRON CORP","CHV",14541,20440,124496,340906,26249.76,.0704467,.0795455,77,1993,2,10.17541,.0467626,.0430736,.2220676
31mar1993,"CHEVRON CORP","CHV",14541,20440,126342,340906,28337.81,.0795455,.0360902,83.125,1993,3,10.25195,.0704467,.0722381,.2596133
30apr1993,"CHEVRON CORP","CHV",14541,20440,127357,340906,29360.53,.0360902,.0333817,86.125,1993,4,10.28741,.0795455,.1477698,.2477109
28may1993,"CHEVRON CORP","CHV",14541,20440,108041,340906,30042.34,.0333817,-.0042553,88.125,1993,5,10.31036,.0360902,.2415343,.2488738
30jun1993,"CHEVRON CORP","CHV",14541,20440,109099,325279,28543.23,-.0042553,.0071225,87.75,1993,6,10.25918,.0333817,.3092562,.3748352
30jul1993,"CHEVRON CORP","CHV",14541,20440,98614,325279,28746.53,.0071225,.0636492,88.375,1993,7,10.26627,-.0042553,.2896163,.2850715
31aug1993,"CHEVRON CORP","CHV",14541,20440,96128,325279,30291.61,.0636492,.0496644,93.125,1993,8,10.31863,.0071225,.2407796,.242856
30sep1993,"CHEVRON CORP","CHV",14541,20440,113627,325497,31817.33,.0496644,-.0076726,97.75,1993,9,10.36777,.0636492,.2329004,.3108164
29oct1993,"CHEVRON CORP","CHV",14541,20440,99787,325497,31573.21,-.0076726,-.0953608,97,1993,10,10.36006,.0496644,.1987747,.4364771
30nov1993,"CHEVRON CORP","CHV",14541,20440,241545,325497,28277.55,-.0953608,.0028777,86.875,1993,11,10.24982,-.0076726,.1481402,.454651
31dec1993,"CHEVRON CORP","CHV",14541,20440,124434,325625,28370.08,.0028777,.071736,87.125,1993,12,10.25309,-.0953608,.0051007,.3017336
31jan1994,"CHEVRON CORP","CHV",14541,20440,127272,325625,30405.23,.071736,-.0623829,93.375,1994,1,10.32237,.0028777,.0123007,.2471592
28feb1994,"CHEVRON CORP","CHV",14541,20440,111219,325625,28207.27,-.0623829,-.030303,86.625,1994,2,10.24733,.071736,.0772464,.2486612
31mar1994,"CHEVRON CORP","CHV",14541,20440,145543,325625,27352.5,-.030303,.0595238,84,1994,3,10.21656,-.0623829,-.0503968,.0844992
29apr1994,"CHEVRON CORP","CHV",14541,20440,130016,325625,28980.63,.0595238,-.0120787,89,1994,4,10.27438,-.030303,-.1227412,.0150039
31may1994,"CHEVRON CORP","CHV",14541,20440,148286,325739,28339.29,-.0120787,-.0373563,87,1994,5,10.252,.0595238,-.0633368,.0406811
30jun1994,"CHEVRON CORP","CHV",14541,20440,195309,651664,27288.43,-.0373563,.0597015,41.875,1994,6,10.21422,-.0120787,.0228936,.0325047
29jul1994,"CHEVRON CORP","CHV",14541,20440,207078,651664,28917.59,.0597015,-.0346479,44.375,1994,7,10.27221,-.0373563,-.0181434,-.0130951
31aug1994,"CHEVRON CORP","CHV",14541,20440,197154,651664,27614.26,-.0346479,-.0176991,42.375,1994,8,10.22609,.0597015,-.0291687,-.016758
30sep1994,"CHEVRON CORP","CHV",14541,20440,218548,651683,27126.3,-.0176991,.0810811,41.625,1994,9,10.20826,-.0346479,-.0004512,-.0957351
31oct1994,"CHEVRON CORP","CHV",14541,20440,222448,651683,29325.73,.0810811,-.0202778,45,1994,10,10.28622,-.0176991,.0125407,-.1048718
30nov1994,"CHEVRON CORP","CHV",14541,20440,182852,651670,28429.1,-.0202778,.0229226,43.625,1994,11,10.25517,.0810811,.033142,.0697151
30dec1994,"CHEVRON CORP","CHV",14541,20440,168748,651670,29080.77,.0229226,0,44.625,1994,12,10.27783,-.0202778,.0245676,.0450164
31jan1995,"CHEVRON CORP","CHV",14541,20440,199686,651670,29080.77,0,.077591,44.625,1995,1,10.27783,.0229226,.0887241,-.00258
28feb1995,"CHEVRON CORP","CHV",14541,20440,156944,651670,31035.78,.077591,.007874,47.625,1995,2,10.3429,0,.0273876,.0637818
31mar1995,"CHEVRON CORP","CHV",14541,20440,241985,651670,31280.16,.007874,-.0130208,48,1995,3,10.35074,.077591,.1468392,.1821443
28apr1995,"CHEVRON CORP","CHV",14541,20440,192893,651670,30872.87,-.0130208,.0467018,47.375,1995,4,10.33763,.007874,.1766959,.124517
31may1995,"CHEVRON CORP","CHV",14541,20440,207614,651751,32017.27,.0467018,-.0559796,49.125,1995,5,10.37403,-.0130208,.0742712,.1234445
30jun1995,"CHEVRON CORP","CHV",14541,20440,179479,651978,30235.48,-.0559796,.06469,46.375,1995,6,10.31677,.0467018,.1477148,.2215438
31jul1995,"CHEVRON CORP","CHV",14541,20440,184863,651978,32191.41,.06469,-.0101266,49.375,1995,7,10.37945,-.0559796,.0591868,.0881953
31aug1995,"CHEVRON CORP","CHV",14541,20440,183569,651978,31539.44,-.0101266,.0077519,48.375,1995,8,10.35899,.06469,.1277056,.2001742
29sep1995,"CHEVRON CORP","CHV",14541,20440,190434,652053,31787.58,.0077519,-.0410256,48.75,1995,9,10.36683,-.0101266,.0359086,.2094263
31oct1995,"CHEVRON CORP","CHV",14541,20440,218921,652053,30483.48,-.0410256,.0668449,46.75,1995,10,10.32494,.0077519,.0357831,.1273916
30nov1995,"CHEVRON CORP","CHV",14541,20440,201734,652234,32204.05,.0668449,.0607595,49.375,1995,11,10.37985,-.0410256,.0063935,.1035165
29dec1995,"CHEVRON CORP","CHV",14541,20440,223908,652234,34160.75,.0607595,-.0095465,52.375,1995,12,10.43883,.0668449,.0257609,.1508993
31jan1996,"CHEVRON CORP","CHV",14541,20440,277910,652234,33834.64,-.0095465,.0819277,51.875,1996,1,10.42924,.0607595,.1526082,.2208274
29feb1996,"CHEVRON CORP","CHV",14541,20440,282989,652234,36280.52,.0819277,.0089888,55.625,1996,2,10.49904,-.0095465,.0722414,.1221072
29mar1996,"CHEVRON CORP","CHV",14541,20440,259619,652234,36606.63,.0089888,.0334076,56.125,1996,3,10.50799,.0819277,.1719557,.2045542
30apr1996,"CHEVRON CORP","CHV",14541,20440,220170,652640,37853.12,.0334076,.0387931,58,1996,4,10.54147,.0089888,.173394,.2314157
31may1996,"CHEVRON CORP","CHV",14541,20440,237956,652640,38995.24,.0387931,-.0125523,59.75,1996,5,10.57119,.0334076,.26447,.2157754
28jun1996,"CHEVRON CORP","CHV",14541,20440,224280,652647,38506.17,-.0125523,-.0190678,59,1996,6,10.55857,.0387931,.2312217,.3378304
31jul1996,"CHEVRON CORP","CHV",14541,20440,218569,652647,37771.95,-.0190678,.0266091,57.875,1996,7,10.53932,-.0125523,.1461288,.2407719
30aug1996,"CHEVRON CORP","CHV",14541,20440,173623,652748,38430.54,.0266091,.0636943,58.875,1996,8,10.55661,-.0190678,.1351111,.2295645
30sep1996,"CHEVRON CORP","CHV",14541,20440,226981,652748,40878.34,.0636943,.0499002,62.625,1996,9,10.61836,.0266091,.0770732,.2525721
31oct1996,"CHEVRON CORP","CHV",14541,20440,225618,652748,42918.18,.0499002,.0272243,65.75,1996,10,10.66705,.0636943,.1354701,.3893529
29nov1996,"CHEVRON CORP","CHV",14541,20440,212040,652748,43734.12,.0272243,-.0298507,67,1996,11,10.68588,.0499002,.1535916,.3672858
31dec1996,"CHEVRON CORP","CHV",14541,20440,253475,652422,42407.43,-.0298507,.0211538,65,1996,12,10.65508,.0272243,.1407444,.32406
31jan1997,"CHEVRON CORP","CHV",14541,20440,293962,652422,43304.51,.0211538,-.020113,66.375,1997,1,10.67601,-.0298507,.1207604,.2969169
28feb1997,"CHEVRON CORP","CHV",14541,20440,240489,652422,42081.22,-.020113,.0794574,64.5,1997,2,10.64736,.0211538,.1667155,.2240667
31mar1997,"CHEVRON CORP","CHV",14541,20440,274279,652422,45424.88,.0794574,-.016158,69.625,1997,3,10.72381,-.020113,.113617,.1887616
30apr1997,"CHEVRON CORP","CHV",14541,20440,260239,653350,44754.48,-.016158,.030365,68.5,1997,4,10.70895,.0794574,.13012,.2417341
30may1997,"CHEVRON CORP","CHV",14541,20440,233996,653358,45735.06,.030365,.05625,70,1997,5,10.73062,-.016158,.0590145,.1760477
30jun1997,"CHEVRON CORP","CHV",14541,20440,244631,653465,48315.57,.05625,.06847,73.9375,1997,6,10.78551,.030365,.0622523,.227162
31jul1997,"CHEVRON CORP","CHV",14541,20440,217511,653465,51623.73,.06847,-.0124367,79,1997,7,10.85174,.05625,.1565272,.3213858
29aug1997,"CHEVRON CORP","CHV",14541,20440,227987,654696,50698.02,-.0124367,.0726392,77.4375,1997,8,10.83364,.06847,.210116,.3752665
30sep1997,"CHEVRON CORP","CHV",14541,20440,287668,654696,54380.69,.0726392,-.0015049,83.0625,1997,9,10.90376,-.0124367,.2195958,.2768356
31oct1997,"CHEVRON CORP","CHV",14541,20440,279996,654696,54298.85,-.0015049,-.0261643,82.9375,1997,10,10.90226,.0726392,.2118925,.3044896
28nov1997,"CHEVRON CORP","CHV",14541,20440,187111,656753,52663.38,-.0261643,-.0397506,80.1875,1997,11,10.87168,-.0015049,.2299422,.2680059
31dec1997,"CHEVRON CORP","CHV",14541,20440,282286,656753,50569.98,-.0397506,-.0292208,77,1997,12,10.83111,-.0261643,.1624635,.2728242
30jan1998,"CHEVRON CORP","CHV",14541,20440,335642,656753,49092.29,-.0292208,.0901003,74.75,1998,1,10.80146,-.0397506,.0568093,.1969095
27feb1998,"CHEVRON CORP","CHV",14541,20440,275301,656753,53114.9,.0901003,-.0069552,80.875,1998,2,10.88021,-.0292208,-.0398153,.1857845
31mar1998,"CHEVRON CORP","CHV",14541,20440,363356,653403,52476.43,-.0069552,.029572,80.3125,1998,3,10.86812,.0901003,.0598791,.1974758
30apr1998,"CHEVRON CORP","CHV",14541,20440,299321,653403,54028.26,.029572,-.0266364,82.6875,1998,4,10.89726,-.0069552,-.0187685,.2086769
29may1998,"CHEVRON CORP","CHV",14541,20440,241633,654049,52242.16,-.0266364,.0485133,79.875,1998,5,10.86365,.029572,.0117711,.2077468
30jun1998,"CHEVRON CORP","CHV",14541,20440,257764,654049,54776.61,.0485133,-.0134328,83.75,1998,6,10.91102,-.0266364,.0112805,.112972
31jul1998,"CHEVRON CORP","CHV",14541,20440,284222,654049,54040.8,-.0134328,-.0962481,82.625,1998,7,10.89749,.0485133,.1042351,.0921841
31aug1998,"CHEVRON CORP","CHV",14541,20440,333229,654432,48468.87,-.0962481,.1350211,74.0625,1998,8,10.78868,-.0134328,.1221934,.0910824
30sep1998,"CHEVRON CORP","CHV",14541,20440,339924,654432,55013.19,.1350211,-.0304833,84.0625,1998,9,10.91533,-.0962481,-.0696412,-.0807088
30oct1998,"CHEVRON CORP","CHV",14541,20440,387626,654432,53336.21,-.0304833,.0335583,81.5,1998,10,10.88437,.1350211,.0633728,.0449875
30nov1998,"CHEVRON CORP","CHV",14541,20440,296880,652444,54560.63,.0335583,-.0082212,83.625,1998,11,10.90707,-.0304833,.0013459,.040353
31dec1998,"CHEVRON CORP","CHV",14541,20440,287288,652444,54112.07,-.0082212,-.1017332,82.9375,1998,12,10.89881,.0335583,.0632711,.1197772
29jan1999,"CHEVRON CORP","CHV",14541,20440,235656,652444,48607.08,-.1017332,.0400671,74.5,1999,1,10.79152,-.0082212,.0057381,.1439999
26feb1999,"CHEVRON CORP","CHV",14541,20440,279425,652444,50156.63,.0400671,.1544715,76.875,1999,2,10.82291,-.1017332,-.0842782,-.0573188
31mar1999,"CHEVRON CORP","CHV",14541,20440,367507,653570,58004.34,.1544715,.1239437,88.75,1999,3,10.96827,.0400671,.0538425,-.0126813
30apr1999,"CHEVRON CORP","CHV",14541,20440,355875,653570,65193.61,.1239437,-.0665664,99.75,1999,4,11.08512,.1544715,.0719019,.1070924
28may1999,"CHEVRON CORP","CHV",14541,20440,267712,655350,60619.88,-.0665664,.0277027,92.5,1999,5,11.01238,.1239437,.2426369,.2783604
30jun1999,"CHEVRON CORP","CHV",14541,20440,292928,655350,62299.21,.0277027,-.0401052,95.0625,1999,6,11.0397,-.0665664,.122258,.1380538
30jul1999,"CHEVRON CORP","CHV",14541,20440,218281,655350,59800.69,-.0401052,.0183288,91.25,1999,7,10.99877,.0277027,.1629081,.1855057
31aug1999,"CHEVRON CORP","CHV",14541,20440,272456,655985,60555.62,.0183288,-.0385917,92.3125,1999,8,11.01132,-.0401052,.2426926,.2591517
30sep1999,"CHEVRON CORP","CHV",14541,20440,249570,655985,58218.67,-.0385917,.0288732,88.75,1999,9,10.97196,.0183288,.2167192,.1296974
29oct1999,"CHEVRON CORP","CHV",14541,20440,312448,655985,59899.63,.0288732,-.0229979,91.3125,1999,10,11.00043,-.0385917,.0132462,.1202493
30nov1999,"CHEVRON CORP","CHV",14541,20440,301697,656266,58120.56,-.0229979,-.0218772,88.5625,1999,11,10.97027,.0288732,-.0724607,.1151713
31dec1999,"CHEVRON CORP","CHV",14541,20440,276458,656266,56849.04,-.0218772,-.034632,86.625,1999,12,10.94815,-.0229979,-.0291674,.0985561
31jan2000,"CHEVRON CORP","CHV",14541,20440,376511,656266,54880.25,-.034632,-.0991031,83.625,2000,1,10.91291,-.0218772,-.0760037,.1962179
29feb2000,"CHEVRON CORP","CHV",14541,20440,429618,656266,49014.87,-.0991031,.2376569,74.6875,2000,2,10.79988,-.034632,-.0707352,.1103038
31mar2000,"CHEVRON CORP","CHV",14541,20440,511783,656266,60663.59,.2376569,-.0791075,92.4375,2000,3,11.0131,-.0991031,-.1778964,-.1335697
28apr2000,"CHEVRON CORP","CHV",14541,20440,314610,654871,55745.89,-.0791075,.0935389,85.125,2000,4,10.92856,.2376569,.0583248,-.0459099
31may2000,"CHEVRON CORP","CHV",14541,20440,306928,651970,60266.48,.0935389,-.0824882,92.4375,2000,5,11.00653,-.0791075,-.0527469,-.0587285
30jun2000,"CHEVRON CORP","CHV",14541,20440,354563,651970,55295.21,-.0824882,-.0685335,84.8125,2000,6,10.92044,.0935389,.0602414,.0015707
31jul2000,"CHEVRON CORP","CHV",14541,20440,330757,651970,51505.63,-.0685335,.0778481,79,2000,7,10.84945,-.0824882,-.0054581,-.0426524
31aug2000,"CHEVRON CORP","CHV",14541,20440,314903,652668,55150.45,.0778481,.0088757,84.5,2000,8,10.91782,-.0685335,-.0403841,-.1243131
29sep2000,"CHEVRON CORP","CHV",14541,20440,378667,652668,55639.95,.0088757,-.0366569,85.25,2000,9,10.92666,.0778481,.1481005,-.0182553
31oct2000,"CHEVRON CORP","CHV",14541,20440,536438,652668,53600.36,-.0366569,.0048706,82.125,2000,10,10.88931,.0088757,-.0641262,-.0373367
30nov2000,"CHEVRON CORP","CHV",14541,20440,328458,652668,53437.19,.0048706,.0312977,81.875,2000,11,10.88626,-.0366569,-.0209849,-.0507952
29dec2000,"CHEVRON CORP","CHV",14541,20440,402401,652668,55109.65,.0312977,-.0137084,84.4375,2000,12,10.91708,.0048706,-.1003672,-.0248382
31jan2001,"CHEVRON CORP","CHV",14541,20440,479560,652668,54354.19,-.0137084,.0363833,83.27999878,2001,1,10.90328,.0312977,.0112014,.0417604
28feb2001,"CHEVRON CORP","CHV",14541,20440,410733,652668,55907.54,.0363833,.0249825,85.66000366,2001,2,10.93145,-.0137084,.0707197,.1405074
