date,comnam,ticker,permno,permco,vol,shrout,mv_permco,ret1,F1ret,prc,year,month,logsize,L1ret_1,L1ret_6,L1ret_11
30jun2010,"S M ENERGY CO","SM",78170,11857,283608,62888,2525.582,-.0712304,.0313745,40.15999985,2010,6,7.834227,.0745527,.3370515,1.07749
30jul2010,"S M ENERGY CO","SM",78170,11857,163976,62888,2604.821,.0313745,-.0828102,41.41999817,2010,7,7.865119,-.0712304,.1743545,.687007
31aug2010,"S M ENERGY CO","SM",78170,11857,209064,63110,2397.549,-.0828102,-.0139511,37.99000168,2010,8,7.782202,.0313745,.2943653,.5791739
30sep2010,"S M ENERGY CO","SM",78170,11857,168346,63110,2364.101,-.0139511,.1139883,37.45999908,2010,9,7.768153,-.0828102,.1675017,.173536
29oct2010,"S M ENERGY CO","SM",78170,11857,152879,63000,2625.84,.1139883,.1921785,41.68000031,2010,10,7.873156,-.0139511,.0774646,.0998987
30nov2010,"S M ENERGY CO","SM",78170,11857,165962,63055,3133.203,.1921785,.1859529,49.68999863,2010,11,8.049811,.1139883,.0370278,.2903598
31dec2010,"S M ENERGY CO","SM",78170,11857,192138,63055,3715.831,.1859529,.0548108,58.93000031,2010,12,8.220358,.1921784,.1505459,.4547728
31jan2011,"S M ENERGY CO","SM",78170,11857,175618,63055,3919.499,.0548108,.1658623,62.15999985,2011,1,8.273719,.1859529,.4691407,.8437579
28feb2011,"S M ENERGY CO","SM",78170,11857,149162,63435,4597.135,.1658623,.023734,72.47000122,2011,2,8.433188,.0548108,.5025246,.9125811
31mar2011,"S M ENERGY CO","SM",78170,11857,232798,63435,4706.243,.023734,.0231837,74.19000244,2011,3,8.456645,.1658623,.9098955,1.08696
29apr2011,"S M ENERGY CO","SM",78170,11857,169815,63600,4824.696,.0231837,-.123517,75.86000061,2011,4,8.481503,.023734,.9828885,.8458996
31may2011,"S M ENERGY CO","SM",78170,11857,265444,63627,4230.559,-.123517,.1051287,66.48999786,2011,5,8.350089,.0231837,.8212572,.7576562
30jun2011,"S M ENERGY CO","SM",78170,11857,268413,63627,4675.312,.1051287,.025449,73.48000336,2011,6,8.450051,-.123517,.3389781,.6587061
29jul2011,"S M ENERGY CO","SM",78170,11857,179954,63627,4794.294,.025449,.0152621,75.34999847,2011,7,8.475182,.1051287,.247725,.7773212
31aug2011,"S M ENERGY CO","SM",78170,11857,323477,63734,4875.651,.0152621,-.2071895,76.5,2011,8,8.492009,.025449,.2129933,.9871047
30sep2011,"S M ENERGY CO","SM",78170,11857,200152,63734,3865.467,-.2071895,.3678483,60.65000153,2011,9,8.259838,.0152621,.056305,1.045976
31oct2011,"S M ENERGY CO","SM",78170,11857,220851,64000,5306.24,.3678483,-.0412496,82.91000366,2011,10,8.576639,-.2071895,-.1819656,.4560935
30nov2011,"S M ENERGY CO","SM",78170,11857,214413,64001,5087.439,-.0412496,-.0803875,79.48999786,2011,11,8.53453,.3678483,.0935935,.6706519
30dec2011,"S M ENERGY CO","SM",78170,11857,148950,64001,4678.473,-.0803875,-.0071135,73.09999847,2011,12,8.450727,-.0412496,.1962391,.3505915
31jan2012,"S M ENERGY CO","SM",78170,11857,173610,64001,4645.193,-.0071135,.0845963,72.58000183,2012,1,8.443588,-.0803875,-.0045716,.1774822
29feb2012,"S M ENERGY CO","SM",78170,11857,190838,64114,5047.054,.0845963,-.1009909,78.72000122,2012,2,8.52656,-.0071135,-.0361808,.0027824
30mar2012,"S M ENERGY CO","SM",78170,11857,149380,64135,4538.833,-.1009909,-.0651405,70.76999664,2012,3,8.420425,.0845963,.0296402,.0623991
30apr2012,"S M ENERGY CO","SM",78170,11857,193038,64149,4240.891,-.0651405,-.1818182,66.11000061,2012,4,8.352529,-.1009909,.1675626,-.0665347
31may2012,"S M ENERGY CO","SM",78170,11857,274756,64155,3470.144,-.1818182,-.0920688,54.09000015,2012,5,8.151952,-.0651405,-.2020263,-.004363
29jun2012,"S M ENERGY CO","SM",78170,11857,293022,64155,3150.652,-.0920688,-.0411322,49.11000061,2012,6,8.055365,-.1818182,-.3190224,-.2628804
31jul2012,"S M ENERGY CO","SM",78170,11857,239814,64155,3021.059,-.0411322,.002973,47.09000015,2012,7,8.013363,-.0920688,-.3276724,-.3473552
31aug2012,"S M ENERGY CO","SM",78170,11857,241574,65152,3077.129,.002973,.1456701,47.22999954,2012,8,8.031753,-.0411322,-.350708,-.3836074
28sep2012,"S M ENERGY CO","SM",78170,11857,171717,65152,3525.375,.1456701,-.0025874,54.11000061,2012,9,8.167742,.002973,-.3995717,-.2202107
31oct2012,"S M ENERGY CO","SM",78170,11857,177270,66100,3564.112,-.0025874,-.0784495,53.91999817,2012,10,8.17867,.1456701,-.2348322,-.346871
30nov2012,"S M ENERGY CO","SM",78170,11857,247841,66077,3283.366,-.0784495,.0507144,49.68999863,2012,11,8.096624,-.0025874,-.1836334,-.3205332
31dec2012,"S M ENERGY CO","SM",78170,11857,207469,66077,3449.88,.0507144,.1139629,52.20999908,2012,12,8.146094,-.0784495,-.0804941,-.3191013
31jan2013,"S M ENERGY CO","SM",78170,11857,151131,66077,3843.038,.1139629,-.0048143,58.15999985,2013,1,8.254019,.0507144,.0641094,-.2794442
28feb2013,"S M ENERGY CO","SM",78170,11857,187253,66206,3832.003,-.0048143,.0231513,57.88000107,2013,2,8.251143,.1139629,.236227,-.2599345
28mar2013,"S M ENERGY CO","SM",78170,11857,229224,66206,3920.719,.0231513,.0309017,59.22000122,2013,3,8.274031,-.0048143,.2266287,-.1807617
30apr2013,"S M ENERGY CO","SM",78170,11857,234224,66229,4039.969,.0309017,-.0059016,61,2013,4,8.303992,.0231513,.0954521,-.1033896
31may2013,"S M ENERGY CO","SM",78170,11857,226919,66276,4018.977,-.0059016,-.0108839,60.63999939,2013,5,8.298782,.0309017,.132233,.129721
28jun2013,"S M ENERGY CO","SM",78170,11857,130488,66276,3975.234,-.0108839,.145882,59.97999954,2013,6,8.287839,-.0059016,.2213666,.2369371
31jul2013,"S M ENERGY CO","SM",78170,11857,141403,66929,4600.03,.145882,-.0059654,68.73000336,2013,7,8.433818,-.0108839,.1497637,.2759573
30aug2013,"S M ENERGY CO","SM",78170,11857,131598,66929,4572.589,-.0059654,.1298303,68.31999969,2013,8,8.427835,.145882,.1827087,.4577625
30sep2013,"S M ENERGY CO","SM",78170,11857,133768,66929,5166.25,.1298303,.1485943,77.19000244,2013,9,8.549902,-.0059654,.1813407,.2648199
31oct2013,"S M ENERGY CO","SM",78170,11857,228117,66988,5935.807,.1485943,-.0053042,88.61000061,2013,10,8.688758,.1298303,.3045132,.4327388
29nov2013,"S M ENERGY CO","SM",78170,11857,197419,66988,5904.322,-.0053042,-.0570683,88.13999939,2013,11,8.68344,.1485944,.4534427,.785725
31dec2013,"S M ENERGY CO","SM",78170,11857,212867,66988,5567.373,-.0570683,-.0042113,83.11000061,2013,12,8.624679,-.0053042,.4543162,.6905195
31jan2014,"S M ENERGY CO","SM",78170,11857,161123,66988,5543.927,-.0042113,-.108869,82.76000214,2014,1,8.620459,-.0570683,.3864104,.4309673
28feb2014,"S M ENERGY CO","SM",78170,11857,323846,67056,4945.38,-.108869,-.0333559,73.75,2014,2,8.506209,-.0042113,.2048116,.4318344
31mar2014,"S M ENERGY CO","SM",78170,11857,242142,67056,4780.422,-.0333559,.0405386,71.29000092,2014,3,8.472284,-.108869,.0800881,.2470804
30apr2014,"S M ENERGY CO","SM",78170,11857,235870,67058,4971.009,.0405386,.0226629,74.12999725,2014,4,8.511378,-.0333559,-.0759136,.169348
30may2014,"S M ENERGY CO","SM",78170,11857,206947,67058,5083.667,.0226629,.1093523,75.80999756,2014,5,8.533788,.0405386,-.1628485,.2239752
30jun2014,"S M ENERGY CO","SM",78170,11857,159982,67058,5639.578,.1093523,-.0661117,84.09999847,2014,6,8.637565,.0226629,-.139311,.2654875
31jul2014,"S M ENERGY CO","SM",78170,11857,183482,67372,5291.397,-.0661117,.1336898,78.54000092,2014,7,8.573837,.1093523,.0125944,.2251449
29aug2014,"S M ENERGY CO","SM",78170,11857,221976,67372,5998.803,.1336898,-.1239892,89.04000092,2014,8,8.699315,-.0661117,-.0503507,.1510147
30sep2014,"S M ENERGY CO","SM",78170,11857,211732,67372,5255.016,-.1239892,-.2775641,78,2014,9,8.566938,.1336898,.2081363,.1549466
31oct2014,"S M ENERGY CO","SM",78170,11857,366626,67405,3794.901,-.2775641,-.2282415,56.29999924,2014,10,8.241414,-.1239892,.0948606,-.1191445
28nov2014,"S M ENERGY CO","SM",78170,11857,242347,67405,2928.747,-.2282415,-.1120828,43.45000076,2014,11,7.98233,-.2775641,-.2398489,-.360245
31dec2014,"S M ENERGY CO","SM",78170,11857,544509,67405,2600.485,-.1120828,-.0196994,38.58000183,2014,12,7.863453,-.2282415,-.4263476,-.4763817
30jan2015,"S M ENERGY CO","SM",78170,11857,361244,67405,2549.257,-.0196994,.2829191,37.81999969,2015,1,7.843557,-.1120828,-.540853,-.5331041
27feb2015,"S M ENERGY CO","SM",78170,11857,425160,67463,3273.305,.2829191,.0651278,48.52000046,2015,2,8.093555,-.0196994,-.5180343,-.4863848
31mar2015,"S M ENERGY CO","SM",78170,11857,352810,67463,3486.488,.0651278,.122678,51.68000031,2015,3,8.156651,.2829191,-.4545924,-.3183357
30apr2015,"S M ENERGY CO","SM",78170,11857,305191,67463,3910.83,.122678,-.0974642,57.97000122,2015,4,8.271505,.0651278,-.3368475,-.3022272
29may2015,"S M ENERGY CO","SM",78170,11857,351765,67464,3529.717,-.0974642,-.1185015,52.31999969,2015,5,8.168973,.122678,.0305506,-.2339859
30jun2015,"S M ENERGY CO","SM",78170,11857,388178,67464,3111.44,-.1185015,-.1962272,46.11999893,2015,6,8.042841,-.0974642,.2051813,-.3767939
31jul2015,"S M ENERGY CO","SM",78170,11857,486535,67950,2518.906,-.1962272,-.0099811,37.06999969,2015,7,7.83158,-.1185015,.1964691,-.4117548
31aug2015,"S M ENERGY CO","SM",78170,11857,346738,67950,2493.765,-.0099811,-.1269755,36.70000076,2015,8,7.821549,-.1962272,-.0189854,-.5829411
30sep2015,"S M ENERGY CO","SM",78170,11857,375828,67950,2177.118,-.1269755,.0424469,32.04000092,2015,9,7.685757,-.0099811,-.2429585,-.5286631
30oct2015,"S M ENERGY CO","SM",78170,11857,589050,67975,2266.966,.0424469,-.1193403,33.34999847,2015,10,7.726198,-.1269755,-.3794962,-.430415
30nov2015,"S M ENERGY CO","SM",78170,11857,372245,67975,1996.426,-.1193403,-.3306095,29.37000084,2015,11,7.599114,.0424469,-.42384,-.2306374
31dec2015,"S M ENERGY CO","SM",78170,11857,563198,67975,1336.389,-.3306095,-.2889115,19.65999985,2015,12,7.197726,-.1193403,-.4378052,-.2369258
29jan2016,"S M ENERGY CO","SM",78170,11857,875786,67975,950.2905,-.2889115,-.3533619,13.97999954,2016,1,6.856768,-.3306095,-.5730817,-.4789409
29feb2016,"S M ENERGY CO","SM",78170,11857,963887,68078,615.4251,-.3533619,1.073009,9.039999962,2016,2,6.422313,-.2889115,-.6223102,-.7111905
31mar2016,"S M ENERGY CO","SM",78170,11857,1289346,68078,1275.782,1.073009,.6654215,18.73999977,2016,3,7.151314,-.3533619,-.7533092,-.8246641
29apr2016,"S M ENERGY CO","SM",78170,11857,1111063,68078,2121.311,.6654215,.0115533,31.15999985,2016,4,7.65979,1.073009,-.4142293,-.6762447
31may2016,"S M ENERGY CO","SM",78170,11857,651358,68079,2145.85,.0115533,-.143401,31.52000046,2016,5,7.671291,.6654215,-.064168,-.4025844
30jun2016,"S M ENERGY CO","SM",78170,11857,586637,68079,1838.133,-.143401,.0048148,27,2016,6,7.516506,.0115533,.0749259,-.3144426
29jul2016,"S M ENERGY CO","SM",78170,11857,518422,68079,1846.983,.0048148,.3962404,27.12999916,2016,7,7.521309,-.143401,.3755505,-.2693858
31aug2016,"S M ENERGY CO","SM",78170,11857,1060616,86867,3290.522,.3962404,.0184794,37.88000107,2016,8,8.098802,.0048148,.9437433,-.2584668
30sep2016,"S M ENERGY CO","SM",78170,11857,659509,86867,3351.329,.0184794,-.1270088,38.58000183,2016,9,8.117112,.3962404,3.196989,.1859445
31oct2016,"S M ENERGY CO","SM",78170,11857,638208,86868,2921.371,-.1270088,.1852513,33.63000107,2016,10,7.979808,.0184794,1.062001,.1586779
30nov2016,"S M ENERGY CO","SM",78170,11857,528908,86869,3462.598,.1852513,-.1349724,39.86000061,2016,11,8.149775,-.1270088,.080873,.1485883
30dec2016,"S M ENERGY CO","SM",78170,11857,670508,97794,3371.937,-.1349724,-.1151392,34.47999954,2016,12,8.123242,.1852513,.2664741,1.033739
31jan2017,"S M ENERGY CO","SM",78170,11857,580124,97794,2983.695,-.1151392,-.1920682,30.51000023,2017,1,8.000917,-.1349724,.2789357,1.474011
28feb2017,"S M ENERGY CO","SM",78170,11857,678330,111258,2742.51,-.1920682,-.0255578,24.64999962,2017,2,7.916629,-.1151392,.1262574,2.385442
31mar2017,"S M ENERGY CO","SM",78170,11857,812304,111258,2672.417,-.0255578,-.0574521,24.02000046,2017,3,7.890738,-.1920682,-.3482933,.3194377
28apr2017,"S M ENERGY CO","SM",78170,11857,521656,111258,2513.318,-.0574521,-.2487827,22.59000015,2017,4,7.829359,-.0255578,-.376472,-.2279938
31may2017,"S M ENERGY CO","SM",78170,11857,957739,111258,1888.048,-.2487827,-.025928,16.96999931,2017,5,7.543299,-.0574521,-.3267916,-.280658
30jun2017,"S M ENERGY CO","SM",78170,11857,1098517,111258,1839.095,-.025928,.0520265,16.53000069,2017,6,7.517029,-.2487827,-.5733176,-.3691538
31jul2017,"S M ENERGY CO","SM",78170,11857,687206,111623,1941.124,.0520265,-.2317424,17.38999939,2017,7,7.571023,-.025928,-.5195305,-.3884549
31aug2017,"S M ENERGY CO","SM",78170,11857,836803,111623,1491.283,-.2317424,.3278443,13.35999966,2017,8,7.307392,.0520265,-.4287614,-.5392185
29sep2017,"S M ENERGY CO","SM",78170,11857,842690,111623,1980.192,.3278443,.205186,17.73999977,2017,9,7.590949,-.2317424,-.4568126,-.6524242
31oct2017,"S M ENERGY CO","SM",78170,11857,821064,111623,2380.919,.205186,-.0323488,21.32999992,2017,10,7.775242,.3278443,-.2598141,-.4713273
30nov2017,"S M ENERGY CO","SM",78170,11857,888715,111624,2303.919,-.0323488,.0697675,20.63999939,2017,11,7.742367,.205186,-.0535635,-.4624355
29dec2017,"S M ENERGY CO","SM",78170,11857,674673,111624,2464.658,.0697675,,22.07999992,2017,12,7.809808,-.0323488,.219115,-.3986609
28feb2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,245,32033,480.495,,.008,15,2006,2,6.174817,,,
31mar2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,6572,32183,486.607,.008,-.0734127,15.11999989,2006,3,6.187457,,,
28apr2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,22296,32180,450.8418,-.0734127,-.0492506,14.01000023,2006,4,6.111116,.008,,
31may2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,16409,32973,439.2003,-.0492506,-.1711712,13.31999969,2006,5,6.084956,-.0734127,,
30jun2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,40596,32978,364.0771,-.1711712,.1077898,11.03999996,2006,6,5.897366,-.0492506,,
31jul2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,16928,32978,403.3209,.1077898,.0506951,12.22999954,2006,7,5.999732,-.1711712,,
31aug2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,24727,33135,425.7848,.0506951,-.0980545,12.85000038,2006,8,6.053934,.1077898,,
29sep2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,18951,33101,383.6406,-.0980545,.0284728,11.59000015,2006,9,5.949706,.0506951,-.1433333,
31oct2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,14110,33101,394.5639,.0284728,.0016778,11.92000008,2006,10,5.977781,-.0980545,-.2334656,
30nov2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,12400,33178,396.1453,.0016778,.138191,11.93999958,2006,11,5.981781,.0284728,-.1491792,
29dec2006,"GULFPORT ENERGY CORP","GPOR",91128,50323,12161,35097,476.9682,.138191,-.120677,13.59000015,2006,12,6.16745,.0016778,-.1036036,
31jan2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,22954,35097,419.4091,-.120677,-.0041841,11.94999981,2007,1,6.038847,.138191,.2309783,
28feb2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,25296,35097,417.6543,-.0041841,.1226891,11.89999962,2007,2,6.034654,-.120677,-.0228945,-.2033334
30mar2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,34330,35097,468.8959,.1226891,.105539,13.35999966,2007,3,6.150381,-.0041841,-.07393,-.212963
30apr2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,17044,35080,518.1316,.105539,.2938389,14.77000046,2007,4,6.250229,.1226891,.1527178,-.0463955
31may2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,42073,35103,670.8184,.2938389,.0455258,19.11000061,2007,5,6.508498,.105539,.239094,.1088589
29jun2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,54635,36907,737.4019,.0455258,-.0485485,19.97999954,2007,6,6.603133,.2938389,.6005026,.7309783
31jul2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,83909,36907,701.6021,-.0485485,-.0526039,19.01000023,2007,7,6.553366,.0455258,.4701986,.6336876
31aug2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,75467,37931,683.1373,-.0526039,.3137146,18.01000023,2007,8,6.526696,-.0485485,.590795,.4793775
28sep2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,45987,37945,897.7787,.3137146,-.0642435,23.65999985,2007,9,6.799923,-.0526039,.5134454,.5539258
31oct2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,58418,37948,840.1687,-.0642435,-.0596206,22.13999939,2007,10,6.733603,.3137146,.7709581,.9848992
30nov2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,45450,37948,790.0773,-.0596206,-.1229587,20.81999969,2007,11,6.672131,-.0642435,.4989843,.8542714
31dec2007,"GULFPORT ENERGY CORP","GPOR",91128,50323,59576,42454,775.21,-.1229587,-.1703177,18.26000023,2007,12,6.653134,-.0596206,.0894819,.5320087
31jan2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,55028,42454,643.1781,-.1703177,-.0468647,15.14999962,2008,1,6.466422,-.1229587,-.086086,.5280335
29feb2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,38421,42454,613.0358,-.0468647,-.2659279,14.43999958,2008,2,6.418423,-.1703177,-.2030511,.2731093
31mar2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,85175,42581,451.3586,-.2659279,.0933962,10.60000038,2008,3,6.112262,-.0468647,-.1982233,.0808383
30apr2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,63385,42654,494.3599,.0933962,.3123382,11.59000015,2008,4,6.203264,-.2659279,-.5519865,-.2823291
30may2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,115982,42571,647.5049,.3123382,.0828402,15.21000004,2008,5,6.473126,.0933962,-.4765131,-.3935113
30jun2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,123576,42616,701.8855,.0828402,-.1244687,16.46999931,2008,6,6.55377,.3123382,-.2694525,-.2387388
31jul2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,107234,42616,614.5227,-.1244687,-.074896,14.42000008,2008,7,6.420846,.0828402,-.0980285,-.133614
29aug2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,69557,42619,568.5375,-.074896,-.2466267,13.34000015,2008,8,6.343067,-.1244687,-.0481848,-.1993337
30sep2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,91830,42625,428.3813,-.2466267,-.2985075,10.05000019,2008,9,6.060014,-.074896,-.0761772,-.4361792
31oct2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,111550,42627,300.5204,-.2985075,-.2978724,7.050000191,2008,10,5.705515,-.2466267,-.0518868,-.5460705
28nov2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,50559,42627,211.0036,-.2978724,-.2020202,4.949999809,2008,11,5.351875,-.2985075,-.391717,-.6613833
31dec2008,"GULFPORT ENERGY CORP","GPOR",91128,50323,58673,42639,168.4241,-.2020202,-.0303798,3.950000048,2008,12,5.126485,-.2978724,-.6745562,-.7289157
30jan2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,32957,42639,163.3074,-.0303798,-.4177546,3.829999924,2009,1,5.095634,-.2020202,-.76017,-.739274
27feb2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,40912,42647,95.10281,-.4177546,.0403587,2.230000019,2009,2,4.554958,-.0303798,-.7343966,-.7347646
31mar2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,59406,42655,98.95959,.0403587,.2801725,2.319999933,2009,3,4.594712,-.4177546,-.8328336,-.7896227
30apr2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,43882,42732,126.914,.2801725,1.094276,2.970000029,2009,4,4.84351,.0403587,-.7691543,-.7998275
29may2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,83228,42659,265.339,1.094276,.1012862,6.21999979,2009,5,5.581008,.2801725,-.5787234,-.8047338
30jun2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,87914,42670,292.2895,.1012862,.0175182,6.849999905,2009,6,5.677745,1.094276,.2565656,-.6223437
31jul2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,44098,42670,297.4099,.0175182,.0760402,6.96999979,2009,7,5.695111,.1012862,.734177,-.5249654
31aug2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,38478,42671,320.0325,.0760402,.1653333,7.5,2009,8,5.768423,.0175182,.8198434,-.4775113
30sep2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,67970,42688,373.0931,.1653333,-.1270023,8.739999771,2009,9,5.921828,.0760402,2.363228,-.2537314
30oct2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,68192,42688,325.7094,-.1270023,.2463958,7.630000114,2009,10,5.786005,.1653333,2.767241,.2397161
30nov2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,47893,42688,405.9629,.2463958,.2039957,9.510000229,2009,11,6.006262,-.1270023,1.569023,.5414141
31dec2009,"GULFPORT ENERGY CORP","GPOR",91128,50323,56976,42696,488.8692,.2039957,-.0969432,11.44999981,2009,12,6.192095,.2463958,.5289389,1.407595
29jan2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,38552,42696,441.4767,-.0969432,-.1199226,10.34000015,2010,1,6.090125,.2039957,.6715329,1.989556
26feb2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,45496,42696,388.5336,-.1199226,.2351648,9.100000381,2010,2,5.96238,-.0969432,.4835007,3.636771
31mar2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,73941,42711,480.0716,.2351648,.1120997,11.23999977,2010,3,6.173935,-.1199226,.2133334,2.922414
30apr2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,72529,42711,533.8875,.1120997,.0504,12.5,2010,4,6.280185,.2351647,.2860412,2.784512
28may2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,75411,42711,560.7954,.0504,-.0967251,13.13000011,2010,5,6.329356,.1120997,.63827,1.009646
30jun2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,70320,44567,528.5646,-.0967251,.1011805,11.85999966,2010,6,6.270165,.0504,.380652,.9167885
30jul2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,37447,44568,582.0581,.1011805,-.1332313,13.06000042,2010,7,6.36657,-.0967251,.0358078,.7015782
31aug2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,41964,44568,504.5097,-.1332313,.2226149,11.31999969,2010,8,6.223587,.1011805,.2630561,.7413334
30sep2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,40448,44591,617.1395,.2226149,.2052023,13.84000015,2010,9,6.425095,-.1332313,.243956,.2951945
29oct2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,103788,44591,743.7779,.2052023,.1175059,16.68000031,2010,10,6.611742,.2226149,.2313168,.8138925
30nov2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,62173,44591,831.1762,.1175059,.1630902,18.63999939,2010,11,6.722842,.2052023,.3344,.7539431
31dec2010,"GULFPORT ENERGY CORP","GPOR",91128,50323,103595,44645,967.9036,.1630902,.1042436,21.68000031,2010,12,6.875133,.1175059,.4196496,.6279476
31jan2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,62162,44645,1068.801,.1042436,.2360067,23.94000053,2011,1,6.974293,.1630902,.8279934,1.096712
28feb2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,117317,44645,1321.046,.2360067,.2210206,29.59000015,2011,2,7.186179,.1042436,.833078,1.630769
31mar2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,283312,47444,1714.152,.2210206,-.0586771,36.13000107,2011,3,7.446673,.2360067,1.613958,1.632562
29apr2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,181070,47544,1616.971,-.0586771,-.1299617,34.00999832,2011,4,7.38831,.2210206,1.610549,1.8904
31may2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,222391,47444,1403.868,-.1299617,.0033795,29.59000015,2011,5,7.246986,-.0586771,1.038969,1.590251
30jun2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,174181,47480,1409.681,.0033795,.2280228,29.69000053,2011,6,7.251119,-.1299617,.5874465,1.494941
29jul2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,241793,50930,1856.908,.2280228,-.2070762,36.45999908,2011,7,7.526668,.0033795,.3694649,1.273354
31aug2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,276637,50930,1472.386,-.2070762,-.1636112,28.90999985,2011,8,7.29464,.2280228,.522974,2.220848
30sep2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,217670,50944,1231.826,-.1636112,.2878411,24.18000031,2011,9,7.116253,-.2070762,-.0229808,1.088873
31oct2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,212472,50944,1586.396,.2878411,.019589,31.13999939,2011,10,7.36922,-.1636112,-.3307501,.4496402
30nov2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,218592,55005,1746.409,.019589,-.0724409,31.75,2011,11,7.465317,.2878411,-.084387,.6706008
30dec2011,"GULFPORT ENERGY CORP","GPOR",91128,50323,187387,55621,1638.038,-.0724409,.1157895,29.45000076,2011,12,7.401255,.019589,.0729976,.4644834
31jan2012,"GULFPORT ENERGY CORP","GPOR",91128,50323,114727,55621,1827.706,.1157895,.0231284,32.86000061,2012,1,7.510817,-.0724409,-.0080836,.2301587
29feb2012,"GULFPORT ENERGY CORP","GPOR",91128,50323,131050,55621,1869.978,.0231284,-.1338488,33.61999893,2012,2,7.533682,.1157895,-.0987383,.1105103
30mar2012,"GULFPORT ENERGY CORP","GPOR",91128,50323,195972,55650,1620.528,-.1338488,-.1006181,29.12000084,2012,3,7.390507,.0231284,.1629193,-.0694714
30apr2012,"GULFPORT ENERGY CORP","GPOR",91128,50323,152708,55650,1457.474,-.1006181,-.2943872,26.19000053,2012,4,7.28446,-.1338488,.2043011,-.1437812
31may2012,"GULFPORT ENERGY CORP","GPOR",91128,50323,239346,55650,1028.412,-.2943872,.116342,18.47999954,2012,5,6.935771,-.1006181,-.1589595,-.1149037
29jun2012,"GULFPORT ENERGY CORP","GPOR",91128,50323,299425,55688,1148.843,.116342,-.0014541,20.62999916,2012,6,7.046511,-.2943872,-.4179528,-.3775683
31jul2012,"GULFPORT ENERGY CORP","GPOR",91128,50323,177727,55688,1147.173,-.0014541,.276699,20.60000038,2012,7,7.045056,.116342,-.2994907,-.4341745
