exchange,year,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT,OIL_RESERVE,GAS_RESERVE,OilGas_reserve,OIL_DEVELOPED_RESV,GAS_DEVELOPED_RESV
US,2018,    Anadarko Petroleum Corp,APC,666,385,103,1069,,,65.51,2.57,2000,28,220,928,1177,890,14666,17661,935,3230,1473,717,2588
US,2017,    Anadarko Petroleum Corp,APC,672,355,99,1309,,,50.66,2.82,1500,28,222,481,1298,1970,13283,17032,901,3230,1439,683,2664
US,2016,    Anadarko Petroleum Corp,APC,793,316,128,2093,,,40.34,2.04,6200,5,6190,34,1409,1300,13963,16706,985,4424,1722,715,3662
US,2015,    Anadarko Petroleum Corp,APC,836,317,130,2334,,,46.79,2.36,6200,550,5644,2033,2516,1200,,33043,1053,6021,2057,763,5214
US,2014,    Anadarko Petroleum Corp,APC,843,292,119,2589,,,91.58,4.07,6200,523,5677,0,3750,1874,,31758,1408,8699,2858,859,6662
US,2013,    Anadarko Petroleum Corp,APC,781,248,91,2652,,,101.41,3.5,5800,,5800,775,1750,2364,,26622,1258,9205,2792,817,7120
US,2012,    Anadarko Petroleum Corp,APC,731.0233333,233,82.19,2495,,,102.35,2.68,5800,,5800,0,775,3750,10427,14952,1172,8329,2560,809,6445
US,2011,    Anadarko Petroleum Corp,APC,680,217,74,2334,,,89.52,3.87,5800,400,5400,170,775,4250,11757,15230,1145,8365,2539,792,6113
US,2010,    Anadarko Petroleum Corp,APC,642.6666667,201,63,2272,,,76.22,4.12,5450,426,5024,285,469,775,13007,14536,1069,8117,2422,675,5982
US,2009,    Anadarko Petroleum Corp,APC,603.5,187,47,2217,,,58.72,3.61,1650,,1650,0,3476,775,10257,29016,1010,7764,2304,643,5884
US,2008,    Anadarko Petroleum Corp,APC,562.5,182,39,2049,97.21,8.34,96.05,7.69,1300,,1300,1472,1625,1991,9032,14120,926,8105,2277,580,6117
US,2007,    Anadarko Petroleum Corp,APC,577.1166667,215.4,44,1912.3,61.19,5.9,68.68,5.74,750,,750,1396,2052,1877,9032,16558,1014,8504,2431,574,6308
US,2006,    Anadarko Petroleum Corp,APC,489.8333333,193,42,1529,65.44,7.5,60.29,6.14,750,33,717,11471,2449,1625,9284,36308,1264,10486,3011,719,7618
US,2005,    Anadarko Petroleum Corp,APC,380.3333333,155,36,1136,47.84,7.16,51.03,7.44,750,,750,122,547,52,3074,3796,1130,7910,2449,594,5577
US,2004,    Anadarko Petroleum Corp,APC,520.1666667,185,45,1741,32.76,5.15,37.03,5.42,750,1,749,170,265,457,3074,3966,1113,7528,2367,606,5466
US,2003,    Anadarko Petroleum Corp,APC,524.6666667,184,47,1762,26.55,4.43,27.97,4.7,750,,750,0,462,1127,3613,5202,1226,7724,2513.333333,746,5889
US,2002,    Anadarko Petroleum Corp,APC,539.3333333,205,41,1760,22.44,2.85,22.76,2.71,750,,750,300,200,912,4207,5619,1131,7180,2327.666667,686,5294
US,2001,    Anadarko Petroleum Corp,APC,427.3333333,68,42,1904,20.56,4.25,19.92,3.99,525,69,456,708,1003,432,3052,5195,1132,7035,2304.5,626,5275
US,2000,    Anadarko Petroleum Corp,APC,306.3333333,98,33,1052,26.49,4.13,26.62,4.12,750,199,551,102,653,208,0,,1046,6093,2061.5,597,5160
US,1999,    Anadarko Petroleum Corp,APC,135.5,40,18,465,16.83,2.08,,,510,,510,100,443.322,200,0,,573,2507,990.8333333,195,1672
US,1998,    Anadarko Petroleum Corp,APC,129.3589935,30.48200035,18.19199944,484.1099854,11.51000023,1.919999957,,,,,,,,,,,494,2647,935.1669922,163.6999969,1640
US,2018,    Antero Resources Corp,AR,451.3214612,8.945205479,118.1753425,1945.205479,52.11,3.65,57.34,3.22,2000,405,1595,,,,,,1098,11425,3002.166667,620,6669
US,2017,    Antero Resources Corp,AR,375.3342466,6.715068493,98.75616438,1619.178082,45.85,3.61,44.14,2.99,4000,740,2555,,,,,4800.09,1027,11098,2876.666667,483,5587
US,2016,    Antero Resources Corp,AR,307.9635701,5.117486339,72.88251366,1379.781421,32.73,4.39,32.73,2.5,5500,650,4000,,,,,4703.973,995,9414,2564,414,4426
US,2015,    Antero Resources Corp,AR,248.7525114,5.693150685,42.60273973,1202.739726,42.38,4.15,34.05,2.37,5500,707,3091,,,,,4708.513,613,9533,2201.833333,368,3627
US,2014,    Antero Resources Corp,AR,167.7981735,3.591780822,19.45753425,868.4931507,84.66,4.52,81.65,4.1,4000,1730,1883,,,,,4362.55,358,10535,2113.833333,86,3285
US,2013,    Antero Resources Corp,AR,87.25753425,0.619178082,5.816438356,484.9315068,99.06,4.82,91.27,3.9,2500,288,1680,,,,,2078.999,147,6753,1272.5,35,1818
US,2012,    Antero Resources Corp,AR,40.24,0.05,0.19,240,80.34,5.05,80.34,2.99,2500,217,,,,,,1469.058,206,3694,821.6666667,37,828
US,2011,    Antero Resources Corp,AR,40.79333333,0.52,1.94,230,77.3,5.48,80.98,4.08,,,,,,,,1317.33,181,3931,836.1666667,21,718
US,2010,    Antero Resources Corp,AR,22.92666667,0.35,0.91,130,66.44,5.93,66.44,4.32,,,,,,,,,114,2543.5,537.9166667,10,400.4
US,2009,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,1.7,1130.3,190.0833333,0.7,
US,2008,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2007,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2006,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2005,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2004,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2003,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2002,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2001,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2000,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,1999,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,1998,    Antero Resources Corp,AR,,,,,,,,,,,,,,,,,,,,,
US,2018,    Apache Corp,APA,465.893,245.409,59.563,965.531,65.3,2.61,,,4000,0,3857,150,393,1090,6666,8204,815.434,2513.782,1234.397,715.003,2197.882
US,2017,    Apache Corp,APA,457.322,244.263,53.466,957.56,51.46,2.74,,,3500,,3500,550,150,1307,6573,8484,787.226,2326.562,1174.986,695.16,1971.018
US,2016,    Apache Corp,APA,449.4658333,228.812,62.266,950.327,41.63,2.4,,,3500,,3500,2016,700,493,7457,8544,834.726,2859.148,1311.251,754.2,2516.61
US,2015,    Apache Corp,APA,535.094,284.357,62.249,1130.929,48.17,2.8,,,3500,,3500,0,551,150,8130,8778,991.996,3430.422,1563.733,833.849,2985.29
US,2014,    Apache Corp,APA,590.313,299.876,67.05,1340.321,91.73,4.05,,,5300,,3700,0,901,2270,8130,11245,1356.476,6238.76,2396.27,989.398,3971.36
US,2013,    Apache Corp,APA,760.775,346.617,64.643,2097.088,102.62,3.77,,,3300,,3300,53,1,1450,8280,9725,1423.346,7338.412,2646.416,1011.924,4926.064
US,2012,    Apache Corp,APA,778.679,352.026,44.411,2293.451,102.53,3.8,,,3300,500,2800,991,350,1390,9680,12411,1440.977,8464.206,2851.679,1009.76,5833.105
US,2011,    Apache Corp,APA,748.149,339.945,31.14,2262.384,102.19,4.37,,,3300,,3300,431,900,351,5580,7262,1369.475,9722.273,2989.854,950.091,6253.418
US,2010,    Apache Corp,APA,657.634,322.934,19.923,1888.66,76.69,4.15,,,3300,900,2400,46,2213,350,5581,8190,1308.735,9867.182,2953.265,924.422,6363.417
US,2009,    Apache Corp,APA,583.3276667,278.726,11.466,1758.814,59.85,3.69,,,2300,,2300,117,580,960,3431,5088,1067.248,7796.031,2366.5865,762.688,5237.265
US,2008,    Apache Corp,APA,534.4065,253.856,10.949,1617.609,87.8,6.7,,,2300,,2300,112.598,0,1381,3413.058,4944,1081.144,7917.025,2400.648167,777.092,5678.727
US,2007,    Apache Corp,APA,561.2393333,249.1,12.748,1796.348,68.84,5.34,,,2250,,2100,215,100,399,3513,4246,1133.71,7872.717,2445.8295,794.554,5332.427
US,2006,    Apache Corp,APA,501.1301667,224.577,11.709,1589.065,59.92,5.17,,,2185,,690,1802.094,100.162,0,1919.669,3821.925,1061.041,7512.919,2313.194167,728.464,5125.547
US,2005,    Apache Corp,APA,454.4951667,234.07,9.788,1263.823,51.66,6.35,,,1500,,1500,0.274,173.031,99.733,1919.19,2192.228,975.91,6848.022,2117.248,676.69,4775.89
US,2004,    Apache Corp,APA,448.2263333,231.519,10.856,1235.108,35.24,4.91,,,1500,,1100,0,172.804,496.845,1918.741,2588.39,932.04,6027.929,1936.695,662.65,3844.059
US,2003,    Apache Corp,APA,417.3965,205.394,9.143,1217.157,27.76,4.61,,,1500,,1400,0,1.104,307.943,2017.919,2326.966,843.888,4875.968,1656.549333,593.689,3540.973
US,2002,    Apache Corp,APA,341.4905,152.979,8.447,1080.387,24.78,2.87,,,1500,,1200,0,0.83,489.833,1668.152,2158.815,636.765,4054.636,1312.537667,414.375,3206.533
US,2001,    Apache Corp,APA,344.129,147.299,8.951,1127.274,23.12,3.63,,,839,,839,0,800.47,1.104,1442.783,2244.357,599.388,4005.331,1266.943167,411.782,3203.817
US,2000,    Apache Corp,APA,260.1953333,114.537,7.234,830.546,27.37,3.59,,,894.9,,894.9,25,755.026,0,1438.232,2218.258,522.473,3383.67,1086.418,353.997,2664.794
US,1999,    Apache Corp,APA,204.3123333,91.021,3.938,656.12,18.43,2.16,,,1000,116,884,6.158,296.472,145.225,1437.953,1885.808,415.242,2351.578,807.1716667,301.969,1873.747
US,1998,    Apache Corp,APA,174.140335,72.905998,2.883,590.107971,12.66,1.92,,,,,,,,,,,251.007996,2172.226074,613.045654,177.998993,1450.109009
US,2018,    Approach Resources Inc,AREX,11.2,5.528767123,3.953424658,25.77534247,,,62.04,1.49,1000,301.5,23.175,5.967,307.467,88.223,0,384.993,108.994,426.438,180.067,37.205,178.334
US,2017,    Approach Resources Inc,AREX,11.6,3.032876712,4.071232877,26.92876712,,,47.63,2.53,1000,291,33.675,5.967,302.934,88.223,0,373.46,108.008,441.228,181.545,37.033,176.201
US,2016,    Approach Resources Inc,AREX,12.4,3.483606557,4.177595628,28.42622951,,,37.9,2.14,1000,273,52.575,0,0,273,230.32,498.349,97.665,352.277,156.377,33.841,150.208
US,2015,    Approach Resources Inc,AREX,15.2,5.156164384,4.64109589,32.14246575,,,43.65,2.45,1000,273,176.675,0,0,273,230.32,496.587,103.982,375.988,166.6466667,36.081,154.652
US,2014,    Approach Resources Inc,AREX,13.8,5.545205479,4.002739726,25.70684932,,,87.69,4.16,1000,150,449.675,,,,,391.311,96.245,300.02,146.2483333,37.06,138.961
US,2013,    Approach Resources Inc,AREX,9.4,4.01,2.64,17.16,,,90.7,3.6,500,0,350,0,,,250,250,78.66,216.002,114.6603333,28.565,99.742
US,2012,    Approach Resources Inc,AREX,7.9,2.65,2.48,16.68,,,84.7,2.63,300,106,174,,106,,,106,66.352,174.76,95.47866667,20.577,73.178
US,2011,    Approach Resources Inc,AREX,6.4,1.32,2.19,17.38,,,88.18,3.92,300,44.15,255.85,,43.8,,,43.8,47.174,178.807,76.97516667,19.487,84.743
US,2010,    Approach Resources Inc,AREX,4.265166667,0.678,0.715,17.233,,,75.67,4.48,150,67,83,,,,,,25.65,150.389,50.71483333,13.339,74.739
US,2009,    Approach Resources Inc,AREX,4.022833333,0.564,0.573,17.315,,,54.97,3.7,200,32.3,167.7,1.034,32.922,,,33.956,8.432,168.334,36.48766667,3.118,74.804
US,2008,    Approach Resources Inc,AREX,3.9865,0.478,0.279,19.377,,,93.79,8.29,100,43.5,56.5,,43.537,,0,43.537,6.367,172.867,35.17816667,3.014,84.217
US,2007,    Approach Resources Inc,AREX,2.718166667,0.197,0.329,13.153,66.87,6.98,70.31,6.98,150,,150,,,,,,3.208,161.151,30.0665,1.268,70.251
US,2006,    Approach Resources Inc,AREX,,,,,,,,,60,47.619,12.381,,,,,,,,,,
US,2005,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,2004,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,2003,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,2002,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,2001,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,2000,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,1999,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,1998,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,,,,,,
US,2018,    Cabot Oil & Gas Corp,COG,335.5591781,2.065753425,0.205753425,1999.726027,63.68,2.54,64.68,2.58,1800,,1700,0,282,62,887,1231,0.12,11604,1934.12,0.107,7402
US,2017,    Cabot Oil & Gas Corp,COG,312.9308676,12.16712329,1.403013699,1796.164384,48.16,2.31,47.81,2.3,1800,,1700,304,87,188,949,1528,62.252,9353,1621.085333,31.066,6001
US,2016,    Cabot Oil & Gas Corp,COG,285.5761384,10.96448087,1.205464481,1640.437158,37.3,1.7,37.65,1.7,1800,0,1700,0,304,275,949,1528,49.172,8281,1429.338667,20.442,5500
US,2015,    Cabot Oil & Gas Corp,COG,275.1507763,14.8739726,1.829315068,1550.684932,45.72,2.15,45.72,1.81,1800,413,1400,20,312,513,1180,2025,55.73,7856,1365.063333,25.586,4676
US,2014,    Cabot Oil & Gas Corp,COG,242.85,10.85,,1392,88.5,3.28,87.65,3.41,1400,140,1300,0,160,312,1280,1752,53.136,7082,1233.469333,27.221,4339
US,2013,    Cabot Oil & Gas Corp,COG,188.824,8.824,,1080,101.13,3.56,99.65,3.43,1400,460,939,0,20,772,355,1147,26.538,5295,909.038,13.652,3147
US,2012,    Cabot Oil & Gas Corp,COG,122.09,6.59,,693,101.65,3.67,96.65,2.79,900,325,574,75,0,345,667,1087,24.374,3696,640.374,12.828,2216
US,2011,    Cabot Oil & Gas Corp,COG,85.61666667,3.95,,490,90.49,4.46,89.48,3.99,900,189,711,,75,208,667,950,20.47,2910,505.47,10.922,1734
US,2010,    Cabot Oil & Gas Corp,COG,59.50333333,2.21,,343.76,97.91,5.69,75.6,4.46,900,213.3,686.7,0,75,0,900,975,9.491,2644.158,450.184,7.129,1681.451
US,2009,    Cabot Oil & Gas Corp,COG,46.95,2.24,,268.26,85.52,7.47,,,500,144,356,0,218,75,512,805,7.783,2013.162,343.31,6.082,1288.169
US,2008,    Cabot Oil & Gas Corp,COG,43.43,2.14,,247.74,89.11,8.39,,,350,185,165,35.857,244.143,75,512,867,9.341,1885.993,323.6731667,6.728,1308.155
US,2007,    Cabot Oil & Gas Corp,COG,38.99666667,2.25,,220.48,67.16,7.23,,,250,140,110,20,160,75,95,350,9.328,1559.953,269.3201667,7.026,1133.937
US,2006,    Cabot Oil & Gas Corp,COG,40.25333333,3.85,,218.42,65.03,7.13,,,250,10,240,20,50,75,95,240,7.973,1368.293,236.0218333,5.895,996.85
US,2005,    Cabot Oil & Gas Corp,COG,38.495,4.76,,202.41,44.19,6.74,,,250,90,160,20,40,110,170,340,11.463,1262.096,221.8123333,9.127,944.897
US,2004,    Cabot Oil & Gas Corp,COG,38.645,5.48,,198.99,31.55,5.2,,,250,,250,20,40,40,170,270,11.384,1134.081,200.3975,8.652,857.834
US,2003,    Cabot Oil & Gas Corp,COG,41.60926667,7.97,,201.8356,29.55,4.51,,,250,,250,0,40,40,190,270,12.103,1069.484,190.35,9.405,812.28
US,2002,    Cabot Oil & Gas Corp,COG,41.63666667,7.97,,202,23.79,3.02,,,250,95,155,0,20,135,210,365,18.393,1060.959,195.2195,13.267,819.412
US,2001,    Cabot Oil & Gas Corp,COG,37.13466667,5.468,,190,24.91,4.36,,,250,123,127,0,123,40,230,393,19.684,1036.004,192.3513333,15.328,804.646
US,2000,    Cabot Oil & Gas Corp,COG,30.54333333,2.71,,167,26.81,3.19,,,250,,250,,,,,269,9.914,959.222,169.7843333,8.438,754.962
US,1999,    Cabot Oil & Gas Corp,COG,35.09,2.54,,195.3,17.22,2.22,,,250,,250,,,,,293,8.189,929.602,163.1226667,5.546,720.67
US,1998,    Cabot Oil & Gas Corp,COG,31.332001,2.016,,175.889999,13.06,2.16,,,250,,250,,,,,,7.677,996.755981,173.802994,5.822,788.390015
US,2018,    California Resources Corp,CRC,132,82,16,202,62.6,3,70.11,3,1300,540,598,0,2131,2976,144,5251,590,734,712,436,565
US,2017,    California Resources Corp,CRC,129,83,16,182,51.24,2.67,51.47,2.67,1300,363,789,0,100,5013,193,5306,500,706,618,349,543
US,2016,    California Resources Corp,CRC,140,91,16,197,42.01,2.28,39.72,2.28,1400,847,423,100,1397,1754,2017,5268,464,626,568,323,500
US,2015,    California Resources Corp,CRC,160,104,18,229,49.19,2.66,47.15,2.61,1600,739,861,100,200,1872,3971,6143,525,715,644,385,575
US,2014,    California Resources Corp,CRC,159,99,19,246,92.3,4.39,,,2000,360,1640,,,,,,636,790,768,451,607
US,2013,    California Resources Corp,CRC,154,90,20,260,104.16,3.73,,,2000,,2000,,,,,,604,838,744,412,611
US,2012,    California Resources Corp,CRC,148,88,17,256,104.02,2.94,,,,,,,,,,,559,928,714,398,662
US,2011,    California Resources Corp,CRC,138,80,15,260,103.8,4.31,,,,,,,,,,,577,910,729,411,639
US,2010,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2009,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2008,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2007,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2006,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2005,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2004,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2003,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2002,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2001,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2000,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,1999,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,1998,    California Resources Corp,CRC,,,,,,,,,,,,,,,,,,,,,
US,2018,    Callon Petroleum Co,CPE,32.926,25.87123288,,42.32054795,53.31,3.69,56.22,3.67,2000,200,450,,,,,1189.473,180.097,350.466,238.508,92.202,218.417
US,2017,    Callon Petroleum Co,CPE,22.94,17.96438356,,29.85205479,47.78,4.1,49.16,4.05,2000,25,625,,,,,620.196,107.072,179.41,136.9736667,51.92,104.389
US,2016,    Callon Petroleum Co,CPE,15.227,11.69398907,,21.19672131,45.67,3,41.51,2.99,500,0,385,,,,,390.219,71.145,122.611,91.58016667,32.92,61.871
US,2015,    Callon Petroleum Co,CPE,9.61,7.641096,,11.8136,56.82,3.26,44.88,2.86,500,40,260,,,,,328.565,43.348,65.537,54.27083333,22.257,38.157
US,2014,    Callon Petroleum Co,CPE,5.648,4.6356,,6.08,84.85,5.59,82.37,5.63,500,35,215,,,,,321.576,25.733,42.548,32.82433333,14.006,25.171
US,2013,    Callon Petroleum Co,CPE,3.871,2.5,,8.25,97.65,4.52,97.65,4.52,200,22,61,,,,,75.748,11.898,17.751,14.8565,5.96,9.059
US,2012,    Callon Petroleum Co,CPE,4.303333333,2.67,,9.8,98.86,3.94,97.41,3.94,200,10,55,,,,,120.668,10.78,19.753,14.07216667,4.955,10.68
US,2011,    Callon Petroleum Co,CPE,4.97,2.65,,13.92,101.34,5.25,101.72,5.25,100,,,,,,,125.345,10.075,35.118,15.928,5.069,11.605
US,2010,    Callon Petroleum Co,CPE,4.587215,2.353425,,13.40274,75.97,5.04,,,100,,,,,,,165.504,8.149,32.957,13.64183333,4.503,12.715
US,2009,    Callon Petroleum Co,CPE,5.3936075,2.772603,,15.726027,73,4.78,,,100,10,90,,,,,279.841,6.479,19.103,9.662833333,4.346,12.301
US,2008,    Callon Petroleum Co,CPE,5.24616667,2.58,,15.997,88.07,9.99,,,270,215,55,,200,0,78.435,272.855,6.027,18.651,9.1355,4.663,13.463
US,2007,    Callon Petroleum Co,CPE,8.545,2.91,,33.81,67.63,8.01,,,250,215,35,,200,,200,392.012,24.531,116.454,43.94,4.723,22.34
US,2006,    Callon Petroleum Co,CPE,9.49166667,4.48,,30.07,57.33,8.07,,,75,35,40,,0,235,0,235,13.265,66.037,24.27116667,5.159,36.75
US,2005,    Callon Petroleum Co,CPE,8.58,5.03,,21.3,41.61,8.35,,,70,7.5,62.5,,0,200,0,200,18.428,78.021,31.4315,7.323,30.982
US,2004,    Callon Petroleum Co,CPE,10,4.800000191,,31.20000076,28.70999908,6.150000095,,,60,,0.052700002,,5,,200,,19.74799919,72.6190033,31.85116577,10.29199982,33.98199844
US,2003,    Callon Petroleum Co,CPE,6.357333333,0.734,,33.74,28.72,5.36,,,45,0.03,30,92.915,43,0,185,,23.709,74.691,36.158,9.919,31.415
US,2002,    Callon Petroleum Co,CPE,7.109833333,0.619,,38.945,23.11,3.94,,,75,,75,,255.9149933,0,,,24.043,91.539,39.3,1.056,37.631
US,2001,    Callon Petroleum Co,CPE,6.9425,0.748,,37.167,22.95,3.96,,,50,,50,36.09999847,40,128,,199.078,30.209,120.299,50.259,0.885,51.221
US,2000,    Callon Petroleum Co,CPE,7.002666667,0.636,,38.2,27.88,3.57,,,50,,50,,,,,,33.382,129.922,55.036,2.192,63.982
US,1999,    Callon Petroleum Co,CPE,7.573333333,0.904,,40.016,12.16,2.27,,,30,,30,,,,,,23.834,110.621,42.27083333,1.376,76.295
US,1998,    Callon Petroleum Co,CPE,7.258,0.849,,38.455002,12.41,2.26,,,,,,,,,,,6.898,88.03,21.56966667,1.774,88.01
US,2018,    Carrizo Oil & Gas Inc,CRZO,60.382,38.992,10.139,67.503,64.05,2.35,64.05,2.35,1100,744.431,355.569,0,0,1394.431,250,1644.431,248.859,483.061,329.369,101.076,178.941
US,2017,    Carrizo Oil & Gas Inc,CRZO,53.805,34.428,6.376,78.006,51.01,2.56,50.39,2.29,450,291.3,158.3,0,450,291.3,904.425,1645.725,209.972,310.47,261.717,87.079,131.355
US,2016,    Carrizo Oil & Gas Inc,CRZO,42.276,25.745,4.885,69.873,54.43,2.18,40.12,1.69,600,87,512.6,0,87,600,654.425,1341.425,152.255,287.445,200.1625,60.449,187.054
US,2015,    Carrizo Oil & Gas Inc,CRZO,36.719,23.054,3.705,59.758,65.67,2.53,44.69,1.72,600,0,599.4,0,0,600,654.425,1255.676,129.809,244.938,170.632,50.244,154.725
US,2014,    Carrizo Oil & Gas Inc,CRZO,32.81733333,18.921,2.537,68.156,87.06,2.83,88.4,3,1000,210,589.4,150,0,600,604.425,1354.425,114.217,221.017,151.0531667,40.532,149.697
US,2013,    Carrizo Oil & Gas Inc,CRZO,27.395,11.592,1.455,86.088,98.23,3.23,99.58,2.65,1000,,469.1,,,604.425,300,904.425,70.193,187.957,101.5191667,21.1,106.976
US,2012,    Carrizo Oil & Gas Inc,CRZO,25.7805,7.82,0.833,102.765,100.5,2.87,99.97,1.9,750,,364.1,0,0,73.75,900,973.75,49.699,428.336,121.0883333,19.536,234.203
US,2011,    Carrizo Oil & Gas Inc,CRZO,20.57616667,2.197,0.575,106.825,94.67,3.73,94.14,2.98,750,47,292.6,0,91.563,47,600,738.563,34.659,727.685,155.9398333,10.708,392.214
US,2010,    Carrizo Oil & Gas Inc,CRZO,16.80466667,0.48,,97.948,82.25,4.42,78.64,3.48,750,387.5,362.5,0,167.25,0,400,567.25,28.473,669.851,140.1148333,7.387,358.543
US,2009,    Carrizo Oil & Gas Inc,CRZO,15.09283333,0.48,,87.677,74.84,5.74,58.85,3.47,350,191.4,158.6,0,191.4,373.75,,520.336,14.803,513.047,100.3108333,6.898,292.695
US,2008,    Carrizo Oil & Gas Inc,CRZO,11.70333333,0.51,,67.16,98.2,7.74,99.74,7.8,250,179,71,0.173,0.307,565.15,,475.961,18.308,392.736,83.764,7.869,216.229
US,2007,    Carrizo Oil & Gas Inc,CRZO,7.9852,0.6602,,43.95,69.71,6.86,71.42,6.77,145,34,111,2.251,252.25,0,0,254.501,16.531,248.433,57.9365,6.536,122.598
US,2006,    Carrizo Oil & Gas Inc,CRZO,5.3451,0.6986,,27.879,63.21,7.11,63.62,6.56,300,188.8,65,1.508,3,185.352,0,188.758,7.195,166.798,34.99466667,1.638,73.912
US,2005,    Carrizo Oil & Gas Inc,CRZO,4.388,0.641,,22.482,55.94,7.65,56.36,7.9,,154.85,,,,,,149.294,7.925,103.058,25.10133333,1.343,44.681
US,2004,    Carrizo Oil & Gas Inc,CRZO,3.797166667,0.8465,,17.704,41,6.14,,,30,18,12,0.09,18.032,46.839,0,62.974,9.118,54.621,18.2215,1.459,28.066
US,2003,    Carrizo Oil & Gas Inc,CRZO,3.407762557,1.232876712,,13.04931507,28.9,5.35,,,30,7,23,1.037,7.122,26.991,0,35.15,8.714,18.069,11.7255,1.395,17.098
US,2002,    Carrizo Oil & Gas Inc,CRZO,3.291166667,1.099,,13.153,24.94,3.5,,,30,8.5,21.5,0,,,0,39.495,8.381,12.922,10.53466667,1.393,12.826
US,2001,    Carrizo Oil & Gas Inc,CRZO,2.461745,0.438,,12.14247,24.28,5.04,,,10,7.166,0.62,0,,,0,38.188087,6.857,17.858,9.833333333,1.158,13.754
US,2000,    Carrizo Oil & Gas Inc,CRZO,2.691606667,0.198,,14.96164,27.81,3.9,,,10,5.65,5.26,0,,,0,34.5558,6.397,10.992,8.229,1.017,10.351
US,1999,    Carrizo Oil & Gas Inc,CRZO,1.967168833,0.49,,8.863013,16.6,2.23,,,25,5.876,19.124,,,,,37.170007,4.877,11.323,6.764166667,0.997,7.03
US,1998,    Carrizo Oil & Gas Inc,CRZO,,,,,12.3,2.31,,,25,,,,,,,,3.647,10.155,5.3395,1.112,9.097
US,2018,    Chesapeake Energy Corp,CHK,520.5479452,90.4109589,52.05479452,2279.452055,57.42,3,67.25,2.99,3000,419,3000,381,1479,1208,5100,15890,318.8,5616.162,1448,195.5,3314
US,2017,    Chesapeake Energy Corp,CHK,547.9452055,90.4109589,57.53424658,2405.479452,53.19,2.75,51.03,2.76,3800,781,3800,53,1825,3915,4188,19954,478.8,8600,1912,285.8,4980
US,2016,    Chesapeake Energy Corp,CHK,636.6120219,90.16393443,65.57377049,2866.120219,43.58,2.2,40.65,2.05,4000,,4000,506,644,3381,5458,9989,625.5,6496,1708,334.5,5126
US,2015,    Chesapeake Energy Corp,CHK,679.4520548,115.0684932,76.71232877,2931.506849,66.91,2.72,45.77,2.31,4000,,3984,381,2770,2232,4323,9706,497.2,6041,1504,373.6,5329
US,2014,    Chesapeake Energy Corp,CHK,706.8493151,115.0684932,90.4109589,3000,85.04,3.97,89.41,4.14,4000,,3985,396,2744,2516,6100,11756,687.1,10692,2469,427.8,8615
US,2013,    Chesapeake Energy Corp,CHK,668.4931507,112.6027397,57.26027397,3000,92.53,2.23,95.17,2.22,4500,428,3644,0,2566,5414,5250,13230,722.8,11734,2678,378.4,8584
