exchange,year,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT,OIL_RESERVE,GAS_RESERVE,OilGas_reserve,OIL_DEVELOPED_RESV,GAS_DEVELOPED_RESV
US,1999,    Devon Energy Corp,DVN,239.912,87.003,14.003,833.433,17.67,2.06,,,,,,,,,,,564.534,2949.627,1056.1385,353.251,2500.985
US,1998,    Devon Energy Corp,DVN,98.68000031,32.61000061,5.311999798,364.5599976,12.10000038,1.75,,,,,,,,,,,268.1359863,1476.994019,514.302002,199.1269989,1282.447021
US,2018,    Diamondback Energy Inc,FANG,130.439,94.15616438,20.45205479,94.98356164,51.2,1.72,54.66,1.76,6500,1900.5,1160.5,,,,,4464.338,817.227,1048.649,992.001,528.56,705.084
US,2017,    Diamondback Energy Inc,FANG,79.224,58.67945206,11.11232877,56.60273973,48.94,2.65,48.75,2.53,5397,490.5,1709.5,,,,,1477.347,287.79,285.369,335.351,176.658,190.74
US,2016,    Diamondback Energy Inc,FANG,43.031,31.58994809,6.555849727,29.31268306,40.8,,40.7,2.1,2500,120.5,1154.5,,,,,1105.912,176.308,174.896,205.457333,101.537,105.399
US,2015,    Diamondback Energy Inc,FANG,33.098,24.87982192,4.596227397,21.72941644,60.63,,44.68,2.47,2500,45.5,904.5,,,,,487.807,131.982855,149.502744,156.89998,75.987751,96.871109
US,2014,    Diamondback Energy Inc,FANG,19.474,14.74404,2.74518,11.90662,85.42,,83.48,4.15,610,223.5,386.5,,,223.5,450,673.5,94.231521,111.60526,112.8323977,55.107263,68.264113
US,2013,    Diamondback Energy Inc,FANG,7.321,5.54177,0.98926,4.74109,89.75,,93.32,3.61,225,,215,,,,,460,53.306576,61.679496,63.586492,24.763458,31.428756
US,2012,    Diamondback Energy Inc,FANG,2.946,2.07202,0.50168,2.28361,79.68,,86.88,2.85,250,135,115,0.145,0.193,0,0,0.338,34.448288,34.570148,40.20997933,10.188807,12.864941
US,2011,    Diamondback Energy Inc,FANG,1.658,1.23133,0.23785,1.13326,92.15,,92.24,3.98,,,,,85,,,,23.150033,20.551465,26.57527717,5.21281,5.285945
US,2010,    Diamondback Energy Inc,FANG,1.136,0.77978,0.22216,0.899575,76.51,,76.51,4.32,,,,,,,,,24.383028,21.66272,27.99348133,4.412766,4.2553
US,2009,    Diamondback Energy Inc,FANG,0.771,0.468725,0.195511,0.70367,49.32,3.64,,,,,,,,,,,36.753165,27.48182,41.33346833,2.545592,2.45375
US,2008,    Diamondback Energy Inc,FANG,0.66,0.5578,,0.66733,81.69,7.64,,,,,,,,,,,2.522065,2.94513,3.01292,2.522065,2.94513
US,2007,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2006,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2005,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2004,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2003,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2002,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2001,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2000,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,1999,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,1998,    Diamondback Energy Inc,FANG,,,,,,,,,,,,,,,,,,,,,
US,2018,    EOG Resources Inc,EOG,719.2,399.9,116.1,1219,,,65.21,2.92,2000,0,2000,900,1750,1250,2140,6040,2146.641,4687.2,2927.846,1054.171,2963.8
US,2017,    EOG Resources Inc,EOG,608.9,336.7,88.4,1103,,,50.91,2.29,2000,0,2000,350,1900,750,3390,6390,1816.446,4263.1,2526.97,901.108,2779.3
US,2016,    EOG Resources Inc,EOG,560,282.5,81.6,1175,,,41.76,1.73,2000,0,2000,600,1250,1750,3390,6979.779,1593.951,3317.9,2146.933,516.625,2082.4
US,2015,    EOG Resources Inc,EOG,572.2,284.4,77,1265,,,47.53,2.3,2000,,2000,400,950,1900,3140,6648.911,1480.471,3825.9,2118.117,445.202,2528.3
US,2014,    EOG Resources Inc,EOG,594.7,288.9,80.3,1353,,,92.58,3.88,2000,,2000,500,1000,1250,3140,5903.354,1606.818,5342.6,2497.256,495.148,3528.3
US,2013,    EOG Resources Inc,EOG,510.1,220.4,65.2,1347,,,103.2,3.42,2000,,2000,500,900,950,3540,5890,1277.746,5044.8,2118.543,391.056,3213.4
US,2012,    EOG Resources Inc,EOG,466.4,157.9,55.9,1516,,,97.77,2.83,2000,0,2000,400,1000,1000,3890,6290,1020.781,4739.5,1810.698,453.243,2979.5
US,2011,    EOG Resources Inc,EOG,422.7,113.4,42.4,1602,,,92.79,3.83,2000,,2000,0,900,900,3240,5040,745.281,7850.9,2053.763,350.118,4155.6
US,2010,    EOG Resources Inc,EOG,386.4,74.7,30.4,1688,,,74.29,3.93,2000,,2000,220,400,1000,3640,5260,537.831,8470.2,1949.535,270.017,4457.8
US,2009,    EOG Resources Inc,EOG,352.9,55.2,23.6,1645,,,54.46,3.42,1000,,1000,37,220,550,1990,2797,313,8898.1,1796.019,204.177,4633.2
US,2008,    EOG Resources Inc,EOG,331.3333333,45.5,16,1619,,,88.18,7.51,1000,,1000,37,220,400,1240,1897,225.032,7339.2,1448.232,176.844,5552.3
US,2007,    EOG Resources Inc,EOG,288.4,31.2,12.2,1470,,,68.69,5.69,1000,,1000,0,75,220,890,1185,179.334,6669.1,1290.850667,137.411,5150.5
US,2006,    EOG Resources Inc,EOG,260.23,28.1,9.3,1337,,,62.38,5.74,600,,600,0,125,318.442,290,733.442,117.762,6094.9,1133.578667,95.163,4207.4
US,2005,    EOG Resources Inc,EOG,238.8,28.6,7.5,1216,,,54.63,6.62,600,,600,126.075,348.992,220,290,985.067,106.17,5557.4,1032.403333,86.447,3964.3
US,2004,    EOG Resources Inc,EOG,205.5,27.4,5.6,1036,40.22,4.86,40.22,4.86,750,,600,166.8,400.822,0,510,1077.622,99.959,5047,941.1256667,78.91,3743.5
US,2003,    EOG Resources Inc,EOG,186.1666667,23.2,3.8,955,,,29.92,4.4,750,,750,198.05,376.87,173.952,360,1108.872,95.263,4644.8,869.3963333,69.545,3068.4
US,2002,    EOG Resources Inc,EOG,181,23.3,3.7,924,,,24.56,2.6,750,,750,0,511.18,273.952,360,1145.132,85.215,4090.6,766.9816667,61.656,2897.2
US,2001,    EOG Resources Inc,EOG,183.3,25.8,4,921,24.83,3.81,,,600,,600,0,195.147,226.87,433.952,855.969,72.134,3796.5,704.884,56.172,2796.6
US,2000,    EOG Resources Inc,EOG,183.5333333,27.5,4.7,908,29.57,3.49,,,775,,775,105,40,100,,,73.402,3380.6,636.8353333,50.794,2185
US,1999,    EOG Resources Inc,EOG,183.2333333,23.5,3.4,938,17.03,1.94,,,1300,,1300,1,105,100,,,72.506,3175.3,601.7226667,52.591,2147.8
US,1998,    EOG Resources Inc,EOG,190.433334,24.700001,3.9,971,12.66,1.78,,,,,,,,,,,104.57,5228.899902,976.053345,78.764,2507.5
US,2018,    EP Energy Corp,EPEG,80.7,45.82465753,14.32054795,123.0493151,60.37,1.96,62.34,1.66,1360,40,510,,,,,8818,228.711,574,324.5,161.143,434
US,2017,    EP Energy Corp,EPEG,82.3,46.11780822,14.97260274,127.0027397,53.5,2.47,48.23,2.32,1400,,786,,,250,2019,8165,283.342,652,392.1,156.271,372
US,2016,    EP Energy Corp,EPEG,87.6,46.74246575,14.74794521,158.3534247,74.88,2.19,38.24,1.95,1500,,1111,,,2158,1301,7714,310.358,732,432.4,147.02,346
US,2015,    EP Energy Corp,EPEG,109.7,60.48767123,14.70136986,206.939726,82.18,3.59,44.28,2.27,2750,,1600,,,3222,1150,9741,389.616,938,546,168.246,530
US,2014,    EP Energy Corp,EPEG,97.7,54.75342466,11.27671233,190.230137,88.77,3.34,85.31,3.76,,,,,,,,,415.039,1243,622.2,160.87,464
US,2013,    EP Energy Corp,EPEG,92,38,8,281,97.72,3.02,94.97,3.31,2500,303,2200,,,1178,3250,4428,370.932,1130,559.1,103.584,543
US,2012,    EP Energy Corp,EPEG,123,26.5451,5.7288,548.1042,97.69,4.49,93.28,2.54,,,,,,,,4695,292.725,1795,591.8916667,67.156,1257
US,2011,    EP Energy Corp,EPEG,140,17.3699,4.4493,706.7505,90.23,5.34,91.4,4.04,,,,,,,,851,194.315,2647,635.4816667,54.234,1569
US,2010,    EP Energy Corp,EPEG,130,14.0028,5.4685,665.1397,71.13,4.97,72.83,4.32,,,,,,,,,114.945,2481,528.445,,
US,2009,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2008,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2007,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2006,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2005,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2004,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2003,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2002,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2001,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2000,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,1999,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,1998,    EP Energy Corp,EPEG,,,,,,,,,,,,,,,,,,,,,
US,2018,    EQT Corp,EQT,679.3114155,1.863013699,44.24383562,3799.227397,,2.89,52.7,2.96,2500,800,2500,704.7,1795.4,771.3,1453.5,4724.9,168.554,20805.452,3636.129333,113.038,10887.953
US,2017,    EQT Corp,EQT,405.2593607,2.717808219,49.08219178,2120.756164,,2.89,40.7,2.83,2500,1300,2500,8,1711.2,1524,2375,5618.2,269.238,19830.236,3574.277333,190.901,10152.543
US,2016,    EQT Corp,EQT,345.6115665,1.991803279,32.37431694,1867.472678,,2.41,34.73,1.97,2250,0,2250,0,1408,785.2,1125,3318.2,196.09,12331.867,2251.401167,128,6074.958
US,2015,    EQT Corp,EQT,275.3789954,2.035616438,23.52876712,1498.887671,,2.91,38.7,2.31,2250,0,2250,0,708,711.2,1399,2818.2,144.381,9110.311,1662.766167,104.428,5652.989
US,2014,    EQT Corp,EQT,217.4694064,1.230136986,18.53150685,1186.246575,,4.76,78.51,4.38,1500,,1500,166.011,2.993,1408,1410.2,2988.9,160.499,9775.954,1789.824667,94.835,4257.377
US,2013,    EQT Corp,EQT,172.68,0.74,12.72,955.32,,3.61,85.82,3.66,1500,,1500,11.162,169.004,708,1610.2,2501.516,131.118,7561.561,1391.378167,69.729,3567.313
US,2012,    EQT Corp,EQT,121.2991667,0.721,9.519,666.355,,3.64,83.95,2.83,1500,0,1500,23.2,177.173,2.993,2318.2,2526.173,3.199,5985.758,1000.825333,3.199,2779.187
US,2011,    EQT Corp,EQT,91.90415,0.5699,8.4274,497.4411,,4.76,81.58,4.21,1500,0,1500,219.3,34.366,169.004,2318.2,2740.885,2.931,5347.386,894.162,2.931,2948.546
US,2010,    EQT Corp,EQT,64.12417,0.32877,7.4301,338.1918,,4.99,70.23,4.44,1500,53.7,1446.3,6,210,165,1568.2,1949.2,2.307,5205.692,869.9223333,2.307,2520.569
US,2009,    EQT Corp,EQT,47.88086333,0.27123,6.0795,249.1808,,3.72,49.46,,1500,5,1495,0,206,15,1728.2,1949.2,2.016,4056.059,678.0258333,2.016,2061.353
US,2008,    EQT Corp,EQT,41.36293,0.28493,,246.468,,5.25,74.45,,1500,319.9,1180.1,4.3,6,210,1033.2,1253.5,2.125,3097.26,518.335,2.125,1881.767
US,2007,    EQT Corp,EQT,37.95666667,0.33,,225.76,,4.89,62.06,,1500,450,1050,0,4.3,206,543.2,753.5,2.091,2669.865,447.0685,2.091,1746.095
US,2006,    EQT Corp,EQT,37.15433333,0.306,,221.09,,4.79,58.35,,1500,,1500,10,4.3,6,743.2,763.5,1.635,2487.545,416.2258333,1.635,1715.775
US,2005,    EQT Corp,EQT,35.96266667,0.296,,214,,5.13,53.07,,1000,,1000,3,10,4.3,749.134,766.434,1.008,2359.2,394.208,1.008,1666.99
US,2004,    EQT Corp,EQT,33.207,0.227,,197.88,,4.45,37.38,,500,,500,10.6,14.335,4.3,599.134,628.351,1.019,2102.539,351.4421667,1.019,1625.295
US,2003,    EQT Corp,EQT,31.9265,0.227,,190.197,,3.91,26.08,,500,,500,21.3,14.75,11.307,606.09,,0.55,2064.126,344.571,0.55,1580.474
US,2002,    EQT Corp,EQT,31.01966667,0.348,,184.03,,3.47,20.78,,500,,500,24.3,30.5,13,403.5,,1.432,2131.821,356.7355,1.432,1573.278
US,2001,    EQT Corp,EQT,30.78216667,1.236,,177.277,,3.75,17.82,,650,,650,,44.8,13,,,1.563,2072.871,347.0415,1.563,1490.093
US,2000,    EQT Corp,EQT,41.14916667,1.362,,238.723,,2.87,21.75,,650,,650,10.1,24.3,30.5,,,6.867,2164.63,367.6386667,6.867,1563.076
US,1999,    EQT Corp,EQT,33.21883333,2.932,,181.721,,2.39,15.53,,500,,500,0,10.1,44.8,,,9.932,1146.433,201.0042,7.996,965.969
US,1998,    EQT Corp,EQT,31.10115,2.729,,170.2329,,2.41,13.59,,,,,,,,,,9.826,899.881,159.8062,8.331,780.817
US,2018,    EXCO Resources Inc,XCOOQ,48.82237443,3.717808219,,270.6273973,66.78,2.86,66.78,2.85,250,156.406,81.6,,,,,1401.281,13.302,580.781,110.0988333,13.302,580.781
US,2017,    EXCO Resources Inc,XCOOQ,39.76438356,3.17260274,,219.5506849,49.67,2.46,49.82,2.51,150,,0.605,,,,,1362.5,9.412,510.451,94.48716667,9.412,510.451
US,2016,    EXCO Resources Inc,XCOOQ,47.56056466,4.833333333,,256.363388,47.29,2.17,38.05,1.93,285,228.592,46.2,,,,,1308.538,10.168,415.719,79.4545,10.168,415.719
US,2015,    EXCO Resources Inc,XCOOQ,56.45628415,6.398907104,,300.3442623,64.01,2.8,43.89,2.06,375,67,301,,,,,1370.279,20.439,784.674,151.218,10.168,364.932
US,2014,    EXCO Resources Inc,XCOOQ,61.98166667,6.13,0.61,331.45,,,87.8,3.79,900,202.492,690.9,,,,,1446.535,18.128,1155.028,210.6326667,14.816,502.314
US,2013,    EXCO Resources Inc,XCOOQ,73.93,3.25,0.67,420.06,,,93.8,3.35,,1110.9,246.6,,,,,1890.778,17.961,1016.479,187.3741667,13.362,657.116
US,2012,    EXCO Resources Inc,XCOOQ,86.48166667,1.92,1.39,499.03,,,88.24,2.53,,1100,185.4,,,1107.5,750,1857.5,12.209,936.132,168.231,9.155,917.326
US,2011,    EXCO Resources Inc,XCOOQ,83.43,2.03,,488.4,,,91.01,3.85,1600,1168.7,431.3,,,,,1887.828,6.354,1291.464,221.598,4.565,955.522
US,2010,    EXCO Resources Inc,XCOOQ,51.13933333,1.88,,295.556,,,76.18,4.29,1000,549,451,,,,,1588.269,7.358,1454.953,249.8501667,4.633,793.777
US,2009,    EXCO Resources Inc,XCOOQ,58.51666667,4.3,,325.3,,,53.72,3.93,1300,747.6,552.4,,,,,1196.277,5.518,925.728,159.806,3.505,622.16
US,2008,    EXCO Resources Inc,XCOOQ,,,,,,,,,2500,2300,200,,,,,3019.738,,,,,
US,2007,    EXCO Resources Inc,XCOOQ,55.38333333,4.507,,305.258,,,71.17,6.81,2200,1660.5,539.5,,,,,2099.171,41.86,1739.55,310.855,30.36,1228.736
US,2006,    EXCO Resources Inc,XCOOQ,22.65666667,2.51,,120.88,,,62.27,6.77,1500,990,510,6.5,12.806,2057.914,0,2077.22,16.155,1126.602,203.922,11.29,665.263
US,2005,    EXCO Resources Inc,XCOOQ,10.69833333,1.345,,56.12,,,53.35,8.59,145,100,45,,,,,,6.822,401.03,73.66033333,5.534,324.326
US,2004,    EXCO Resources Inc,XCOOQ,,,,,,,,,250,,202.3,,47.396,,,,,,,,
US,2003,    EXCO Resources Inc,XCOOQ,,,,,,,,,124,,,,,,,,,,,,
US,2002,    EXCO Resources Inc,XCOOQ,,,,,,,,,,,,,,,,,,,,,
US,2001,    EXCO Resources Inc,XCOOQ,,,,,,,,,,,,,,,,,,,,,
US,2000,    EXCO Resources Inc,XCOOQ,,,,,,,,,,,,,,,,,,,,,
US,1999,    EXCO Resources Inc,XCOOQ,,,,,,,,,,,,,,,,,,,,,
US,1998,    EXCO Resources Inc,XCOOQ,,,,,,,,,,,,,,,,,,,,,
US,2018,    Encana Corp,ECA,361.2,89.9,78.2,1158,56.84,2.76,64,2.25,4000,,4000,500,600,0,3111,4211,632.5,3499,1215.666667,271,2002
US,2017,    Encana Corp,ECA,313.2,76.3,52.8,1104,49.76,2.42,49.1,2.37,4500,,4500,0,500,600,3111,4211,375,2519,794.8333333,187,1325
US,2016,    Encana Corp,ECA,352.7,73.7,48.4,1383,48.68,2.1,38.61,1.93,4500,,4500,0,500,600,3111,4211,306,2902,789.6666667,139.9,1853
US,2015,    Encana Corp,ECA,405.9,87,46.4,1635,49.68,3.89,43.35,2.69,4500,650,3850,0,0,1150,4200,5350,288.8,3064,799.4666667,166.1,2223
US,2014,    Encana Corp,ECA,478.5,49.4,37.4,2350,86.03,4.59,81.71,4.78,4000,,2700,0,700,2424,4200,7340,361.7,5494,1277.366667,205.5,3887
US,2013,    Encana Corp,ECA,516.7333333,25.8,28.1,2777,67.75,4.09,67.3,3.57,4500,,4499,1000,0,1405,4700,7105,220.8,7852,1529.466667,116.3,5363
US,2012,    Encana Corp,ECA,527.8333333,31,,2981,75.12,4.82,75.12,2.83,5000,,4999,500,1000,700,5454,7654,210,8792,1675.333333,90.9,5613
US,2011,    Encana Corp,ECA,579.5,24,,3333,85.36,4.96,85.36,4.96,5000,,4899,492,1500,0,6137,8129,133.2,12840,2273.2,64,6809
US,2010,    Encana Corp,ECA,553.4536667,22.787,,3184,66.12,5.48,66.72,4.47,4500,,,500,500,1000,4400,7657,92.5,13300,2309.166667,48.9,6810
US,2009,    Encana Corp,ECA,500.5303333,27.197,,2840,48.14,7.03,48.15,3.73,4300,,,200,500,1500,4400,6600,76.7,11062,1920.366667,50.9,6498
US,2008,    Encana Corp,ECA,799.2846667,133.58,26.038,3838,80.73,8.06,84.38,7.99,4500,,,250,700,747,4900,6597,1005.6,13678,3285.266667,368.3,8665
US,2007,    Encana Corp,ECA,753.6653333,134.154,25.178,3566,44.85,7.22,47.9,5.89,4600,,,71,450,995,5400,6916,927.2,13300,3143.866667,326.5,8236
US,2006,    Encana Corp,ECA,718.4396667,132.602,24.671,3367,38.51,6.72,41.83,6.25,3900,,,0,321,804,3400,4525,1133.4,12418,3203.066667,700.8,7682
US,2005,    Encana Corp,ECA,719.4153333,156,25.582,3227,28.87,7.14,34.15,7.46,,,,,,,,4494,1120.6,11784,3084.6,454.9,7231
US,2004,    Encana Corp,ECA,,,,,,,,,3700,,,146,,,4500,5040,,,,,
US,2003,    Encana Corp,ECA,591.39502,142.326004,23.569,2553,13.86,4.77,23.25,4.87,3000,,,73,219,71,2917,3280,957.200012,8411,2359.032959,464.100006,5830
US,2002,    Encana Corp,ECA,478.809998,117.218002,20.259001,2048,15,2.93,21.51,2.87,2696.700508,,,134.5177665,314.7208122,390.2284264,3930.203046,3992.385787,836.200012,7666,2113.866943,434,5594
US,2001,    Encana Corp,ECA,646.025024,250.024994,,2376,25.95,5.02,25.55,5.7,1098.832098,,,100.464649,125.5808113,188.3712169,992.7163129,1281.552179,327.799988,3747,952.299988,281.799988,3087
US,2000,    Encana Corp,ECA,459.8173,150.484,,1856,32.49,4.74,34.27,4.86,199.7336884,,,99.86684421,166.4447403,199.7336884,216.3781625,707.2569907,388.399994,3568,983.067017,300,2919
US,1999,    Encana Corp,ECA,,,,,,,,,207.33983,,,,199.5300297,138.2265533,362.8447025,767.8485037,,,,,
US,1998,    Encana Corp,ECA,,,,,,,,,,,,,,,,,,,,,
US,2018,    Extraction Oil & Gas Inc,XOG,76.019,40.217,14.411,128.347,48.04,2.36,57.27,2.25,,,,,,,,,230.6963,703.2685,347.9077,173.528,316.499
US,2017,    Extraction Oil & Gas Inc,XOG,51.764,26.284,10.687,88.754,41.67,2.9,43.77,2.85,,,,,,,,,188.381,626.169,292.7425,130.02,222.236
US,2016,    Extraction Oil & Gas Inc,XOG,29.891,14.44644809,6.240437158,55.2226776,40.59,2.81,36.7,2.41,,,,,,,,,153.443,507.7354,238.0655667,30.512,107.918
US,2015,    Extraction Oil & Gas Inc,XOG,19.4083,10.80986301,3.656438356,29.65205479,53.29,2.82,39.8,2.4,,,,,,,,,109.8832,292.5839,158.6471833,21.3069,53.0117
US,2014,    Extraction Oil & Gas Inc,XOG,4.9083,2.800547945,0.891232877,7.29890411,77.66,3.49,73.82,3.47,,,,,,,,,64.6159,166.4161,92.35191667,13.9144,35.5801
US,2013,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2012,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2011,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2010,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2009,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2008,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2007,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2006,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2005,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2004,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2003,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2002,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2001,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2000,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,1999,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,1998,    Extraction Oil & Gas Inc,XOG,,,,,,,,,,,,,,,,,,,,,
US,2018,    Goodrich Petroleum Corp,GDPMQ,11.75616438,0.594520548,,66.96986301,59.27,2.94,67.93,2.99,40.4,40.4,0,0,85.664,0,0,85.664,1.441,470.937,79.93,1.441,92.118
US,2017,    Goodrich Petroleum Corp,GDPMQ,5.547945205,0.832876712,,28.28219178,50.61,2.94,50.9,2.89,40.4,40.4,0,0,58.664,16.723,0,75.387,2.13,415.224,71.334,2.13,52.861
US,2016,    Goodrich Petroleum Corp,GDPMQ,3.830601093,1.300546448,,15.17759563,40.8,1.47,40.8,1.47,40.4,40.4,0,0,75.315,0,0,75.315,2.815,286.038,50.488,2.815,21.872
US,2015,    Goodrich Petroleum Corp,GDPMQ,7.306849315,3.660273973,,21.8739726,89.13,1.79,48.5,1.79,75,27,48,429.468,0,0,0,429.468,3.834,31.851,9.142,3.834,31.851
US,2014,    Goodrich Petroleum Corp,GDPMQ,11.48,4.64,,41.04,89.61,4.03,90.08,3.75,600,121,109,0,180.804,0,281.692,462.496,28.143,104.832,45.61483,10.719,60.708
US,2013,    Goodrich Petroleum Corp,GDPMQ,12.69333333,3.67,,54.14,98.7,3.38,101.96,3.35,600,0,270,51.816,,180.375,275.429,507.62,20.431,329.616,75.367,10.1,117.184
US,2012,    Goodrich Petroleum Corp,GDPMQ,14.345,3,,68.07,106.98,5.5,99.91,2.86,600,95,115,0,218.5,275.429,,493.929,13.189,253.981,55.51933,6.447,119.671
US,2011,    Goodrich Petroleum Corp,GDPMQ,18.275,1.76,,99.09,96.23,4.7,91.34,3.92,275,102.5,172.5,0,,218.5,275.429,548.612,13.516,408.707,81.63383333,6.532,169.344
US,2010,    Goodrich Petroleum Corp,GDPMQ,15.39497717,0.4109589,,89.90410959,76.59,4.91,,4.16,175,,175,175,,218.5,,346.257,1.618,454.189,77.31616667,0.746,187.417
US,2009,    Goodrich Petroleum Corp,GDPMQ,13.60593603,0.4136986,,79.1534246,53.65,3.55,,,175,0,175,0,175,0,218.5,393.5,0.877,415.301,70.09383333,0.431,162.935
US,2008,    Goodrich Petroleum Corp,GDPMQ,11.03923333,0.4575,,63.4904,97.7,8.59,,,350,,350,0,500,0,0,226.723,1.983,390.449,67.05783333,0.387,150.174
US,2007,    Goodrich Petroleum Corp,GDPMQ,7.300933332,0.3233,,41.8658,71.83,6.69,,,170,40.5,129.5,0,40.5,175,0,215.5,1.81,346.93,59.63166667,0.282,108.077
US,2006,    Goodrich Petroleum Corp,GDPMQ,7.23466667,1.298,,35.62,57.12,6.66,,,150,26.5,123.5,0,0,201.5,0,201.5,3.201,187.012,34.36966667,1.862,76.679
US,2005,    Goodrich Petroleum Corp,GDPMQ,3.965833333,1.118,,17.087,29.91,8.62,,,75,,75,0,0,30,0,30,4.973,142.963,28.80016667,1.796,56.7
US,2004,    Goodrich Petroleum Corp,GDPMQ,3.492833376,1.299000025,,13.16300011,32.34999847,6.119999886,,,32,27,5,0,0,27,0,27,5.588859081,67.68244934,16.86926651,2.22825408,24.36177254
US,2003,    Goodrich Petroleum Corp,GDPMQ,2.858,1.327,0,9.186,29.64,5.34,,,28,20,8,0,20,0,0,20,7.805,0.030903,12.956,3.601,0.023429
US,2002,    Goodrich Petroleum Corp,GDPMQ,2.364333333,1.237,,6.764,25.19,3.09,,,25,18.5,6.5,,,,,,7.44,29.069,12.285,2.557,15.203
US,2001,    Goodrich Petroleum Corp,GDPMQ,3.33941,1.593644,0,10.47459,24.67,3.97,,,25,24.5,0.5,0,24.5,0,0,24.5,8.75,33.957,14.4095,3.4,16.692
US,2000,    Goodrich Petroleum Corp,GDPMQ,3.116673946,1.566481948,,9.301153183,25.54999924,3.950000048,,,30,22.965,7.034999847,,,,,22.965,6.789000034,29.51099968,11.70750046,3.196000099,22.25200081
US,1999,    Goodrich Petroleum Corp,GDPMQ,2.418862104,1.080662966,,8.029191971,16.87999916,2.410000086,,,27.10000038,27.090617,0.009383,3.599999905,25.40699959,13.34799957,,,5.859000206,20.84900093,9.333833694,3.180000067,13.94499969
US,1998,    Goodrich Petroleum Corp,GDPMQ,2.138553858,0.867857516,,7.624177933,11.88000011,2.180000067,,,,,,,,,,,3.092000008,28.1439991,7.782666683,2.26699996,21.4810009
US,2018,    Gulfport Energy Corp,GPOR,226.715,7.67,16.42,1215.732,58.81,2.49,63.48,2.53,1400,,1083.4,0.651,46.29,351.416,1719.792,2118.149,101.57,4133.889,790.5515,50.38,1813.184
US,2017,    Gulfport Energy Corp,GPOR,181.526,7.07,14.614,959.07,46.99,2.49,48.29,2.42,1200,0,759,0.622,1.233,1.353,2070.516,2073.724,94.923,4825.31,899.1413333,46.492,1616.93
US,2016,    Gulfport Energy Corp,GPOR,120.28,5.82,10.53,623.54,35.65,2.45,38.18,1.85,700,0,209.7,0.276,1.108,1.361,1618.304,1593.599,25.673,2167.068,386.851,19.181,744.797
