year,ticker,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION
2013,WLL,73.9,7.6,73.6
2012,WLL,63.11,7.65,70.49
2011,WLL,55.8904,7.65,72.3288
2010,WLL,52.1,7.65,75.1
2009,WLL,42.19,7.65,80.27
2008,WLL,33.97,7.65,83.28
2007,WLL,26.3,7.65,84.38
2006,WLL,26.84,7.65,87.94
2005,WLL,19.17,7.65,83.01
2004,WLL,10.13,7.65,68.76
2003,WLL,14.24628,7.65,120.124
2002,WLL,6.301,7.65,58.630001
2001,WLL,5.753425,7.65,54.246574
2000,WLL,5.753425,7.65,54.246574
1999,WLL,5.753425,7.65,54.246574
1998,WLL,5.753425,7.65,54.246574
2018,BP/,2091.0,100.0,8660.0
2017,BP/,2163.0,97.0,7744.0
2016,BP/,1958.0,97.0,7075.0
2015,BP/,1907.0,97.0,7146.0
2014,BP/,1927.0,97.0,7100.0
2013,BP/,2013.0,97.0,7061.0
2012,BP/,2056.0,97.0,7393.0
2011,BP/,2157.0,97.0,7518.0
2010,BP/,2374.0,97.0,8401.0
2009,BP/,2535.0,97.0,8485.0
2008,BP/,2401.0,97.0,8334.0
2007,BP/,2414.0,97.0,8143.0
2006,BP/,2475.0,97.0,8417.0
2005,BP/,2562.0,97.0,8424.0
2004,BP/,2531.0,97.0,8503.0
2003,BP/,2121.0,97.0,8613.0
2002,BP/,1771.0,97.0,8707.0
2001,BP/,1931.0,97.0,8632.0
2000,BP/,1928.0,97.0,7609.0
1999,BP/,2061.0,97.0,6067.0
1998,BP/,2049.0,97.0,5808.0
1997,BP/,1930.0,97.0,5858.0
2018,CVE,368.91,26.539,528.0
2017,CVE,342.7030000000001,18.000999999999994,659.0
2016,CVE,204.722,1.064,394.0
2015,CVE,203.187,1.148,431.0
2014,CVE,198.045,1.06,468.0
2013,CVE,173.581,0.901,506.0
2012,CVE,159.265,0.835,568.0
2011,CVE,127.867,0.935,633.0
2010,CVE,128.016,1.171,737.0
2009,CVE,120.632,1.206,837.0
2008,CVE,120.632,1.206,837.0
2007,CVE,120.632,1.206,837.0
2006,CVE,120.632,1.206,837.0
2005,CVE,120.632,1.206,837.0
2004,CVE,120.632,1.206,837.0
2003,CVE,120.632,1.206,837.0
2002,CVE,120.632,1.206,837.0
2001,CVE,120.632,1.206,837.0
2000,CVE,120.632,1.206,837.0
1999,CVE,120.632,1.206,837.0
1998,CVE,120.632,1.206,837.0
1997,CVE,120.632,1.206,837.0
2018,CVX,1782.0,,6889.0
2017,CVX,1723.0,,6032.0
2016,CVX,1719.0,,5252.0
2015,CVX,1744.0,,5269.0
2014,CVX,1709.0,,5167.0
2013,CVX,1731.0,,5192.0
2012,CVX,1764.0,,5074.0
2011,CVX,1849.0,,4941.0
2010,CVX,1923.0,,5040.0
2009,CVX,1872.0,,4989.0
2008,CVX,1676.0,,5125.0
2007,CVX,1783.0,,5019.0
2006,CVX,1759.0,,4956.0
2005,CVX,1701.0,,4233.0
2004,CVX,1710.0,,3958.0
2003,CVX,1808.0,,4292.0
2002,CVX,1897.0,,4376.0
2001,CVX,1959.0,,4417.0
2000,CVX,1997.0,,4466.0
1999,CVX,1127.0,,2512.6
1998,CVX,1107.3,,2392.6
1997,CVX,1107.3,,2392.6
2018,386,790.4383562,,2677.589041
2017,386,790.4383562,,2677.589041
2016,386,831.5342466,,2098.958904
2015,386,957.4520548,,2013.123288
2014,386,988.3,,1962.6
2013,386,911.1,,1808.7
2012,386,899.0,,1638.0
2011,386,880.0,,1417.0
2010,386,880.0,,1417.0
2009,386,898.0,,819.0
2008,386,813.0,,803.0
2007,386,813.0,,803.0
2006,386,781.0,,703.0
2005,386,764.0,,608.0
2004,386,749.0,,567.0
2003,386,742.356018,,514.2470089999998
2002,386,739.177979,,489.863007
2001,386,737.424988,,446.027008
2000,386,676.0,,219.0
1999,386,660.0,,215.0
1998,386,687.0,,222.0
1997,386,687.0,,222.0
2018,ECOPETL,592.5,,127.9
2017,ECOPETL,545.0,,124.2
2016,ECOPETL,592.1,,125.8
2015,ECOPETL,626.5,,134.2
2014,ECOPETL,618.0,,787.002
2013,ECOPETL,651.1,,137.1
2012,ECOPETL,634.7,,689.5
2011,ECOPETL,616.0,,626.98
2010,ECOPETL,507.8,,581.8
2009,ECOPETL,426.0,,539.2
2008,ECOPETL,361.9,,486.8
2007,ECOPETL,326.6,,412.0
2006,ECOPETL,326.6,,412.0
2005,ECOPETL,326.6,,412.0
2004,ECOPETL,326.6,,412.0
2003,ECOPETL,326.6,,412.0
2002,ECOPETL,326.6,,412.0
2001,ECOPETL,326.6,,412.0
2000,ECOPETL,326.6,,412.0
1999,ECOPETL,326.6,,412.0
1998,ECOPETL,326.6,,412.0
1997,ECOPETL,326.6,,412.0
2018,ENI,887.0,,5261.0
2017,ENI,852.0,,5261.0
2016,ENI,878.0,,4807.2
2015,ENI,908.0,,4680.8
2014,ENI,828.0,,4221.88
2013,ENI,833.0,,4319.6
2012,ENI,882.0,,4500.7
2011,ENI,845.0,,4084.6
2010,ENI,997.0,,4540.0
2009,ENI,1007.0,,4373.7
2008,ENI,1026.0,,4423.5
2007,ENI,1020.0,,4144.0
2006,ENI,1079.0,,3966.0
2005,ENI,1111.0,,3595.1
2004,ENI,1034.0,,4368.0
2003,ENI,981.0,,3486.0
2002,ENI,921.0,,3306.0
2001,ENI,857.0,,3072.0
2000,ENI,748.0,,2634.0
1999,ENI,674.0,,2209.0
1998,ENI,653.0,,2176.0
1997,ENI,653.0,,2176.0
2018,EQNR,1132.0,,5874.0
2017,EQNR,1139.0,,5646.0
2016,EQNR,1144.0,,5004.0
2015,EQNR,1165.0,,4836.0
2014,EQNR,1127.0,,4806.0
2013,EQNR,1115.0,,4629.9
2012,EQNR,1137.0,,4865.604
2011,EQNR,1118.0,,4107.984
2010,EQNR,1122.0,,4298.792
2009,EQNR,1202.0,,4265.12
2008,EQNR,1200.0,,4068.7
2007,EQNR,1070.0,,3924.0
2006,EQNR,1058.0,,3900.0
2005,EQNR,704.0,,2796.0
2004,EQNR,625.0,,2122.8
2003,EQNR,737.5,,1871.0
2002,EQNR,742.466,,1800.0
2001,EQNR,754.900024,,1421.0
2000,EQNR,754.900024,,1365.0
1999,EQNR,754.900024,,1365.0
1998,EQNR,754.900024,,1365.0
1997,EQNR,754.900024,,1365.0
2018,XOM,2018.0,248.0,9405.0
2017,XOM,2028.0,255.0,10211.0
2016,XOM,2113.0,252.0,10127.0
2015,XOM,2088.0,257.0,10515.0
2014,XOM,1852.0,259.0,11145.0
2013,XOM,1943.0,259.0,11836.0
2012,XOM,2185.0,259.0,12322.0
2011,XOM,2312.0,259.0,13162.0
2010,XOM,2422.0,259.0,12148.0
2009,XOM,2387.0,259.0,9273.0
2008,XOM,2405.0,259.0,9095.0
2007,XOM,2616.0,259.0,9384.0
2006,XOM,2681.0,259.0,9334.0
2005,XOM,2523.0,259.0,9251.0
2004,XOM,2571.0,259.0,9864.0
2003,XOM,2516.0,259.0,10119.0
2002,XOM,2496.0,259.0,10452.0
2001,XOM,2542.0,259.0,10279.0
2000,XOM,2553.0,259.0,10343.0
1999,XOM,2517.0,259.0,10308.0
1998,XOM,2502.0,259.0,10617.0
1997,XOM,1599.0,259.0,6339.0
2018,GALP,94.8,,
2017,GALP,94.8,,
2016,GALP,62.3,,
2015,GALP,42.5,,
2014,GALP,28.8,,
2013,GALP,22.9,,
2012,GALP,22.9,,
2011,GALP,22.9,,
2010,GALP,22.9,,
2009,GALP,22.9,,
2008,GALP,22.9,,
2007,GALP,22.9,,
2006,GALP,22.9,,
2005,GALP,22.9,,
2004,GALP,22.9,,
2003,GALP,22.9,,
2002,GALP,22.9,,
2001,GALP,22.9,,
2000,GALP,22.9,,
1999,GALP,22.9,,
1998,GALP,22.9,,
1997,GALP,22.9,,
2018,HSE,191.8,22.9,507.0
2017,HSE,214.9,18.1,539.1
2016,HSE,228.6,14.0,555.9
2015,HSE,230.9,18.2,689.0
2014,HSE,236.6,18.2,621.0
2013,HSE,226.5,18.2,512.7
2012,HSE,209.2,18.2,554.0
2011,HSE,211.3,18.2,607.0
2010,HSE,202.6,18.2,506.8
2009,HSE,216.2,18.2,541.7
2008,HSE,256.8,18.2,594.4
2007,HSE,272.7,18.2,623.3
2006,HSE,247.6,18.2,672.3
2005,HSE,175.7,18.2,488.5
2004,HSE,183.899994,18.2,524.0
2003,HSE,186.800003,18.2,473.700012
2002,HSE,179.300003,18.2,426.600006
2001,HSE,154.399994,18.2,417.799988
2000,HSE,117.1,18.2,358.0
1999,HSE,117.1,18.2,358.0
1998,HSE,117.1,18.2,358.0
1997,HSE,117.1,18.2,358.0
2018,IMO,320.0,2.0,126.0
2017,IMO,315.0,1.0,114.0
2016,IMO,335.0,1.0,122.0
2015,IMO,317.0,1.0,125.0
2014,IMO,235.0,2.0,156.0
2013,IMO,224.0,3.0,189.0
2012,IMO,207.0,3.0,195.0
2011,IMO,200.0,4.0,228.0
2010,IMO,199.0,5.0,254.0
2009,IMO,205.0,6.0,274.0
2008,IMO,205.0,8.0,249.0
2007,IMO,216.0,12.0,404.0
2006,IMO,208.0,19.0,496.0
2005,IMO,206.0,25.0,580.0
2004,IMO,204.0,26.0,569.0
2003,IMO,203.0,22.0,457.0
2002,IMO,202.0,21.0,463.0
2001,IMO,215.0,22.0,482.0
2000,IMO,190.0,23.0,459.0
1999,IMO,213.0,24.0,413.0
1998,IMO,251.0,24.0,379.0
1997,IMO,251.0,24.0,379.0
2018,MOL,44.5,6.5,307.2
2017,MOL,37.6,7.1,325.2
2016,MOL,40.9,7.5,336.0
2015,MOL,35.2,7.1,341.4
2014,MOL,34.5,8.1,293.715
2013,MOL,38.2,7.6,346.8
2012,MOL,42.8,9.0,400.2
2011,MOL,46.4,15.4,513.6
2010,MOL,48.8,6.08,466.9
2009,MOL,43.22,4.45,312.62
2008,MOL,46.2,3.48,240.6
2007,MOL,50.1,3.48,221.65
2006,MOL,53.3,3.48,271.15
2005,MOL,55.1,3.48,250.25
2004,MOL,54.4,3.48,257.95
2003,MOL,44.4,3.48,305.5
2002,MOL,30.5,3.48,319.29
2001,MOL,22.66,3.48,313.673004
2000,MOL,29.2,3.48,315.91
1999,MOL,31.28,3.48,330.203003
1998,MOL,34.099998,3.48,376.485992
1997,MOL,34.099998,3.48,376.485992
2018,OMV,182.1,,1419.5
2017,OMV,179.73,,953.15
2016,OMV,158.07,,862.74
2015,OMV,151.78,,847.944
2014,OMV,158.36,,848.49
2013,OMV,150.41,,766.85
2012,OMV,162.192,,796.164
2011,OMV,143.011,,811.779
2010,OMV,173.424,,808.21942
2009,OMV,156.438,,753.971
2008,OMV,162.19,,788.493
2007,OMV,163.834,,881.096
2006,OMV,168.766,,870.1360000000002
2005,OMV,73.69800000000002,,284.931
2004,OMV,75.97,,299.396
2003,OMV,78.08200073,,249.5890045
2002,OMV,53.42499924,,179.7259979
2001,OMV,54.24700165,,143.2879944
2000,OMV,54.79499817,,141.095993
1999,OMV,52.60300064,,131.2330017
1998,OMV,43.2879982,,119.7259979
1997,OMV,43.2879982,,119.7259979
2018,857,2439.178082,,2430.136986
2017,857,2430.136986,,9379.178082
2016,857,2522.465753,,8971.232877
2015,857,2662.74,,8578.08
2014,857,2590.410959,,8298.082192
2013,857,2555.89,,7676.44
2012,857,2510.9,,7010.4
2011,857,2427.6,,6565.479
2010,857,2349.863,,6085.479
2009,857,2310.959,,5786.849
2008,857,2385.479,,5107.397
2007,857,2298.0821920000008,,4457.5340000000015
2006,857,2275.9,,3758.7
2005,857,2254.5,,3067.2
2004,857,2224.6,,2394.3
2003,857,2123.013916,,1893.973022
2002,857,2109.0,,1658.0
2001,857,2091.800049,,1543.699951
2000,857,2096.399902,,1384.400024
1999,857,2123.899902,,1197.5
1998,857,2137.399902,,1121.0
1997,857,2137.399902,,1121.0
2018,PETR4,2100.0,,3168.0
2017,PETR4,2195.0,,3373.0
2016,PETR4,2199.0,,3396.0
2015,PETR4,2197.0,,3360.0
2014,PETR4,2119.0,,2911.59
2013,PETR4,2040.0,,2692.8
2012,PETR4,2119.0,,2250.582000000001
2011,PETR4,2166.7,,1776.5
2010,PETR4,2149.6,,1534.8
2009,PETR4,2111.5,,1368.6
2008,PETR4,1974.6,,1605.4
2007,PETR4,1974.6,,1605.4
2006,PETR4,1920.0,,2267.0
2005,PETR4,1847.0,,2218.0
2004,PETR4,1661.0,,2154.0
2003,PETR4,1701.0,,1908.0
2002,PETR4,1535.0,,1650.0
2001,PETR4,1379.0,,1542.0
2000,PETR4,1324.0,,1452.0
1999,PETR4,1191.0,,1242.0
1998,PETR4,1051.0,,1099.0
1997,PETR4,1051.0,,1099.0
2018,REP,261.0,,2550.0
2017,REP,255.0,,2468.0
2016,REP,243.0,,2509.0
2015,REP,207.0,,1977.0
2014,REP,134.0,,1237.0
2013,REP,139.0,,1163.0
2012,REP,142.0,,1068.0
2011,REP,109.59,,1060.27
2010,REP,146.0,,1112.35
2009,REP,200.0,,1123.0
2008,REP,443.835616,,2723.287671
2007,REP,483.0,,3125.0
2006,REP,525.0,,3387.0
2005,REP,531.0,,3416.0
2004,REP,567.0,,3360.0
2003,REP,594.403015,,3021.195068
2002,REP,584.0,,2336.0
2001,REP,645.021973,,2075.407959
2000,REP,636.0,,2215.0
1999,REP,636.0,,2215.0
1998,REP,204.0,,267.0
1997,REP,204.0,,267.0
2018,RDSA,1803.0,,10805.0
2017,RDSA,1825.0,,10668.0
2016,RDSA,1838.0,,10613.0
2015,RDSA,1509.0,,8380.0
2014,RDSA,1484.0,,9259.0
2013,RDSA,1541.0,,9616.0
2012,RDSA,1633.0,,9449.0
2011,RDSA,1666.0,,8986.0
2010,RDSA,1709.0,,9305.0
2009,RDSA,1680.0,,8483.0
2008,RDSA,1771.0,,8569.0
2007,RDSA,1899.0,,8214.0
2006,RDSA,2030.0,,8368.0
2005,RDSA,2093.0,,8263.0
2004,RDSA,2173.0,,8808.0
2003,RDSA,2333.0,,8949.0
2002,RDSA,2359.0,,9286.0
2001,RDSA,2211.0,,8902.0
2000,RDSA,2262.0,,8096.0
1999,RDSA,2255.0,,7835.0
1998,RDSA,2354.0,,7679.0
1997,RDSA,2354.0,,7679.0
2018,SU,732.0,,
2017,SU,685.3,,
2016,SU,622.8,,
2015,SU,577.8,,
2014,SU,534.9,,
2013,SU,525.1,5.3,192.0
2012,SU,495.2,5.6,290.0
2011,SU,481.3,5.1,357.0
2010,SU,519.3,8.8,522.0
2009,SU,469.4,8.1,398.0
2008,SU,228.0,3.1,202.0
2007,SU,235.6,3.1,196.0
2006,SU,260.7,2.3,191.0
2005,SU,172.1,2.4,190.0
2004,SU,227.5,2.5,200.0
2003,SU,218.0,2.3,187.0
2002,SU,207.3,2.4,179.0
2001,SU,124.7,2.4,177.0
2000,SU,118.1,3.0,200.0
1999,SU,113.099998,3.0,170.0
1998,SU,113.099998,3.0,170.0
1997,SU,113.099998,3.0,170.0
2018,FP,1566.0,,6599.0
2017,FP,1346.0,,6662.0
2016,FP,1271.0,,6447.0
2015,FP,1237.0,,6054.0
2014,FP,1034.0,,6063.0
2013,FP,1167.0,,6184.0
2012,FP,1220.0,,5880.0
2011,FP,1226.0,,6098.0
2010,FP,1340.0,,5648.0
2009,FP,1381.0,,4923.0
2008,FP,1456.0,,4837.0
2007,FP,1509.0,,4839.0
2006,FP,1506.0,,4674.0
2005,FP,1621.0,,4780.0
2004,FP,1695.0,,4894.0
2003,FP,1661.0,,4786.0
2002,FP,1589.0,,4532.0
2001,FP,1454.0,,4061.0
2000,FP,1433.0,,3758.0
1999,FP,718.099976,,2112.300049
1998,FP,563.5,,1504.699951
1997,FP,563.5,,1504.699951
2018,YPFD,227.1,38.8,1482.6
2017,YPFD,227.5,50.4,1556.73
2016,YPFD,244.7,52.5,1575.026
2015,YPFD,249.7,49.2,1560.9
2014,YPFD,244.6,48.7,1290.41
2013,YPFD,281.0,48.2,1196.0
2012,YPFD,276.0,48.2,1029.0
2011,YPFD,274.0,48.2,1090.0
2010,YPFD,294.0,48.2,1211.0
2009,YPFD,303.0,48.2,1335.0
2008,YPFD,316.0,48.2,3138.0
2007,YPFD,329.0,48.2,1737.0
2006,YPFD,346.0,48.2,1179.0
2005,YPFD,346.0,48.2,1179.0
2004,YPFD,400.0,48.2,1931.5
2003,YPFD,430.1369934,48.2,1764.383545
2002,YPFD,439.0,48.2,1487.0
2001,YPFD,503.0,48.2,1535.0
2000,YPFD,451.0,48.2,1691.0
1999,YPFD,477.0,48.2,1754.0
1998,YPFD,519.0,48.2,1421.0
1997,YPFD,519.0,48.2,1421.0
